ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
577	"ENSG00000196924.19"	"FLNA"	chrX	-	154367640	154367738	154367396	154367544	154367841	154368090
580	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153932538	153932584	153934376	153934475
581	"ENSG00000102030.16"	"NAA10"	chrX	-	153933960	153934001	153932538	153932584	153934376	153934475
590	"ENSG00000067829.20"	"IDH3G"	chrX	-	153786211	153786272	153785767	153785973	153786354	153786449
591	"ENSG00000067829.20"	"IDH3G"	chrX	-	153786800	153786947	153785766	153786449	153787050	153787153
592	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787050	153787153	153785766	153786449	153787463	153787553
593	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787463	153787597	153787050	153787153	153787822	153787955
595	"ENSG00000067829.20"	"IDH3G"	chrX	-	153790563	153790575	153789837	153790292	153790809	153790851
596	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153691303	153691553	153690358	153690506	153691974	153692107
597	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153691974	153692107	153690374	153690506	153693040	153693175
598	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153693040	153693175	153691974	153692107	153693262	153693366
599	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153694129	153694267	153693904	153694017	153694343	153694420
602	"ENSG00000262919.8"	"CCNQ"	chrX	-	153592505	153592733	153587931	153588394	153594546	153594679
604	"ENSG00000262919.8"	"CCNQ"	chrX	-	153594546	153594679	153587931	153588394	153596003	153596063
607	"ENSG00000147394.20"	"ZNF185"	chrX	+	152914709	152914833	152914441	152914523	152917130	152917169
608	"ENSG00000147394.20"	"ZNF185"	chrX	+	152915137	152915203	152914709	152914833	152917130	152917169
609	"ENSG00000147394.20"	"ZNF185"	chrX	+	152918064	152918154	152917284	152917362	152918982	152919081
611	"ENSG00000147394.20"	"ZNF185"	chrX	+	152920327	152920411	152918982	152919081	152920709	152920748
612	"ENSG00000147394.20"	"ZNF185"	chrX	+	152922172	152922256	152920706	152920748	152928574	152928661
613	"ENSG00000147394.20"	"ZNF185"	chrX	+	152922172	152922256	152920706	152920748	152931671	152931776
614	"ENSG00000147394.20"	"ZNF185"	chrX	+	152922719	152922809	152922172	152922256	152928574	152928661
616	"ENSG00000147394.20"	"ZNF185"	chrX	+	152928574	152928661	152920706	152920748	152931671	152931776
617	"ENSG00000147394.20"	"ZNF185"	chrX	+	152928574	152928661	152922172	152922256	152931671	152931776
621	"ENSG00000147394.20"	"ZNF185"	chrX	+	152938073	152938163	152932872	152932971	152945266	152945464
623	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959896	152945266	152945464	152963838	152963949
624	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152945266	152945464	152963838	152963949
625	"ENSG00000147394.20"	"ZNF185"	chrX	+	152963838	152963949	152959698	152959896	152965446	152965527
626	"ENSG00000147394.20"	"ZNF185"	chrX	+	152963838	152963949	152959698	152959896	152967166	152967238
627	"ENSG00000147394.20"	"ZNF185"	chrX	+	152965446	152965527	152959698	152959896	152967166	152967238
628	"ENSG00000147394.20"	"ZNF185"	chrX	+	152965446	152965527	152963838	152963949	152967166	152967238
646	"ENSG00000241769.7"	"EOLA1-DT"	chrX	-	149536173	149536255	149533629	149534374	149537632	149537778
649	"ENSG00000241769.7"	"EOLA1-DT"	chrX	-	149537632	149537778	149533629	149534374	149538114	149538172
651	"ENSG00000241769.7"	"EOLA1-DT"	chrX	-	149538723	149538906	149538114	149538172	149539076	149539304
653	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149486924	149487098	149477103	149483218	149490313	149490440
654	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149498106	149498307	149496345	149496516	149500948	149501037
655	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149500948	149501037	149529366	149529428
657	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149536173	149536213	149532881	149534374	149538114	149538172
661	"ENSG00000010404.18"	"IDS"	chrX	-	149503311	149503489	149500948	149501037	149504156	149504219
662	"ENSG00000010404.18"	"IDS"	chrX	-	149505034	149505177	149504156	149504293	149511533	149511620
689	"ENSG00000101974.15"	"ATP11C"	chrX	-	139731650	139731755	139726347	139728962	139737730	139737796
693	"ENSG00000101974.15"	"ATP11C"	chrX	-	139737730	139737796	139731650	139731755	139737915	139738069
694	"ENSG00000101974.15"	"ATP11C"	chrX	-	139757807	139757867	139750024	139750152	139768259	139768434
695	"ENSG00000101974.15"	"ATP11C"	chrX	-	139761960	139762106	139757807	139757867	139768259	139768434
696	"ENSG00000101974.15"	"ATP11C"	chrX	-	139763315	139763418	139761960	139762106	139768259	139768434
697	"ENSG00000101974.15"	"ATP11C"	chrX	-	139774689	139774953	139768259	139768434	139782546	139782728
698	"ENSG00000101974.15"	"ATP11C"	chrX	-	139782546	139782728	139774689	139774953	139783163	139783267
699	"ENSG00000101974.15"	"ATP11C"	chrX	-	139783163	139783267	139774689	139774953	139785225	139785299
701	"ENSG00000101974.15"	"ATP11C"	chrX	-	139814877	139814985	139804470	139804599	139816862	139816943
713	"ENSG00000129675.16"	"ARHGEF6"	chrX	-	136677935	136677956	136676623	136676717	136679534	136679660
731	"ENSG00000165704.15"	"HPRT1"	chrX	+	134498607	134498684	134498389	134498436	134500029	134500668
740	"ENSG00000171004.19"	"HS6ST2"	chrX	-	132669112	132669199	132626014	132629093	132708461	132708494
741	"ENSG00000171004.19"	"HS6ST2"	chrX	-	132708461	132708494	132626014	132629093	132956807	132957326
766	"ENSG00000165675.20"	"ENOX2"	chrX	-	130669964	130670198	130667529	130667742	130679541	130679748
767	"ENSG00000165675.20"	"ENOX2"	chrX	-	130679541	130679748	130669964	130670198	130688862	130689018
774	"ENSG00000134597.17"	"RBMX2"	chrX	+	130409256	130409386	130403801	130403853	130411347	130411524
778	"ENSG00000122126.18"	"OCRL"	chrX	+	129557860	129557950	129557324	129557435	129558632	129558753
779	"ENSG00000122126.18"	"OCRL"	chrX	+	129560549	129560651	129558839	129559001	129561178	129561293
791	"ENSG00000125676.20"	"THOC2"	chrX	-	123613398	123613556	123611439	123611516	123613638	123613708
792	"ENSG00000125676.20"	"THOC2"	chrX	-	123613638	123613708	123611439	123611516	123614051	123614189
793	"ENSG00000125676.20"	"THOC2"	chrX	-	123614051	123614189	123613638	123613708	123619400	123619436
795	"ENSG00000125676.20"	"THOC2"	chrX	-	123631687	123631852	123627692	123627968	123633952	123634070
796	"ENSG00000125676.20"	"THOC2"	chrX	-	123632860	123633040	123631687	123631852	123633952	123634070
797	"ENSG00000125676.20"	"THOC2"	chrX	-	123636078	123636175	123633952	123634070	123638042	123638123
798	"ENSG00000125676.20"	"THOC2"	chrX	-	123644574	123644676	123640537	123640622	123644778	123644909
799	"ENSG00000125676.20"	"THOC2"	chrX	-	123668158	123668314	123667105	123667278	123671668	123671761
800	"ENSG00000125676.20"	"THOC2"	chrX	-	123671668	123671761	123668158	123668314	123686547	123686714
801	"ENSG00000125676.20"	"THOC2"	chrX	-	123686547	123686714	123671668	123671761	123696020	123696154
802	"ENSG00000125676.20"	"THOC2"	chrX	-	123686547	123686714	123671668	123671761	123703453	123703505
803	"ENSG00000125676.20"	"THOC2"	chrX	-	123686547	123686714	123671668	123671761	123706857	123706949
804	"ENSG00000125676.20"	"THOC2"	chrX	-	123696020	123696154	123686547	123686714	123696720	123696835
805	"ENSG00000125676.20"	"THOC2"	chrX	-	123703453	123703505	123671668	123671761	123706857	123706949
806	"ENSG00000125676.20"	"THOC2"	chrX	-	123703453	123703505	123686547	123686714	123706857	123706949
807	"ENSG00000125676.20"	"THOC2"	chrX	-	123703453	123703505	123697680	123697751	123706853	123706949
808	"ENSG00000125676.20"	"THOC2"	chrX	-	123706853	123706949	123697725	123697751	123712849	123712904
809	"ENSG00000125676.20"	"THOC2"	chrX	-	123706857	123706949	123686547	123686714	123712849	123712908
833	"ENSG00000293328.2"	"NKAPP1"	chrX	-	120240226	120240355	120221347	120221645	120244763	120245267
838	"ENSG00000018610.15"	"STEEP1"	chrX	-	119541327	119541420	119538148	119539789	119542504	119542594
839	"ENSG00000018610.15"	"STEEP1"	chrX	-	119544352	119544491	119542504	119542594	119545462	119545504
840	"ENSG00000018610.15"	"STEEP1"	chrX	-	119544352	119544491	119542504	119542594	119560267	119560385
841	"ENSG00000018610.15"	"STEEP1"	chrX	-	119545462	119545504	119542504	119542594	119560267	119560385
843	"ENSG00000018610.15"	"STEEP1"	chrX	-	119560267	119560385	119545462	119545504	119565231	119565408
846	"ENSG00000003096.15"	"KLHL13"	chrX	-	117919520	117919717	117909300	117910096	117945433	117945575
847	"ENSG00000003096.15"	"KLHL13"	chrX	-	117920237	117920370	117919520	117919717	117945433	117945575
853	"ENSG00000102024.19"	"PLS3"	chrX	+	115647892	115648017	115647549	115647673	115649428	115649758
860	"ENSG00000101901.13"	"ALG13"	chrX	+	111708026	111708393	111684964	111685103	111708964	111708998
862	"ENSG00000101901.13"	"ALG13"	chrX	+	111708964	111709048	111684964	111685103	111711674	111711725
863	"ENSG00000101901.13"	"ALG13"	chrX	+	111708964	111709048	111684964	111685103	111713224	111713297
864	"ENSG00000101901.13"	"ALG13"	chrX	+	111711674	111711725	111708964	111709048	111712483	111712493
865	"ENSG00000101901.13"	"ALG13"	chrX	+	111712483	111712530	111708964	111709048	111713224	111713297
869	"ENSG00000101901.13"	"ALG13"	chrX	+	111721602	111721711	111720094	111720170	111724933	111725061
873	"ENSG00000101901.13"	"ALG13"	chrX	+	111727613	111727770	111727331	111727445	111728184	111728305
874	"ENSG00000101901.13"	"ALG13"	chrX	+	111728184	111728305	111727613	111727770	111730394	111730427
897	"ENSG00000147234.11"	"FRMPD3"	chrX	+	107533504	107533550	107530408	107530511	107545736	107545841
898	"ENSG00000147234.11"	"FRMPD3"	chrX	+	107550048	107550156	107544582	107545841	107552794	107552926
899	"ENSG00000166707.12"	"ZCCHC18"	chrX	+	104113433	104113573	104113194	104113246	104115251	104115842
901	"ENSG00000231728.5"	"TMSB15B-AS1"	chrX	-	103918086	103918225	103880645	103882115	103918408	103918460
902	"ENSG00000231728.5"	"TMSB15B-AS1"	chrX	-	103918408	103918460	103880645	103882115	103918831	103919080
905	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678600	103675495	103677051	103684680	103684729
907	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103676825	103677051	103684680	103684729
908	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103676825	103677051	103685170	103685260
909	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103675497	103677051	103684680	103684729
911	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103684680	103684729	103676494	103677051	103685170	103685260
913	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103684680	103684729	103678498	103678620	103685170	103685260
915	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103685170	103685260	103678498	103678600	103686630	103686684
916	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103685170	103685260	103678498	103678620	103686630	103686684
917	"ENSG00000172465.14"	"TCEAL1"	chrX	+	103629493	103629561	103628703	103628793	103629884	103630447
919	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585858	103586291	103585532	103585624	103586648	103587694
920	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585969	103586291	103585562	103585624	103586648	103586949
921	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103586218	103586291	103585514	103585624	103586648	103586905
932	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101887197	101887304	101886631	101886731	101892704	101892754
933	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101887197	101887304	101886631	101886731	101894453	101894904
934	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101892704	101892754	101886631	101886731	101894453	101894904
936	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101894453	101894904	101886631	101886731	101895813	101895879
937	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101895813	101895879	101886631	101886731	101897867	101898042
938	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101895813	101895882	101886631	101886731	101897867	101898042
950	"ENSG00000102401.20"	"ARMCX3"	chrX	+	101624479	101624550	101624157	101624218	101624833	101624952
951	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101444051	101444155	101418909	101419000	101445997	101446044
952	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101445997	101446044	101418909	101419000	101486022	101486092
953	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101445997	101446044	101418909	101419000	101486025	101486092
954	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101445997	101446044	101418909	101419000	101487192	101487272
955	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486092	101418909	101419000	101487192	101487272
956	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486092	101445997	101446044	101487192	101487272
957	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486025	101486092	101418909	101419000	101487192	101487272
958	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486025	101486092	101445997	101446044	101487192	101487272
960	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101509358	101509427	101504936	101505355	101509589	101509678
961	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101509363	101509427	101504936	101505355	101509589	101509678
965	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395334	101395457	101391754	101391822	101395727	101395786
968	"ENSG00000102385.13"	"DRP2"	chrX	+	101242903	101242982	101242324	101242471	101245016	101245077
969	"ENSG00000102385.13"	"DRP2"	chrX	+	101242903	101243098	101242324	101242471	101245016	101245077
970	"ENSG00000102385.13"	"DRP2"	chrX	+	101247089	101247164	101245387	101245449	101248088	101248290
971	"ENSG00000102385.13"	"DRP2"	chrX	+	101250422	101250580	101248513	101248599	101250916	101251083
972	"ENSG00000102385.13"	"DRP2"	chrX	+	101255183	101255249	101254858	101254924	101256117	101256261
973	"ENSG00000102384.14"	"CENPI"	chrX	+	101098443	101098539	101098187	101098234	101099808	101099930
974	"ENSG00000102384.14"	"CENPI"	chrX	+	101098443	101098539	101098188	101098248	101099808	101099930
975	"ENSG00000102384.14"	"CENPI"	chrX	+	101098711	101098843	101098443	101098539	101099808	101100065
979	"ENSG00000102384.14"	"CENPI"	chrX	+	101099808	101100065	101098711	101098843	101101057	101101295
980	"ENSG00000102384.14"	"CENPI"	chrX	+	101120401	101120450	101109890	101109998	101120737	101120784
981	"ENSG00000102384.14"	"CENPI"	chrX	+	101126708	101126798	101120737	101120784	101127137	101127266
982	"ENSG00000102384.14"	"CENPI"	chrX	+	101140665	101140760	101132391	101132456	101145063	101145199
992	"ENSG00000000003.16"	"TSPAN6"	chrX	-	100630758	100630866	100627107	100629986	100632484	100632568
994	"ENSG00000000003.16"	"TSPAN6"	chrX	-	100633404	100633539	100632484	100632568	100633930	100634029
1001	"ENSG00000281566.5"	"LINC03077"	chrX	+	98841940	98842001	98731530	98731577	98864610	98865564
1002	"ENSG00000281566.5"	"LINC03077"	chrX	+	98841940	98842001	98785026	98785124	98864610	98865564
1038	"ENSG00000102290.23"	"PCDH11X"	chrX	+	91811236	91811295	91810472	91810578	91835460	91836044
1054	"ENSG00000155008.16"	"APOOL"	chrX	+	85046445	85046550	85003876	85003927	85051388	85051508
1055	"ENSG00000155008.16"	"APOOL"	chrX	+	85054343	85054398	85051388	85051508	85067126	85067218
1056	"ENSG00000155008.16"	"APOOL"	chrX	+	85055826	85055925	85054343	85054398	85067126	85067218
1057	"ENSG00000155008.16"	"APOOL"	chrX	+	85074273	85074391	85073997	85074111	85087589	85093315
1059	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84064970	84065111	84058345	84064402	84096193	84096311
1060	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84117059	84117148	84116228	84116287	84117383	84117454
1061	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84119884	84120027	84117383	84117454	84134781	84134819
1062	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84134781	84134819	84119884	84120027	84135103	84135210
1063	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84148041	84148123	84146977	84147058	84156074	84156191
1064	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84187363	84187459	84186762	84186874	84187818	84187898
1066	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118431	81118485	81116203	81116341	81118729	81118759
1067	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118431	81118485	81116203	81116341	81121534	81121688
1068	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118729	81118759	81116203	81116341	81121534	81121638
1069	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118729	81118759	81118431	81118485	81119787	81119817
1071	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118729	81118780	81116203	81116341	81121534	81121688
1072	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118729	81118780	81118431	81118485	81119787	81119817
1073	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118729	81118780	81118431	81118485	81121534	81121688
1074	"ENSG00000198157.11"	"HMGN5"	chrX	-	81119787	81119817	81118431	81118485	81121534	81121672
1076	"ENSG00000198157.11"	"HMGN5"	chrX	-	81119787	81119817	81118729	81118780	81121534	81121672
1081	"ENSG00000078589.13"	"P2RY10"	chrX	+	78947814	78947863	78945390	78945495	78960507	78963727
1083	"ENSG00000078589.13"	"P2RY10"	chrX	+	78952192	78952335	78947814	78947863	78960507	78961080
1089	"ENSG00000131174.7"	"COX7B"	chrX	+	77902642	77902767	77899467	77899593	77905183	77905385
1090	"ENSG00000131174.7"	"COX7B"	chrX	+	77902649	77902767	77899484	77899593	77905183	77905461
1092	"ENSG00000102158.22"	"MAGT1"	chrX	-	77830804	77830895	77825746	77829235	77855500	77855590
1093	"ENSG00000102158.22"	"MAGT1"	chrX	-	77841245	77841320	77827434	77829235	77855500	77855590
1094	"ENSG00000102158.22"	"MAGT1"	chrX	-	77841245	77841320	77830804	77830895	77855500	77855590
1095	"ENSG00000102158.22"	"MAGT1"	chrX	-	77853900	77853964	77841245	77841320	77855500	77855590
1096	"ENSG00000102158.22"	"MAGT1"	chrX	-	77855500	77855590	77830804	77830895	77870807	77870925
1098	"ENSG00000102158.22"	"MAGT1"	chrX	-	77856732	77856873	77855500	77855590	77857356	77857497
1099	"ENSG00000102158.22"	"MAGT1"	chrX	-	77857356	77857497	77855500	77855590	77870807	77870925
1100	"ENSG00000102158.22"	"MAGT1"	chrX	-	77879568	77879613	77875427	77875597	77883932	77884028
1101	"ENSG00000102158.22"	"MAGT1"	chrX	-	77879568	77879613	77875427	77875597	77895308	77895431
1102	"ENSG00000102158.22"	"MAGT1"	chrX	-	77883932	77884028	77875427	77875597	77895308	77895431
1103	"ENSG00000102158.22"	"MAGT1"	chrX	-	77883932	77884028	77879568	77879613	77895308	77895431
1105	"ENSG00000102390.12"	"PBDC1"	chrX	+	76173584	76173650	76173039	76173168	76174889	76174949
1106	"ENSG00000102390.12"	"PBDC1"	chrX	+	76174889	76174949	76173584	76173650	76175472	76175613
1111	"ENSG00000147100.11"	"SLC16A2"	chrX	+	74524358	74524809	74520989	74521134	74525749	74525893
1112	"ENSG00000147100.11"	"SLC16A2"	chrX	+	74525749	74525893	74524358	74524809	74529212	74529441
1120	"ENSG00000225470.10"	"JPX"	chrX	+	73946998	73947374	73944326	73944662	73984443	73985694
1138	"ENSG00000225470.10"	"JPX"	chrX	+	73984443	73984541	73944583	73944662	73994845	73994961
1162	"ENSG00000225470.10"	"JPX"	chrX	+	73997043	73997166	73994839	73994961	73999354	74000496
1176	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	73998844	73997040	73997166	73999354	73999810
1184	"ENSG00000225470.10"	"JPX"	chrX	+	73999608	74000496	73994839	73994961	74014076	74014389
1190	"ENSG00000225470.10"	"JPX"	chrX	+	74014076	74014224	73994839	73994961	74062035	74062148
1211	"ENSG00000230590.13"	"FTX"	chrX	-	74284742	74284948	74281701	74281848	74292426	74292628
1239	"ENSG00000147099.21"	"HDAC8"	chrX	-	72488932	72489041	72460154	72464731	72567888	72568030
1241	"ENSG00000147099.21"	"HDAC8"	chrX	-	72488932	72489041	72473415	72474729	72567888	72568030
1244	"ENSG00000147099.21"	"HDAC8"	chrX	-	72490928	72491006	72484850	72489041	72567888	72568030
1250	"ENSG00000147099.21"	"HDAC8"	chrX	-	72495155	72495268	72488932	72489041	72567888	72568030
1258	"ENSG00000147099.21"	"HDAC8"	chrX	-	72568753	72568884	72567581	72568030	72572650	72572681
1259	"ENSG00000147099.21"	"HDAC8"	chrX	-	72572056	72572104	72568753	72568884	72572650	72572704
1260	"ENSG00000147099.21"	"HDAC8"	chrX	-	72572056	72572109	72567888	72568030	72572650	72572659
1261	"ENSG00000147099.21"	"HDAC8"	chrX	-	72572056	72572109	72568753	72568884	72572436	72572627
1262	"ENSG00000147099.21"	"HDAC8"	chrX	-	72572056	72572109	72568753	72568884	72572650	72572659
1286	"ENSG00000147162.15"	"OGT"	chrX	+	71537828	71538072	71533086	71533336	71544566	71544624
1288	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71544635	71537828	71538072	71554512	71554592
1290	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71537828	71538072	71554512	71554592
1291	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71537828	71538072	71555953	71556094
1294	"ENSG00000147162.15"	"OGT"	chrX	+	71547906	71548023	71537828	71538072	71554512	71554592
1295	"ENSG00000147162.15"	"OGT"	chrX	+	71547906	71548023	71537828	71538072	71555953	71556094
1296	"ENSG00000147162.15"	"OGT"	chrX	+	71547906	71548023	71544566	71544635	71554512	71554592
1297	"ENSG00000147162.15"	"OGT"	chrX	+	71554512	71554592	71537828	71538072	71555953	71556094
1298	"ENSG00000147162.15"	"OGT"	chrX	+	71554512	71554592	71544566	71548023	71555953	71556094
1301	"ENSG00000147162.15"	"OGT"	chrX	+	71557492	71557672	71557194	71557296	71559266	71559425
1304	"ENSG00000147166.11"	"ITGB1BP2"	chrX	+	71303626	71303697	71303460	71303516	71303811	71303911
1323	"ENSG00000120509.12"	"PDZD11"	chrX	-	70286985	70287116	70281117	70282275	70287275	70287336
1324	"ENSG00000120509.12"	"PDZD11"	chrX	-	70287275	70287336	70284163	70287116	70287731	70287830
1326	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289521	70289593	70289254	70289354	70290403	70290514
1328	"ENSG00000090776.6"	"EFNB1"	chrX	+	68839959	68840088	68839663	68839756	68840241	68842160
1358	"ENSG00000235437.11"	"LINC01278"	chrX	-	63432363	63432491	63396557	63399903	63443070	63443132
1362	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63399452	63399903	63509943	63510079
1363	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63399452	63399903	63516909	63517082
1364	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63399452	63399903	63560831	63561054
1365	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63432363	63432491	63509943	63510079
1367	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63432363	63432491	63560831	63561054
1368	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443515	63443586	63443070	63443132	63509943	63510079
1369	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443515	63443586	63443070	63443132	63516909	63517100
1370	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443515	63443586	63443070	63443132	63560831	63561054
1375	"ENSG00000235437.11"	"LINC01278"	chrX	-	63509943	63510079	63443070	63443132	63516909	63517082
1376	"ENSG00000235437.11"	"LINC01278"	chrX	-	63509943	63510079	63443070	63443132	63560831	63560948
