ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
983	"ENSG00000099821.14"	"POLRMT"	chr19	-	617569	618586	617569	617655	618487	618586
1051	"ENSG00000132199.20"	"ENOSF1"	chr18	-	690548	691276	690548	690631	691203	691276
1052	"ENSG00000132199.20"	"ENOSF1"	chr18	-	690548	691276	690548	690745	691203	691276
1067	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036543	82036643
1069	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036308	82036720	82036763
1070	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036448	82036720	82036763
1089	"ENSG00000185624.16"	"P4HB"	chr17	-	81843168	81846629	81843168	81844092	81846428	81846629
1118	"ENSG00000085224.23"	"ATRX"	chrX	-	77520787	77522388	77520787	77520916	77522262	77522388
1145	"ENSG00000167861.16"	"HID1"	chr17	-	74962964	74964632	74962964	74963081	74964482	74964632
1171	"ENSG00000136492.10"	"BRIP1"	chr17	-	61776400	61781005	61776400	61776502	61780839	61781005
1172	"ENSG00000136492.10"	"BRIP1"	chr17	-	61776400	61781005	61776400	61776562	61780839	61781005
1196	"ENSG00000006282.22"	"SPATA20"	chr17	+	50550997	50552180	50550997	50551190	50551968	50552180
1204	"ENSG00000005884.18"	"ITGA3"	chr17	+	50076583	50077447	50076583	50076681	50077378	50077447
1262	"ENSG00000131462.9"	"TUBG1"	chr17	+	42613646	42614657	42613646	42613733	42614259	42614657
1283	"ENSG00000125691.15"	"RPL23"	chr17	-	38850080	38852732	38850080	38850214	38852603	38852732
1299	"ENSG00000108671.11"	"PSMD11"	chr17	+	32479250	32480197	32479250	32479376	32480145	32480197
1426	"ENSG00000170037.14"	"CNTROB"	chr17	+	7948486	7949578	7948486	7948619	7949384	7949578
1501	"ENSG00000185324.22"	"CDK10"	chr16	+	89693273	89694232	89693273	89693326	89694172	89694232
1517	"ENSG00000108479.13"	"GALK1"	chr17	-	75762703	75763439	75762703	75762885	75763319	75763439
1569	"ENSG00000108604.18"	"SMARCD2"	chr17	-	63836921	63837625	63836921	63837044	63837440	63837625
1573	"ENSG00000157353.17"	"FCSK"	chr16	+	70466881	70467966	70466881	70466954	70467885	70467966
1625	"ENSG00000187193.9"	"MT1X"	chr16	+	56682469	56684196	56682469	56682568	56683957	56684196
1729	"ENSG00000168488.19"	"ATXN2L"	chr16	+	28835932	28836485	28835932	28836176	28836448	28836485
1733	"ENSG00000168488.19"	"ATXN2L"	chr16	+	28835932	28837237	28835932	28836176	28836747	28837237
1741	"ENSG00000188603.22"	"CLN3"	chr16	-	28482104	28482672	28482104	28482382	28482625	28482672
1789	"ENSG00000100316.16"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208
1858	"ENSG00000167964.13"	"RAB26"	chr16	+	2152819	2153222	2152819	2152885	2153145	2153222
1869	"ENSG00000167962.15"	"ZNF598"	chr16	-	2002520	2003728	2002520	2002732	2003615	2003728
2048	"ENSG00000178761.15"	"FAM219B"	chr15	-	74899991	74902786	74899991	74900137	74902603	74902786
2104	"ENSG00000137845.15"	"ADAM10"	chr15	-	58610296	58611991	58610296	58610517	58611807	58611991
2119	"ENSG00000128951.14"	"DUT"	chr15	+	48341288	48342395	48341288	48341363	48342021	48342395
2193	"ENSG00000198690.10"	"FAN1"	chr15	+	30904511	30905897	30904511	30905353	30905724	30905897
2195	"ENSG00000198690.10"	"FAN1"	chr15	+	30925126	30928656	30925126	30925291	30928552	30928656
2215	"ENSG00000224078.16"	"SNHG14"	chr15	+	25041973	25042910	25041973	25042515	25042797	25042910
2216	"ENSG00000224078.16"	"SNHG14"	chr15	+	25053827	25055230	25053827	25053967	25054969	25055230
2220	"ENSG00000224078.16"	"SNHG14"	chr15	+	25053827	25055230	25053827	25053967	25055078	25055230
2229	"ENSG00000224078.16"	"SNHG14"	chr15	+	25107909	25109403	25107909	25108038	25109197	25109403
2244	"ENSG00000140365.16"	"COMMD4"	chr15	+	75338984	75339878	75338984	75339104	75339701	75339878
2254	"ENSG00000213145.10"	"CRIP1"	chr14	+	105486316	105488388	105486316	105487299	105488330	105488388
2259	"ENSG00000187531.14"	"SIRT7"	chr17	-	81914293	81915512	81914293	81914530	81915439	81915512
2262	"ENSG00000075413.19"	"MARK3"	chr14	+	103465556	103466442	103465556	103465793	103466342	103466442
2274	"ENSG00000162004.19"	"CCDC78"	chr16	-	724321	725293	724321	724509	725077	725293
2275	"ENSG00000162004.19"	"CCDC78"	chr16	-	724321	725293	724321	724806	725236	725293
2313	"ENSG00000165959.12"	"CLMN"	chr14	-	95193848	95194596	95193848	95193976	95194535	95194596
2371	"ENSG00000140043.12"	"PTGR2"	chr14	+	73876997	73880176	73876997	73877168	73880054	73880176
2408	"ENSG00000291140.2"	"AMZ2P1"	chr17	-	64974950	64975571	64974950	64975117	64975518	64975571
2409	"ENSG00000140521.18"	"POLG"	chr15	-	89317375	89318749	89317375	89317476	89317938	89318749
2493	"ENSG00000092098.18"	"RNF31"	chr14	+	24149405	24151379	24149405	24149583	24150597	24151379
2515	"ENSG00000213983.12"	"AP1G2"	chr14	-	23563715	23564221	23563715	23563853	23564045	23564221
2528	"ENSG00000100888.15"	"CHD8"	chr14	-	21394911	21395892	21394911	21395119	21395816	21395892
2545	"ENSG00000198805.13"	"PNP"	chr14	+	20474471	20475252	20474471	20474575	20475061	20475252
2568	"ENSG00000068650.19"	"ATP11A"	chr13	+	112857817	112859452	112857817	112857920	112859392	112859452
2641	"ENSG00000174032.17"	"SLC25A30"	chr13	-	45393315	45399078	45393315	45396015	45398939	45399078
2707	"ENSG00000159199.14"	"ATP5MC1"	chr17	+	48893408	48895334	48893408	48893456	48895182	48895334
2743	"ENSG00000129460.17"	"NGDN"	chr14	+	23476238	23477560	23476238	23476407	23477502	23477560
2762	"ENSG00000126581.13"	"BECN1"	chr17	-	42818543	42819609	42818543	42818680	42819547	42819609
2784	"ENSG00000278053.5"	"DDX52"	chr17	-	37619767	37621277	37619767	37619839	37621126	37621277
2785	"ENSG00000278053.5"	"DDX52"	chr17	-	37620872	37621520	37620872	37620948	37621397	37621520
2788	"ENSG00000111011.18"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519051	122521384	122521428
2803	"ENSG00000092010.15"	"PSME1"	chr14	+	24136984	24137431	24136984	24137017	24137320	24137431
2903	"ENSG00000089195.15"	"TRMT6"	chr20	-	5941052	5942036	5941052	5941139	5941950	5942036
2981	"ENSG00000135506.17"	"OS9"	chr12	+	57715759	57716512	57715759	57715970	57716411	57716512
3046	"ENSG00000065357.20"	"DGKA"	chr12	+	55951622	55952431	55951622	55951783	55952340	55952431
3066	"ENSG00000288663.1"	"ENSG00000288663"	chr12	+	53303033	53306861	53303033	53303193	53306679	53306861
3076	"ENSG00000257337.10"	"TNS2-AS1"	chr12	-	53045599	53046061	53045599	53045653	53046007	53046061
3097	"ENSG00000110844.14"	"PRPF40B"	chr12	+	49631859	49632880	49631859	49631925	49632854	49632880
3101	"ENSG00000135451.13"	"TROAP"	chr12	+	49330144	49331407	49330144	49330573	49331213	49331407
3107	"ENSG00000142534.7"	"RPS11"	chr19	+	49497193	49498046	49497193	49497282	49497519	49498046
3124	"ENSG00000103510.20"	"KAT8"	chr16	+	31130455	31131393	31130455	31130606	31131194	31131393
3140	"ENSG00000013573.17"	"DDX11"	chr12	+	31089043	31090094	31089043	31089151	31089839	31090094
3159	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490576	49489849	49489922	49490474	49490576
3165	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49491547	49489849	49489922	49491424	49491547
3166	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49491547	49489849	49490864	49491424	49491547
3279	"ENSG00000131899.13"	"LLGL1"	chr17	+	18240577	18241999	18240577	18240873	18241884	18241999
3331	"ENSG00000151503.14"	"NCAPD3"	chr11	-	134153708	134157095	134153708	134153795	134156751	134157095
3366	"ENSG00000109971.14"	"HSPA8"	chr11	-	123058251	123059261	123058251	123058484	123059058	123059261
3401	"ENSG00000160695.16"	"VPS11"	chr11	+	119078172	119078997	119078172	119078334	119078794	119078997
3411	"ENSG00000137700.19"	"SLC37A4"	chr11	-	119025190	119027095	119025190	119025329	119026936	119027095
3472	"ENSG00000196954.14"	"CASP4"	chr11	-	104947082	104949777	104947082	104947192	104949542	104949777
3548	"ENSG00000291186.2"	"ENSG00000291186"	chr11	+	71796016	71797080	71796016	71796308	71796514	71797080
3630	"ENSG00000293413.2"	"ENSG00000293413"	chr20	-	35559340	35560638	35559340	35559627	35560539	35560638
3636	"ENSG00000172732.12"	"MUS81"	chr11	+	65864719	65865323	65864719	65864815	65865219	65865323
3682	"ENSG00000133895.19"	"MEN1"	chr11	-	64806231	64807219	64806231	64806368	64807178	64807219
3688	"ENSG00000168067.12"	"MAP4K2"	chr11	-	64791908	64792422	64791908	64792086	64792363	64792422
3840	"ENSG00000166689.18"	"PLEKHA7"	chr11	-	16787659	16790915	16787659	16789296	16790797	16790915
3858	"ENSG00000184014.9"	"DENND5A"	chr11	-	9141939	9143485	9141939	9142108	9143402	9143485
3865	"ENSG00000184014.9"	"DENND5A"	chr11	-	9144096	9147151	9144096	9145113	9147029	9147151
3875	"ENSG00000166340.18"	"TPP1"	chr11	-	6615441	6616859	6615441	6615562	6616314	6616859
3880	"ENSG00000166340.18"	"TPP1"	chr11	-	6616974	6617776	6616974	6617153	6617625	6617776
3893	"ENSG00000179532.13"	"DNHD1"	chr11	+	6497770	6498961	6497770	6497844	6498722	6498961
3896	"ENSG00000179532.13"	"DNHD1"	chr11	+	6565694	6566765	6565694	6565991	6566586	6566765
3898	"ENSG00000179532.13"	"DNHD1"	chr11	+	6570008	6571423	6570008	6570100	6570617	6571423
3976	"ENSG00000185101.13"	"ANO9"	chr11	-	431693	433459	431693	431906	433313	433459
3987	"ENSG00000214279.13"	"SCART1"	chr10	+	133457278	133459326	133457278	133457575	133459020	133459326
4053	"ENSG00000141959.17"	"PFKL"	chr21	+	44324855	44326060	44324855	44324917	44325960	44326060
4074	"ENSG00000197858.12"	"GPAA1"	chr8	+	144084133	144085743	144084133	144084609	144085572	144085743
4098	"ENSG00000064687.13"	"ABCA7"	chr19	+	1041509	1042176	1041509	1041603	1042063	1042176
4100	"ENSG00000064687.13"	"ABCA7"	chr19	+	1056906	1058747	1056906	1057084	1058617	1058747
4101	"ENSG00000064687.13"	"ABCA7"	chr19	+	1056906	1058747	1056906	1057429	1058617	1058747
4129	"ENSG00000116691.11"	"MIIP"	chr1	+	12029222	12030124	12029222	12029281	12030027	12030124
4235	"ENSG00000174720.18"	"LARP7"	chr4	+	112646350	112646955	112646350	112646451	112646790	112646955
4274	"ENSG00000204351.13"	"SKIC2"	chr6	+	31967955	31968538	31967955	31968082	31968331	31968538
4276	"ENSG00000204351.13"	"SKIC2"	chr6	+	31967955	31968538	31967955	31968082	31968347	31968538
4314	"ENSG00000087460.29"	"GNAS"	chr20	+	58905382	58909579	58905382	58905480	58909520	58909579
4411	"ENSG00000175054.16"	"ATR"	chr3	-	142465096	142468068	142465096	142465240	142467933	142468068
4438	"ENSG00000100225.18"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281
4473	"ENSG00000004487.18"	"KDM1A"	chr1	+	23082219	23083632	23082219	23082355	23082449	23083632
4482	"ENSG00000082512.15"	"TRAF5"	chr1	+	211356366	211360779	211356366	211356468	211360701	211360779
4496	"ENSG00000168000.16"	"BSCL2"	chr11	-	62690786	62692797	62690786	62691141	62692662	62692797
4571	"ENSG00000221829.11"	"FANCG"	chr9	-	35073872	35075325	35073872	35074216	35075278	35075325
4572	"ENSG00000221829.11"	"FANCG"	chr9	-	35074370	35075325	35074370	35074462	35075278	35075325
4573	"ENSG00000221829.11"	"FANCG"	chr9	-	35074370	35075325	35074370	35074494	35075278	35075325
4579	"ENSG00000221829.11"	"FANCG"	chr9	-	35075464	35076583	35075464	35075754	35076431	35076583
4580	"ENSG00000221829.11"	"FANCG"	chr9	-	35075464	35076583	35075464	35075754	35076449	35076583
4595	"ENSG00000197989.16"	"SNHG12"	chr1	-	28579532	28579981	28579532	28579587	28579682	28579981
4707	"ENSG00000177646.20"	"ACAD9"	chr3	+	128909343	128910813	128909343	128909421	128910740	128910813
4734	"ENSG00000092094.11"	"OSGEP"	chr14	-	20447614	20448171	20447614	20447690	20448105	20448171
4787	"ENSG00000293268.2"	"ENSG00000293268"	chr3	+	101686826	101700926	101686826	101687389	101699952	101700926
4843	"ENSG00000128789.22"	"PSMG2"	chr18	+	12720509	12725706	12720509	12720683	12725438	12725706
4851	"ENSG00000161999.13"	"JMJD8"	chr16	-	683684	684155	683684	683781	684065	684155
4891	"ENSG00000122952.17"	"ZWINT"	chr10	-	56359686	56360383	56359686	56359853	56360292	56360383
4898	"ENSG00000247596.10"	"TWF2"	chr3	-	52229660	52230995	52229660	52229782	52230869	52230995
4919	"ENSG00000138750.16"	"NUP54"	chr4	-	76130655	76132719	76130655	76130792	76132522	76132719
4944	"ENSG00000178467.18"	"P4HTM"	chr3	+	49004860	49005867	49004860	49005170	49005776	49005867
4945	"ENSG00000178467.18"	"P4HTM"	chr3	+	49002499	49006187	49002499	49002596	49006063	49006187
4985	"ENSG00000110330.10"	"BIRC2"	chr11	+	102348597	102350749	102348597	102348719	102349877	102350749
4987	"ENSG00000110330.10"	"BIRC2"	chr11	+	102348597	102350749	102348597	102348719	102350000	102350749
5037	"ENSG00000114745.15"	"GORASP1"	chr3	-	39096664	39099503	39096664	39098489	39099352	39099503
5096	"ENSG00000136450.13"	"SRSF1"	chr17	-	58004922	58005973	58004922	58005041	58005800	58005973
5112	"ENSG00000004455.18"	"AK2"	chr1	-	33012073	33014594	33012073	33012122	33014521	33014594
5121	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986414	51987453	51986414	51987061	51987308	51987453
5200	"ENSG00000156983.17"	"BRPF1"	chr3	+	9742024	9742541	9742024	9742171	9742351	9742541
5248	"ENSG00000175455.16"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795
5249	"ENSG00000175455.16"	"CCDC14"	chr3	-	123955842	123956795	123955842	123956115	123956739	123956795
5274	"ENSG00000165525.18"	"NEMF"	chr14	-	49784924	49785320	49784924	49785004	49785219	49785320
5283	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15331215	15331299	15331819	15331992
5325	"ENSG00000105122.13"	"RASAL3"	chr19	-	15451623	15452815	15451623	15451938	15452657	15452815
5394	"ENSG00000173540.14"	"GMPPB"	chr3	-	49722595	49723302	49722595	49722754	49723253	49723302
5420	"ENSG00000145191.15"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143142	184144098	184144224
5469	"ENSG00000267106.10"	"ZNF561-AS1"	chr19	+	9626783	9627806	9626783	9626860	9627712	9627806
5507	"ENSG00000104957.14"	"YJU2B"	chr19	+	13758867	13759272	13758867	13759010	13759110	13759272
5531	"ENSG00000170581.15"	"STAT2"	chr12	-	56348528	56349509	56348528	56348623	56349344	56349509
5534	"ENSG00000170581.15"	"STAT2"	chr12	-	56348528	56349509	56348528	56348623	56349425	56349509
5535	"ENSG00000170581.15"	"STAT2"	chr12	-	56348751	56349509	56348751	56348804	56349425	56349509
5707	"ENSG00000127837.10"	"AAMP"	chr2	-	218265578	218266587	218265578	218265682	218266442	218266587
5708	"ENSG00000127837.10"	"AAMP"	chr2	-	218265578	218266587	218265578	218265946	218266442	218266587
5731	"ENSG00000171793.17"	"CTPS1"	chr1	+	41009444	41012550	41009444	41009589	41011657	41012550
5792	"ENSG00000255717.10"	"SNHG1"	chr11	-	62853800	62854551	62853800	62853849	62854518	62854551
5875	"ENSG00000103811.18"	"CTSH"	chr15	-	78926174	78927781	78926174	78926254	78927712	78927781
5958	"ENSG00000113597.19"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664233	65664384
5980	"ENSG00000053900.11"	"ANAPC4"	chr4	+	25415465	25417739	25415465	25415540	25417615	25417739
6003	"ENSG00000178035.13"	"IMPDH2"	chr3	-	49028430	49029426	49028430	49028532	49029252	49029426
6047	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521701	146521832	146522053
6065	"ENSG00000159377.11"	"PSMB4"	chr1	+	151400441	151401355	151400441	151400588	151401238	151401355
6145	"ENSG00000265241.8"	"RBM8A"	chr1	-	145926481	145927077	145926481	145926618	145927017	145927077
6152	"ENSG00000122566.23"	"HNRNPA2B1"	chr7	-	26191421	26192338	26191421	26191650	26192300	26192338
6153	"ENSG00000122566.23"	"HNRNPA2B1"	chr7	-	26189932	26192577	26189932	26190460	26192494	26192577
6171	"ENSG00000176444.20"	"CLK2"	chr1	-	155263949	155264550	155263949	155264040	155264467	155264550
6230	"ENSG00000102225.17"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703
6400	"ENSG00000171824.14"	"EXOSC10"	chr1	-	11076841	11077651	11076841	11076948	11077600	11077651
6424	"ENSG00000143126.8"	"CELSR2"	chr1	+	109269932	109271039	109269932	109270133	109270926	109271039
6437	"ENSG00000121940.17"	"CLCC1"	chr1	-	108962308	108963484	108962308	108962464	108963342	108963484
6453	"ENSG00000228793.4"	"ENSG00000228793"	chr6	-	3653220	3654795	3653220	3653305	3653600	3654795
6456	"ENSG00000091483.8"	"FH"	chr1	-	241500436	241504245	241500436	241500590	241504041	241504245
6587	"ENSG00000230091.7"	"TMEM254-AS1"	chr10	-	80055915	80056405	80055915	80056126	80056249	80056405
6643	"ENSG00000290831.2"	"NSUN5P2"	chr7	-	72948297	72948808	72948297	72948592	72948667	72948808
6645	"ENSG00000290831.2"	"NSUN5P2"	chr7	-	72948891	72949102	72948891	72948947	72949052	72949102
6717	"ENSG00000138668.20"	"HNRNPD"	chr4	-	82353828	82356895	82353828	82354154	82356795	82356895
6765	"ENSG00000114062.22"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407137	25409087	25409207
6766	"ENSG00000114062.22"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407212	25409087	25409207
6767	"ENSG00000114062.22"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407228	25409087	25409207
6774	"ENSG00000185615.16"	"PDIA2"	chr16	+	284877	285703	284877	285015	285505	285703
6776	"ENSG00000141738.14"	"GRB7"	chr17	+	39742565	39743054	39742565	39742716	39742932	39743054
6780	"ENSG00000090621.15"	"PABPC4"	chr1	-	39560815	39562203	39560815	39561122	39562072	39562203
6785	"ENSG00000090621.15"	"PABPC4"	chr1	-	39562322	39564542	39562322	39562416	39564470	39564542
6881	"ENSG00000155363.19"	"MOV10"	chr1	+	112698286	112699810	112698286	112698478	112699684	112699810
6908	"ENSG00000144591.20"	"GMPPA"	chr2	+	219500120	219502037	219500120	219500218	219501850	219502037
6911	"ENSG00000144591.20"	"GMPPA"	chr2	+	219500120	219502037	219500120	219500218	219501911	219502037
6917	"ENSG00000144591.20"	"GMPPA"	chr2	+	219504082	219505761	219504082	219504213	219505457	219505761
6923	"ENSG00000144591.20"	"GMPPA"	chr2	+	219505457	219506072	219505457	219505555	219505979	219506072
6944	"ENSG00000164889.16"	"SLC4A2"	chr7	+	151074038	151074841	151074038	151074099	151074674	151074841
6945	"ENSG00000164889.16"	"SLC4A2"	chr7	+	151074038	151074841	151074038	151074293	151074674	151074841
6993	"ENSG00000162736.18"	"NCSTN"	chr1	+	160355654	160356347	160355654	160355757	160356259	160356347
6996	"ENSG00000162736.18"	"NCSTN"	chr1	+	160355862	160357253	160355862	160356347	160357040	160357253
7024	"ENSG00000179406.11"	"LINC00174"	chr7	-	66491070	66491471	66491070	66491178	66491349	66491471
7027	"ENSG00000168010.11"	"ATG16L2"	chr11	+	72822477	72824842	72822477	72823797	72824733	72824842
7029	"ENSG00000168010.11"	"ATG16L2"	chr11	+	72826517	72827293	72826517	72826589	72827187	72827293
7064	"ENSG00000146205.15"	"ANO7"	chr2	+	241223185	241223955	241223185	241223276	241223904	241223955
7149	"ENSG00000105426.20"	"PTPRS"	chr19	-	5218419	5219467	5218419	5218532	5219309	5219467
7182	"ENSG00000158850.15"	"B4GALT3"	chr1	-	161176433	161177106	161176433	161176508	161176911	161177106
7185	"ENSG00000204713.11"	"TRIM27"	chr6	-	28903001	28908840	28903001	28904665	28908807	28908840
7282	"ENSG00000170144.23"	"HNRNPA3"	chr2	+	177215977	177216940	177215977	177216188	177216859	177216940
7283	"ENSG00000170144.23"	"HNRNPA3"	chr2	+	177215977	177216940	177215977	177216592	177216859	177216940
7381	"ENSG00000197958.13"	"RPL12"	chr9	-	127449609	127451405	127449609	127449708	127451049	127451405
7447	"ENSG00000121073.15"	"SLC35B1"	chr17	-	49705123	49706309	49705123	49705281	49706203	49706309
7531	"ENSG00000242136.2"	"ENSG00000242136"	chr2	+	9104278	9104586	9104278	9104321	9104406	9104586
7627	"ENSG00000140854.13"	"KATNB1"	chr16	+	57751939	57753267	57751939	57752055	57753076	57753267
7687	"ENSG00000143624.14"	"INTS3"	chr1	+	153746956	153748755	153746956	153747070	153748688	153748755
7757	"ENSG00000123415.16"	"SMUG1"	chr12	-	54188514	54188957	54188514	54188596	54188676	54188957
7827	"ENSG00000133460.20"	"SLC2A11"	chr22	+	23883771	23884429	23883771	23883873	23884301	23884429
7837	"ENSG00000243708.11"	"PLA2G4B"	chr15	+	41841230	41841949	41841230	41841273	41841818	41841949
7844	"ENSG00000005448.17"	"WDR54"	chr2	+	74423318	74423982	74423318	74423385	74423854	74423982
7847	"ENSG00000108654.16"	"DDX5"	chr17	-	64500548	64501143	64500548	64500882	64501056	64501143
7853	"ENSG00000108654.16"	"DDX5"	chr17	-	64502161	64503098	64502161	64502223	64502925	64503098
7871	"ENSG00000198830.13"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473527	26474084	26474135
7890	"ENSG00000111640.15"	"GAPDH"	chr12	+	6536683	6537996	6536683	6537010	6537583	6537996
7937	"ENSG00000100911.16"	"PSME2"	chr14	-	24145378	24146240	24145378	24145465	24146207	24146240
7950	"ENSG00000198837.10"	"DENND4B"	chr1	-	153930538	153931064	153930538	153930603	153930946	153931064
8068	"ENSG00000143093.15"	"STRIP1"	chr1	+	110049111	110050409	110049111	110049238	110050342	110050409
8078	"ENSG00000142687.19"	"KIAA0319L"	chr1	-	35442905	35444303	35442905	35443028	35444164	35444303
8124	"ENSG00000134815.20"	"DHX34"	chr19	+	47380815	47383247	47380815	47380992	47381979	47383247
8149	"ENSG00000142208.19"	"AKT1"	chr14	-	104793126	104794261	104793126	104793304	104794118	104794261
8155	"ENSG00000272970.6"	"ENSG00000272970"	chr3	+	184737551	184743284	184737551	184737771	184742486	184743284
8173	"ENSG00000130414.13"	"NDUFA10"	chr2	-	240011616	240014860	240011616	240011660	240014738	240014860
8178	"ENSG00000159588.15"	"CCDC17"	chr1	-	45622954	45623652	45622954	45623117	45623556	45623652
8189	"ENSG00000147050.18"	"KDM6A"	chrX	+	45082575	45083608	45082575	45082640	45083459	45083608
8220	"ENSG00000131697.18"	"NPHP4"	chr1	-	5864337	5866458	5864337	5864517	5866372	5866458
8231	"ENSG00000291137.2"	"GBA1LP"	chr1	-	155215053	155215787	155215053	155215162	155215761	155215787
8236	"ENSG00000291137.2"	"GBA1LP"	chr1	-	155217239	155217846	155217239	155217373	155217776	155217846
8276	"ENSG00000161203.14"	"AP2M1"	chr3	+	184180848	184182047	184180848	184180984	184181911	184182047
8294	"ENSG00000168090.10"	"COPS6"	chr7	+	100090591	100091152	100090591	100090654	100091037	100091152
8314	"ENSG00000132781.22"	"MUTYH"	chr1	-	45332165	45332834	45332165	45332310	45332762	45332834
8316	"ENSG00000132781.22"	"MUTYH"	chr1	-	45332762	45333170	45332762	45332834	45333096	45333170
8378	"ENSG00000143549.22"	"TPM3"	chr1	-	154170648	154172978	154170648	154170711	154172907	154172978
8402	"ENSG00000160818.17"	"GPATCH4"	chr1	-	156596080	156598121	156596080	156596131	156598034	156598121
8497	"ENSG00000141736.14"	"ERBB2"	chr17	+	39715739	39716605	39715739	39715939	39716514	39716605
8512	"ENSG00000234741.11"	"GAS5"	chr1	-	173864483	173864704	173864483	173864502	173864670	173864704
8522	"ENSG00000234741.11"	"GAS5"	chr1	-	173863900	173865547	173863900	173864075	173865470	173865547
8528	"ENSG00000234741.11"	"GAS5"	chr1	-	173863900	173865547	173863900	173864075	173865509	173865547
8599	"ENSG00000115317.13"	"HTRA2"	chr2	+	74530910	74531702	74530910	74531105	74531596	74531702
8655	"ENSG00000143416.21"	"SELENBP1"	chr1	-	151365188	151365684	151365188	151365281	151365605	151365684
8701	"ENSG00000142327.13"	"RNPEPL1"	chr2	+	240573774	240574628	240573774	240573891	240574514	240574628
