ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
96	"ENSG00000050030.16"	"NEXMIF"	chrX	-	74732855	74744477	74732855	74739498	74740099	74744477	96	40,19,23	1,0,1	26,34,23	0,4,0	750	149	0.426680025256	1.0	0.888,1.0,0.82	1.0,0.628,1.0	0.027
97	"ENSG00000225470.10"	"JPX"	chrX	+	73944326	73944662	73944326	73944465	73944583	73944662	97	2,3,1	86,76,83	5,4,2	101,91,63	267	149	0.199330381111	0.8575205021852954	0.013,0.022,0.007	0.027,0.024,0.017	-0.009
100	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73998953	74000496	100	4,3,1	46,65,64	4,5,5	107,61,46	258	149	0.286652439365	0.9928213550855496	0.048,0.026,0.009	0.021,0.045,0.059	-0.014
101	"ENSG00000225470.10"	"JPX"	chrX	+	73998953	73999669	73998953	73999051	73999185	73999669	101	60,88,67	1,1,4	118,94,70	0,2,0	283	149	0.118159002182	0.6926774565740029	0.969,0.979,0.898	1.0,0.961,1.0	-0.038
102	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73999354	74000496	102	163,177,120	8,4,1	243,178,128	2,5,5	659	149	0.630385263428	1.0	0.822,0.909,0.964	0.965,0.889,0.853	-0.004
103	"ENSG00000147099.21"	"HDAC8"	chrX	-	72329567	72330876	72329567	72330076	72330815	72330876	103	14,18,17	2,4,2	19,19,11	0,0,2	888	149	0.00109515822338	0.0624795702367445	0.54,0.43,0.588	1.0,1.0,0.48	-0.307
104	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567581	72568030	72567581	72567796	72567888	72568030	104	3,3,0	1,1,3	10,6,0	6,2,4	241	149	0.872760488663	1.0	0.65,0.65,0.0	0.507,0.65,0.0	0.048
105	"ENSG00000198034.11"	"RPS4X"	chrX	-	72273800	72275150	72273800	72273972	72275052	72275150	105	609,703,528	8511,8688,7481	801,689,480	11814,9806,6869	1229	149	1	1.0	0.009,0.01,0.008	0.008,0.008,0.008	0.001
116	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	116	3823,3679,3192	201,200,163	5066,4423,2865	258,226,158	3420	149	0.932018195503	1.0	0.453,0.445,0.46	0.461,0.46,0.441	-0.001
117	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71545037	71547906	71548023	117	3354,3231,2731	1,0,0	4365,3872,2496	0,0,0	3018	149	1	1.0	0.994,1.0,1.0	1.0,1.0,1.0	-0.002
118	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148206	71147549	71147627	71148062	71148206	118	8,12,4	0,1,4	10,11,5	0,0,0	584	149	0.00155222441684	0.07451623679134951	1.0,0.754,0.203	1.0,1.0,1.0	-0.348
119	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148905	71147549	71148206	71148845	71148905	119	6,6,1	0,1,0	5,2,1	0,1,0	788	149	1	1.0	1.0,0.532,1.0	1.0,0.274,1.0	0.086
124	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289254	70289593	70289254	70289354	70289521	70289593	124	10,11,14	28,25,24	23,29,17	36,21,16	316	149	0.00833361655527	0.19762217813144795	0.144,0.172,0.216	0.232,0.394,0.334	-0.143
128	"ENSG00000235437.11"	"LINC01278"	chrX	-	63238992	63239830	63238992	63239059	63239786	63239830	128	0,2,2	0,3,1	0,0,2	3,4,4	876	149	1	1.0	NA,0.102,0.254	0.0,0.0,0.078	0.152
129	"ENSG00000102349.18"	"KLF8"	chrX	+	56265179	56269489	56265179	56265744	56269377	56269489	129	275,216,216	68,61,67	299,295,163	85,60,58	3782	149	0.851201323704	1.0	0.137,0.122,0.113	0.122,0.162,0.1	-0.004
134	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431260	53431906	53431260	53431594	53431797	53431906	134	81,67,90	1301,1630,1214	113,68,64	1823,1527,1121	352	149	0.664370390957	1.0	0.026,0.017,0.03	0.026,0.019,0.024	0.001
135	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431257	53432116	53431257	53431594	53431973	53432116	135	99,78,96	24,15,5	112,77,64	19,17,10	528	149	0.541049189931	1.0	0.538,0.595,0.844	0.625,0.561,0.644	0.049
136	"ENSG00000126012.14"	"KDM5C"	chrX	-	53198489	53198888	53198489	53198637	53198763	53198888	136	75,105,76	292,334,256	115,100,62	363,306,252	275	149	0.812592690518	1.0	0.122,0.146,0.139	0.147,0.15,0.118	-0.003
137	"ENSG00000126012.14"	"KDM5C"	chrX	-	53211496	53211906	53211496	53211655	53211786	53211906	137	0,1,1	326,378,310	1,0,0	433,358,290	280	149	1	1.0	0.0,0.001,0.002	0.001,0.0,0.0	0.001
138	"ENSG00000184205.14"	"TSPYL2"	chrX	+	53084531	53084866	53084531	53084622	53084754	53084866	138	42,35,27	57,93,70	33,28,32	85,76,44	281	149	0.878773312544	1.0	0.281,0.166,0.17	0.171,0.163,0.278	0.002
145	"ENSG00000269313.6"	"MAGIX"	chrX	+	49164706	49165090	49164706	49164789	49164862	49165090	145	12,6,1	6,14,2	15,4,10	8,9,10	222	149	0.674799865822	1.0	0.573,0.223,0.251	0.557,0.23,0.402	-0.047
146	"ENSG00000269313.6"	"MAGIX"	chrX	+	49164706	49165090	49164706	49164789	49164907	49165090	146	16,10,4	2,0,7	22,6,15	7,0,1	267	149	0.637711549148	1.0	0.817,1.0,0.242	0.637,1.0,0.893	-0.157
147	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976111	48975154	48975291	48976017	48976111	147	602,648,506	11,14,6	728,607,514	20,8,10	875	149	0.537002365027	1.0	0.903,0.887,0.935	0.861,0.928,0.897	0.013
148	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976111	48975154	48975309	48976017	48976111	148	568,619,490	171,236,156	692,583,493	281,221,187	857	149	0.148606729965	0.7558100227824729	0.366,0.313,0.353	0.3,0.314,0.314	0.035
149	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976111	48975154	48975613	48976017	48976111	149	436,484,364	0,0,0	561,475,382	0,2,0	553	149	1	1.0	1.0,1.0,1.0	1.0,0.985,1.0	0.005
150	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976363	48975154	48976111	48976240	48976363	150	84,100,97	235,293,229	130,87,88	318,268,238	278	149	0.952078666876	1.0	0.161,0.155,0.185	0.18,0.148,0.165	0.003
151	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48988120	48989710	48988120	48988198	48988496	48989710	151	77,112,101	0,0,0	100,112,74	1,0,0	447	149	1	1.0	1.0,1.0,1.0	0.971,1.0,1.0	0.01
152	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48988120	48989710	48988120	48988198	48989610	48989710	152	258,342,256	246,257,206	310,300,199	339,280,196	1561	149	0.0828143904631	0.6005605758643879	0.091,0.113,0.106	0.08,0.093,0.088	0.016
153	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48997249	48999299	48997249	48997357	48999237	48999299	153	103,124,109	16,6,7	147,102,84	20,17,13	2029	149	0.0730567737506	0.5735200659073811	0.321,0.603,0.533	0.351,0.306,0.322	0.159
154	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48999237	48999504	48999237	48999299	48999437	48999504	154	8,14,13	205,224,165	14,9,12	266,239,169	287	149	0.65244080169	1.0	0.02,0.031,0.039	0.027,0.019,0.036	0.003
155	"ENSG00000126768.13"	"TIMM17B"	chrX	-	48893899	48894225	48893899	48894010	48894096	48894225	155	34,59,38	624,734,467	52,37,50	930,840,670	235	149	0.14262477072	0.7459996373820811	0.033,0.048,0.049	0.034,0.027,0.045	0.008
156	"ENSG00000101940.18"	"WDR13"	chrX	+	48597491	48598037	48597491	48597614	48597957	48598037	156	57,55,43	1,3,0	69,75,69	1,0,2	492	149	0.86357845024	1.0	0.945,0.847,1.0	0.954,1.0,0.913	-0.025
157	"ENSG00000068438.15"	"FTSJ1"	chrX	+	48477960	48478518	48477960	48478168	48478448	48478518	157	39,35,40	179,233,121	60,41,32	302,241,158	429	149	0.436420097319	1.0	0.07,0.05,0.103	0.065,0.056,0.066	0.012
158	"ENSG00000068438.15"	"FTSJ1"	chrX	+	48481425	48481715	48481425	48481528	48481631	48481715	158	18,10,22	394,427,322	33,26,22	511,437,358	252	149	0.0739817132511	0.5744162016034619	0.026,0.014,0.039	0.037,0.034,0.035	-0.009
159	"ENSG00000068438.15"	"FTSJ1"	chrX	+	48482596	48483027	48482596	48482794	48482985	48483027	159	82,104,70	151,159,114	137,106,101	172,155,126	340	149	0.0845164640636	0.6030521763521013	0.192,0.223,0.212	0.259,0.231,0.26	-0.041
162	"ENSG00000307069.1"	"ENSG00000307069"	chrX	-	47086453	47087418	47086453	47086715	47087240	47087418	162	1,5,0	0,0,0	7,4,7	0,1,0	674	149	1	1.0	1.0,1.0,NA	1.0,0.469,1.0	0.177
163	"ENSG00000189221.11"	"MAOA"	chrX	+	43736226	43740738	43736226	43736280	43740680	43740738	163	0,1,1	7,0,0	0,0,0	1,0,3	4549	149	1	1.0	0.0,1.0,1.0	0.0,NA,0.0	0.667
165	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41337690	41339083	165	40,18,14	4,4,3	21,18,16	6,8,4	374	149	0.0738402713258	0.5744162016034619	0.799,0.642,0.65	0.582,0.473,0.614	0.141
166	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339035	41339083	166	182,134,123	1690,1516,1302	177,148,112	2224,1763,1275	1719	149	1	1.0	0.009,0.008,0.008	0.007,0.007,0.008	0.001
167	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337690	41339083	41337690	41338912	41339035	41339083	167	14,6,7	0,2,4	11,10,4	0,0,3	272	149	0.0826922143918	0.6005605758643879	1.0,0.622,0.489	1.0,1.0,0.422	-0.104
168	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339038	41339083	168	212,152,140	29,26,32	195,171,126	46,50,43	1722	149	0.00700942150993	0.1785928011251744	0.387,0.336,0.275	0.268,0.228,0.202	0.1
169	"ENSG00000215301.11"	"DDX3X"	chrX	+	41341483	41342653	41341483	41341616	41342494	41342653	169	111,116,84	1558,1476,1231	148,121,83	1942,1662,1170	1027	149	0.989891458976	1.0	0.01,0.011,0.01	0.011,0.01,0.01	0.0
170	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342494	41342836	41342494	41342653	41342736	41342836	170	41,43,43	1349,1270,1144	51,45,44	1831,1446,1023	232	149	0.897885919376	1.0	0.019,0.021,0.024	0.018,0.02,0.027	-0.0
171	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41343736	41344128	171	24,35,22	901,840,665	44,31,34	1220,962,732	534	149	0.947613969085	1.0	0.007,0.011,0.009	0.01,0.009,0.013	-0.002
172	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41344029	41344128	172	98,107,110	0,0,2	149,122,91	4,1,5	827	149	0.000879846756999	0.054543571006717535	1.0,1.0,0.908	0.87,0.956,0.766	0.105
173	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41343736	41343822	41344029	41344128	173	86,81,101	1258,1276,1020	131,105,74	1756,1485,1039	356	149	0.72794159096	1.0	0.028,0.026,0.04	0.03,0.029,0.029	0.002
174	"ENSG00000215301.11"	"DDX3X"	chrX	+	41345179	41345548	41345179	41345324	41345403	41345548	174	13,15,12	1348,1401,1200	23,11,15	1934,1597,1036	228	149	1	1.0	0.006,0.007,0.006	0.008,0.004,0.009	-0.001
175	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346228	41346622	41346228	41346410	41346493	41346622	175	19,26,15	0,0,1	24,25,12	0,0,1	232	149	1	1.0	1.0,1.0,0.906	1.0,1.0,0.885	0.007
176	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346228	41346622	41346228	41346410	41346504	41346622	176	19,26,15	1157,1096,1005	24,25,12	1501,1312,828	243	149	0.820565455556	1.0	0.01,0.014,0.009	0.01,0.012,0.009	0.001
177	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347311	41347451	177	21,14,12	654,677,543	26,18,22	948,729,573	448	149	1	1.0	0.011,0.007,0.007	0.009,0.008,0.013	-0.002
178	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347314	41347451	178	43,40,38	259,277,264	61,41,48	359,305,250	451	149	0.586419249583	1.0	0.052,0.046,0.045	0.053,0.043,0.06	-0.004
179	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347311	41347451	41347639	41349886	179	38,50,32	748,792,659	51,34,32	1077,909,748	337	149	0.13065884742	0.7228932577214757	0.022,0.027,0.021	0.021,0.016,0.019	0.005
181	"ENSG00000185753.13"	"CXorf38"	chrX	-	40626920	40630773	40626920	40630162	40630613	40630773	181	16,5,3	57,78,43	9,12,7	74,58,68	600	149	0.808947312092	1.0	0.065,0.016,0.017	0.029,0.049,0.025	-0.002
185	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041	185	4,21,6	35,36,43	32,15,8	62,30,37	764	149	0.0755141125505	0.5783293853210958	0.022,0.102,0.026	0.091,0.089,0.04	-0.023
186	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287864	38288041	186	4,21,6	0,1,1	33,15,8	1,1,1	768	149	0.6063812302	1.0	1.0,0.803,0.538	0.865,0.744,0.608	0.041
188	"ENSG00000149970.16"	"CNKSR2"	chrX	+	21591021	21595047	21591021	21591194	21594973	21595047	188	0,2,0	3,2,3	2,0,0	5,6,5	3928	149	1	1.0	0.0,0.037,0.0	0.015,0.0,0.0	0.007
189	"ENSG00000188158.17"	"NHS"	chrX	+	17721440	17724430	17721440	17721633	17724298	17724430	189	17,18,10	15,13,18	18,19,18	5,11,9	2814	149	0.0152189411172	0.2680508353819141	0.057,0.068,0.029	0.16,0.084,0.096	-0.062
190	"ENSG00000102054.18"	"RBBP7"	chrX	-	16845827	16849301	16845827	16845938	16849243	16849301	190	200,213,154	1872,1861,1514	250,209,129	2387,2097,1376	3454	149	1	1.0	0.005,0.005,0.004	0.004,0.004,0.004	0.001
192	"ENSG00000046651.16"	"OFD1"	chrX	+	13753367	13755242	13753367	13753441	13755150	13755242	192	97,87,71	151,130,105	97,91,90	196,132,139	1858	149	0.494398211211	1.0	0.049,0.051,0.051	0.038,0.052,0.049	0.004
193	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13758336	13760720	193	29,13,13	186,161,165	20,12,13	217,233,122	695	149	0.184097632733	0.8303209932249132	0.032,0.017,0.017	0.019,0.011,0.022	0.005
194	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13760114	13760720	194	168,172,110	1,1,4	173,144,110	1,2,3	2473	149	0.875412042389	1.0	0.91,0.912,0.624	0.912,0.813,0.688	0.011
195	"ENSG00000046651.16"	"OFD1"	chrX	+	13758336	13760720	13758336	13758448	13760114	13760720	195	141,161,98	177,166,144	157,133,97	230,228,126	1815	149	0.111731622475	0.6793423715271576	0.061,0.074,0.053	0.053,0.046,0.059	0.01
196	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13768224	13767126	13767284	13768053	13768224	196	58,52,64	107,118,74	64,76,53	159,109,86	918	149	0.704086846044	1.0	0.081,0.067,0.123	0.061,0.102,0.091	0.006
197	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154412085	154413567	154412085	154412214	154413206	154413567	197	78,73,51	73,90,78	92,69,54	125,90,81	1141	149	0.370392765726	1.0	0.122,0.096,0.079	0.088,0.091,0.08	0.013
198	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154413206	154413567	154413206	154413252	154413481	154413567	198	21,27,23	52,82,59	29,19,35	98,78,48	378	149	0.974028340439	1.0	0.137,0.115,0.133	0.104,0.088,0.223	-0.01
199	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154413206	154413567	154413206	154413339	154413481	154413567	199	8,5,10	5,2,4	9,5,11	7,4,5	291	149	0.506745685887	1.0	0.45,0.561,0.561	0.397,0.39,0.53	0.085
201	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154413206	154413567	154413206	154413358	154413481	154413567	201	3,4,10	2,4,2	6,4,8	2,4,6	272	149	0.621652913629	1.0	0.451,0.354,0.733	0.622,0.354,0.422	0.047
202	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154419746	154419542	154419623	154419704	154419746	202	26,39,49	39,38,28	56,33,34	49,47,34	230	149	0.624705391821	1.0	0.302,0.399,0.531	0.425,0.313,0.393	0.034
203	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154420094	154419542	154419623	154420031	154420094	203	96,112,103	15,13,18	142,91,105	10,13,8	557	149	0.0793665263095	0.5883735043641182	0.631,0.697,0.605	0.792,0.652,0.778	-0.096
204	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154420094	154419542	154419746	154420031	154420094	204	79,95,69	53,51,39	119,76,86	53,51,44	434	149	0.541710797349	1.0	0.339,0.39,0.378	0.435,0.338,0.402	-0.023
205	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154420031	154420264	154420031	154420094	154420211	154420264	205	25,10,4	154,149,113	25,14,13	158,101,108	266	149	0.0721780213034	0.5703061727972968	0.083,0.036,0.019	0.081,0.072,0.063	-0.026
206	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154420902	154421706	154420902	154421136	154421256	154421706	206	153,203,135	1,2,0	293,235,153	7,3,0	269	149	0.137859812257	0.7352732761930114	0.988,0.983,1.0	0.959,0.977,1.0	0.012
207	"ENSG00000005302.19"	"MSL3"	chrX	+	11759633	11759875	11759633	11759712	11759792	11759875	207	53,54,33	7,9,5	48,38,26	5,8,5	229	149	0.877309579006	1.0	0.831,0.796,0.811	0.862,0.756,0.772	0.016
208	"ENSG00000005302.19"	"MSL3"	chrX	+	11760836	11762252	11760836	11760937	11762129	11762252	208	65,46,46	2,9,1	100,49,23	12,6,1	1341	149	0.359647913562	1.0	0.783,0.362,0.836	0.481,0.476,0.719	0.102
209	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765466	11765729	209	582,593,473	248,253,222	742,599,425	350,256,191	1677	149	0.83146939146	1.0	0.173,0.172,0.159	0.159,0.172,0.165	0.003
210	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765469	11765729	210	589,594,474	4,7,2	748,605,428	1,0,2	1680	149	0.000735496537842	0.04825470202025055	0.929,0.883,0.955	0.985,1.0,0.95	-0.056
212	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11765729	11768572	11768682	212	1276,1212,931	192,234,155	1352,1146,903	284,261,215	2992	149	0.00586578851854	0.15979706922652395	0.249,0.205,0.23	0.192,0.179,0.173	0.047
216	"ENSG00000291064.2"	"ENSG00000291064"	chr22	+	50783765	50784021	50783765	50783864	50783979	50784021	216	17,24,15	0,0,0	22,26,23	3,0,0	264	149	0.709781932888	1.0	1.0,1.0,1.0	0.805,1.0,1.0	0.065
219	"ENSG00000291064.2"	"ENSG00000291064"	chr22	+	50788749	50789179	50788749	50788798	50788891	50789179	219	10,1,4	5,4,4	5,20,10	6,2,0	242	149	0.0222852083525	0.3243095108303743	0.552,0.133,0.381	0.339,0.86,1.0	-0.378
221	"ENSG00000291064.2"	"ENSG00000291064"	chr22	+	50788749	50789179	50788749	50788798	50788894	50789179	221	10,1,4	10,4,2	5,20,10	10,5,3	245	149	0.217568268921	0.8926081194450407	0.378,0.132,0.549	0.233,0.709,0.67	-0.184
225	"ENSG00000205560.14"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539	225	14,24,17	193,204,167	39,35,25	258,191,177	231	149	0.00984058859852	0.21641048613449151	0.045,0.071,0.062	0.089,0.106,0.083	-0.033
228	"ENSG00000100258.18"	"LMF2"	chr22	-	50504339	50504727	50504339	50504451	50504558	50504727	228	14,14,12	67,77,48	17,18,19	108,86,80	256	149	0.897030411167	1.0	0.108,0.096,0.127	0.084,0.109,0.121	0.006
229	"ENSG00000100258.18"	"LMF2"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537	229	53,57,52	2,1,0	60,72,55	0,0,6	398	149	0.381251473051	1.0	0.908,0.955,1.0	1.0,1.0,0.774	0.03
230	"ENSG00000188130.14"	"MAPK12"	chr22	-	50255614	50256199	50255614	50255694	50256084	50256199	230	65,104,81	2,0,0	75,86,77	7,0,0	539	149	0.0180343077587	0.290951034803781	0.9,1.0,1.0	0.748,1.0,1.0	0.051
231	"ENSG00000100429.18"	"HDAC10"	chr22	-	50245674	50246092	50245674	50245827	50245909	50246092	231	15,26,23	16,8,12	20,12,16	28,26,30	231	149	0.0011322245438	0.06390533431420435	0.377,0.677,0.553	0.315,0.229,0.256	0.269
232	"ENSG00000100429.18"	"HDAC10"	chr22	-	50246297	50246735	50246297	50246376	50246678	50246735	232	30,60,22	24,21,23	53,55,40	22,20,42	451	149	0.629645440903	1.0	0.292,0.486,0.24	0.443,0.476,0.239	-0.047
233	"ENSG00000100429.18"	"HDAC10"	chr22	-	50246678	50246966	50246678	50246735	50246874	50246966	233	18,20,10	17,11,14	28,9,24	9,14,24	288	149	0.775150527554	1.0	0.354,0.485,0.27	0.617,0.25,0.341	-0.033
234	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248224	50248472	50248224	50248292	50248365	50248472	234	4,11,8	28,28,32	12,17,14	48,36,40	222	149	0.280999649123	0.9850953858052659	0.087,0.209,0.144	0.144,0.241,0.19	-0.045
240	"ENSG00000100416.15"	"TRMU"	chr22	+	46355443	46357337	46355443	46355588	46356841	46357337	240	122,137,115	4,12,8	204,175,123	12,13,8	1402	149	0.869240198069	1.0	0.764,0.548,0.604	0.644,0.589,0.62	0.021
