ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
255	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48989834	48989866	48989971	48990003	48989610	48989710	48990684	48990732
256	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48989971	48990003	48990684	48990732	48989610	48989710	48990925	48991110
257	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48989971	48990003	48990684	48990732	48989610	48989710	48997249	48997357
262	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48993427	48993578	48999237	48999299	48990925	48991110	48999437	48999504
266	"ENSG00000068438.15"	"FTSJ1"	chrX	+	48478616	48478707	48479037	48479116	48478448	48478518	48481150	48481203
267	"ENSG00000068438.15"	"FTSJ1"	chrX	+	48481631	48481715	48482402	48482506	48481425	48481528	48482596	48482794
269	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41342836	41343215	41343351	41341483	41342653	41343736	41343822
270	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41344128	41344238	41344399	41342494	41342653	41345179	41345324
271	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41344128	41344238	41344564	41342494	41342653	41345179	41345324
272	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41343351	41343736	41343822	41342494	41342653	41344029	41344128
275	"ENSG00000215301.11"	"DDX3X"	chrX	+	41344029	41344128	41344238	41344399	41343736	41343822	41345179	41345324
276	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41347451	41347639	41347915	41346858	41347012	41357832	41358000
277	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41347451	41347639	41347915	41346858	41347012	41364273	41364472
280	"ENSG00000124486.15"	"USP9X"	chrX	+	41136803	41137022	41140655	41140771	41134724	41134837	41140965	41141217
281	"ENSG00000124486.15"	"USP9X"	chrX	+	41140655	41140771	41140965	41141217	41136803	41137022	41141292	41141431
282	"ENSG00000124486.15"	"USP9X"	chrX	+	41210508	41210682	41214567	41214709	41205302	41205493	41215898	41216652
283	"ENSG00000124486.15"	"USP9X"	chrX	+	41210555	41210682	41214567	41214709	41205302	41205493	41215898	41216652
284	"ENSG00000124486.15"	"USP9X"	chrX	+	41219101	41219231	41223216	41223327	41218371	41218597	41224741	41224962
285	"ENSG00000124486.15"	"USP9X"	chrX	+	41219101	41219231	41223216	41223402	41218371	41218597	41224741	41224962
287	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38287245	38287860	38288041	38276586	38276772	38290958	38291024
289	"ENSG00000156313.15"	"RPGR"	chrX	-	38291392	38291484	38295984	38296144	38290958	38291024	38297283	38297452
290	"ENSG00000156313.15"	"RPGR"	chrX	-	38322852	38322945	38323398	38323524	38321026	38321089	38327339	38327515
292	"ENSG00000198814.14"	"GK"	chrX	+	30668011	30668118	30677374	30677452	30665510	30665584	30691122	30691199
293	"ENSG00000101868.13"	"POLA1"	chrX	+	24888005	24888122	24930452	24930549	24843545	24843677	24995804	24996954
294	"ENSG00000005889.16"	"ZFX"	chrX	+	24172714	24172800	24179182	24179770	24149723	24149794	24207325	24207475
295	"ENSG00000005889.16"	"ZFX"	chrX	+	24175388	24175443	24177683	24177866	24172755	24172800	24179182	24179550
296	"ENSG00000005889.16"	"ZFX"	chrX	+	24179182	24179770	24207325	24207475	24172714	24172800	24207711	24207855
297	"ENSG00000184831.14"	"APOO"	chrX	-	23840312	23840377	23856301	23856382	23833352	23833612	23858641	23858733
298	"ENSG00000184831.14"	"APOO"	chrX	-	23858641	23858733	23868592	23868688	23856301	23856382	23874402	23874457
299	"ENSG00000184831.14"	"APOO"	chrX	-	23858641	23858733	23868592	23868688	23856301	23856382	23878914	23879007
300	"ENSG00000184831.14"	"APOO"	chrX	-	23868592	23868688	23874402	23874457	23840312	23840377	23878914	23879034
301	"ENSG00000184831.14"	"APOO"	chrX	-	23868592	23868688	23874402	23874457	23858641	23858733	23878914	23879034
303	"ENSG00000012174.12"	"MBTPS2"	chrX	+	21869497	21869678	21878041	21878136	21868466	21868585	21878496	21878692
305	"ENSG00000044446.12"	"PHKA2"	chrX	-	18918680	18918854	18920031	18920201	18910871	18910960	18924055	18924134
306	"ENSG00000044446.12"	"PHKA2"	chrX	-	18943709	18943808	18945077	18945158	18941528	18941675	18948743	18948826
307	"ENSG00000102098.19"	"SCML2"	chrX	-	18247768	18247882	18256847	18257030	18246576	18246828	18258043	18258247
309	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852045	16852122	16853681	16853842	16848990	16849301	16857593	16857602
311	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852415	16852550	16852748	16852875	16852045	16852122	16853681	16853842
312	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852415	16852550	16852550	16852628	16852045	16852122	16857593	16857709
313	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852415	16852550	16853681	16853842	16852045	16852122	16857593	16857709
314	"ENSG00000102054.18"	"RBBP7"	chrX	-	16852550	16852628	16853681	16853842	16852045	16852122	16857593	16857602
315	"ENSG00000102054.18"	"RBBP7"	chrX	-	16858675	16858849	16862954	16863100	16857593	16857709	16869075	16869220
316	"ENSG00000169895.6"	"SYAP1"	chrX	+	16735226	16735345	16741715	16741789	16719611	16719899	16743700	16743840
317	"ENSG00000169895.6"	"SYAP1"	chrX	+	16754944	16755093	16756662	16756721	16743700	16743840	16757161	16757309
318	"ENSG00000169895.6"	"SYAP1"	chrX	+	16756662	16756721	16757161	16757309	16754944	16755093	16760231	16765340
320	"ENSG00000169249.14"	"ZRSR2"	chrX	+	15818586	15818642	15820206	15820316	15815676	15815890	15822730	15823201
321	"ENSG00000169249.14"	"ZRSR2"	chrX	+	15818586	15818642	15820206	15820316	15815676	15815890	15822844	15823201
322	"ENSG00000087842.11"	"PIR"	chrX	-	15407505	15407550	15425905	15425990	15397448	15397531	15455847	15456054
323	"ENSG00000130150.12"	"MOSPD2"	chrX	+	14892722	14892878	14902965	14903004	14873688	14873758	14908859	14908984
326	"ENSG00000046651.16"	"OFD1"	chrX	+	13751248	13751368	13752703	13753441	13749426	13749533	13755150	13755242
327	"ENSG00000046651.16"	"OFD1"	chrX	+	13751248	13751368	13753367	13753441	13749426	13749533	13755150	13755242
328	"ENSG00000046651.16"	"OFD1"	chrX	+	13751248	13751368	13753367	13753441	13749426	13749533	13756577	13756767
329	"ENSG00000046651.16"	"OFD1"	chrX	+	13752703	13753441	13755150	13755242	13751248	13751368	13756577	13756767
330	"ENSG00000046651.16"	"OFD1"	chrX	+	13753367	13753441	13755150	13755242	13751248	13751368	13756577	13756767
331	"ENSG00000046651.16"	"OFD1"	chrX	+	13762343	13762444	13767126	13767284	13761084	13761211	13768053	13768224
332	"ENSG00000046651.16"	"OFD1"	chrX	+	13763744	13763855	13767126	13767284	13762343	13762444	13768053	13768224
333	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154414100	154414190	154419542	154419623	154413481	154413567	154419704	154419746
334	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154414100	154414190	154419545	154419623	154413481	154413567	154419704	154419746
335	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154414100	154414190	154419542	154419623	154413481	154413567	154420031	154420094
336	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154414100	154414190	154419542	154419746	154413481	154413567	154420031	154420094
337	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154419623	154419704	154419746	154414100	154414190	154420031	154420094
338	"ENSG00000101846.9"	"STS"	chrX	+	7275950	7276087	7305045	7305183	7259348	7259772	7325338	7325498
339	"ENSG00000101825.8"	"MXRA5"	chrX	-	3317102	3318003	3320007	3324975	3308564	3311624	3330017	3330408
341	"ENSG00000079974.19"	"RABL2B"	chr22	-	50769454	50769552	50775771	50775851	50769040	50769124	50776669	50776749
342	"ENSG00000079974.19"	"RABL2B"	chr22	-	50769880	50770016	50775771	50775851	50769454	50769552	50776669	50776749
343	"ENSG00000079974.19"	"RABL2B"	chr22	-	50769904	50770016	50775771	50775851	50769424	50769549	50776669	50776749
344	"ENSG00000079974.19"	"RABL2B"	chr22	-	50769904	50770016	50775771	50775851	50769454	50769552	50776669	50776749
354	"ENSG00000205560.14"	"CPT1B"	chr22	-	50576197	50576335	50576535	50576637	50576034	50576112	50576856	50577034
355	"ENSG00000205560.14"	"CPT1B"	chr22	-	50576535	50576637	50576856	50577034	50576197	50576335	50577323	50577463
356	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50388985	50389111	50391866	50392015	50372071	50372150	50393892	50394135
357	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50393892	50394135	50406688	50406875	50372019	50372150	50414551	50414689
358	"ENSG00000188130.14"	"MAPK12"	chr22	-	50248661	50248751	50248830	50248890	50248365	50248472	50249102	50249454
359	"ENSG00000188130.14"	"MAPK12"	chr22	-	50248661	50248751	50249102	50249454	50248365	50248472	50249634	50249703
360	"ENSG00000188130.14"	"MAPK12"	chr22	-	50256787	50256964	50257081	50257193	50256598	50256646	50258242	50258301
361	"ENSG00000188130.14"	"MAPK12"	chr22	-	50256934	50256964	50257081	50257193	50256598	50256646	50258242	50258301
362	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248365	50248472	50248661	50248751	50248224	50248292	50248830	50248890
363	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248365	50248472	50248661	50248751	50248224	50248292	50249327	50249454
364	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248661	50248751	50248830	50248859	50248365	50248472	50249102	50249168
365	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248661	50248751	50249102	50249168	50248365	50248472	50249327	50249454
366	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248661	50248751	50249327	50249454	50248365	50248472	50249634	50249703
367	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248661	50248751	50249327	50249516	50248365	50248472	50249634	50249703
368	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248830	50248859	50249102	50249168	50248661	50248751	50249327	50249454
369	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248830	50248890	50249102	50249168	50248661	50248751	50249327	50249454
370	"ENSG00000100429.18"	"HDAC10"	chr22	-	50250062	50250160	50250426	50250523	50249859	50249964	50250770	50250905
371	"ENSG00000125351.14"	"UPF3B"	chrX	-	119841734	119841778	119843190	119843301	119841075	119841258	119845197	119845254
372	"ENSG00000125351.14"	"UPF3B"	chrX	-	119843190	119843301	119845197	119845296	119841734	119841778	119851494	119851601
373	"ENSG00000125351.14"	"UPF3B"	chrX	-	119845197	119845296	119851494	119851601	119843190	119843301	119851766	119851873
376	"ENSG00000100416.15"	"TRMU"	chr22	+	46343261	46343368	46346421	46346544	46337778	46337944	46350290	46350463
377	"ENSG00000130638.18"	"ATXN10"	chr22	+	45692995	45693078	45700281	45700378	45689711	45689903	45702688	45702847
378	"ENSG00000077935.17"	"SMC1B"	chr22	-	45349727	45349797	45352450	45352602	45345458	45345569	45353977	45354132
379	"ENSG00000077935.17"	"SMC1B"	chr22	-	45353977	45354132	45354958	45355115	45345458	45345569	45358696	45358795
380	"ENSG00000077935.17"	"SMC1B"	chr22	-	45386866	45387046	45389711	45389897	45383466	45383613	45393633	45393841
381	"ENSG00000241484.10"	"ARHGAP8"	chr22	+	44802076	44802164	44808306	44808438	44786456	44786606	44814671	44814758
382	"ENSG00000241484.10"	"ARHGAP8"	chr22	+	44808306	44808438	44814671	44814758	44786456	44786606	44822370	44822469
383	"ENSG00000241484.10"	"ARHGAP8"	chr22	+	44808306	44808438	44814671	44814758	44801819	44802164	44822370	44822469
385	"ENSG00000186654.22"	"PRR5"	chr22	+	44731729	44731821	44732250	44732391	44726576	44726634	44735026	44735162
386	"ENSG00000186654.22"	"PRR5"	chr22	+	44731734	44731821	44732250	44732391	44726576	44726634	44735026	44735162
387	"ENSG00000186654.22"	"PRR5"	chr22	+	44731734	44731821	44732250	44732391	44726576	44726634	44736771	44737662
389	"ENSG00000100266.19"	"PACSIN2"	chr22	-	42888642	42888798	42890946	42891182	42884385	42884561	42893456	42893613
391	"ENSG00000183066.15"	"WBP2NL"	chr22	+	42001099	42001337	42001520	42001699	41998792	41998880	42002659	42003463
392	"ENSG00000167077.13"	"MEI1"	chr22	+	41763173	41763321	41770685	41770961	41758364	41758533	41776101	41776267
393	"ENSG00000100412.17"	"ACO2"	chr22	+	41502629	41502771	41504910	41505035	41499725	41499862	41507790	41508049
395	"ENSG00000100412.17"	"ACO2"	chr22	+	41504910	41505035	41507445	41507606	41499725	41499862	41507790	41508049
396	"ENSG00000100412.17"	"ACO2"	chr22	+	41515766	41515917	41517296	41517469	41515376	41515535	41517596	41517631
397	"ENSG00000100412.17"	"ACO2"	chr22	+	41515766	41515917	41517526	41517631	41515376	41515535	41518480	41518572
398	"ENSG00000100412.17"	"ACO2"	chr22	+	41517526	41517631	41518480	41518572	41515766	41515917	41520170	41520276
402	"ENSG00000100412.17"	"ACO2"	chr22	+	41526261	41526453	41527287	41527420	41525192	41525348	41527900	41528022
403	"ENSG00000100403.12"	"ZC3H7B"	chr22	+	41332170	41332227	41338312	41338355	41330022	41330103	41339000	41339191
404	"ENSG00000100393.16"	"EP300"	chr22	+	41131387	41131633	41135812	41135906	41129889	41130003	41137652	41137790
408	"ENSG00000100387.9"	"RBX1"	chr22	+	40953554	40953633	40964046	40964117	40951377	40951476	40967798	40967884
409	"ENSG00000100387.9"	"RBX1"	chr22	+	40953554	40953633	40967798	40967884	40951377	40951476	40972475	40973309
410	"ENSG00000100387.9"	"RBX1"	chr22	+	40964046	40964117	40967798	40967884	40953554	40953633	40972475	40973309
411	"ENSG00000196236.13"	"XPNPEP3"	chr22	+	40868998	40869115	40881769	40882177	40857130	40857245	40886312	40886515
412	"ENSG00000196236.13"	"XPNPEP3"	chr22	+	40870047	40870139	40881769	40882177	40868998	40869115	40886312	40886515
413	"ENSG00000196236.13"	"XPNPEP3"	chr22	+	40881769	40882177	40886312	40886515	40868998	40869115	40907586	40907649
414	"ENSG00000196236.13"	"XPNPEP3"	chr22	+	40881769	40882177	40886312	40886515	40870047	40870139	40907586	40907649
415	"ENSG00000196236.13"	"XPNPEP3"	chr22	+	40886312	40886515	40907586	40907649	40881769	40882177	40909121	40909235
416	"ENSG00000284431.1"	"ENSG00000284431"	chr22	+	40364879	40365056	40366435	40366498	40364275	40364365	40400695	40400813
417	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40350035	40353072	40353117	40346499	40346711	40354247	40354327
421	"ENSG00000100246.13"	"DNAL4"	chr22	-	38780925	38781009	38782662	38782870	38778507	38779613	38794067	38794143
423	"ENSG00000100211.12"	"CBY1"	chr22	+	38665545	38665685	38668016	38668132	38656955	38657143	38670883	38670989
424	"ENSG00000100206.11"	"DMC1"	chr22	-	38552665	38552707	38555356	38555409	38538538	38538612	38562286	38562369
425	"ENSG00000100206.11"	"DMC1"	chr22	-	38552665	38552707	38555356	38555409	38549497	38549997	38562286	38562369
426	"ENSG00000100196.11"	"KDELR3"	chr22	+	38474522	38474623	38479592	38479751	38468077	38468324	38481211	38481635
427	"ENSG00000184381.20"	"PLA2G6"	chr22	-	38123094	38123258	38125638	38125691	38120758	38120909	38126370	38126449
429	"ENSG00000100139.14"	"MICALL1"	chr22	+	37919035	37919178	37921971	37922426	37917706	37917795	37924659	37924717
430	"ENSG00000100092.24"	"SH3BP1"	chr22	+	37641125	37641168	37641373	37641478	37639049	37639846	37642538	37642615
431	"ENSG00000100092.24"	"SH3BP1"	chr22	+	37641373	37641478	37642538	37642737	37640385	37641168	37642894	37643006
432	"ENSG00000100092.24"	"SH3BP1"	chr22	+	37641373	37641478	37642538	37642615	37641125	37641168	37642894	37643006
433	"ENSG00000198125.13"	"MB"	chr22	-	35610883	35611106	35617162	35617265	35606763	35607443	35623190	35623354
434	"ENSG00000198125.13"	"MB"	chr22	-	35610883	35611106	35617162	35617265	35607271	35607443	35622477	35622561
441	"ENSG00000205853.13"	"RFPL3S"	chr22	-	32370898	32370941	32377260	32377349	32368496	32368567	32381147	32381255
442	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31764974	31765060	31766584	31766668	31760655	31760702	31768813	31768863
443	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31806121	31806191	31809610	31809647	31804841	31804915	31810520	31810641
444	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31821501	31821637	31831063	31831225	31819021	31819225	31833914	31833980
445	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31846833	31846967	31857444	31857553	31845017	31845237	31870589	31870744
446	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31874272	31874405	31876156	31876265	31873254	31873332	31879524	31879752
447	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31876086	31876265	31879524	31879752	31874272	31874405	31893581	31893751
448	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31876156	31876265	31879524	31879752	31874272	31874405	31893581	31893751
449	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31897481	31897653	31901741	31901802	31893581	31893751	31905983	31906066
450	"ENSG00000241878.12"	"PISD"	chr22	-	31628852	31628981	31629775	31629884	31625877	31626016	31630521	31630799
451	"ENSG00000198089.16"	"SFI1"	chr22	+	31528689	31528863	31531057	31531129	31508254	31508376	31546860	31546971
452	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31550253	31550348	31508258	31508376	31556941	31557059
453	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31550253	31550348	31528689	31528863	31556941	31557059
454	"ENSG00000198089.16"	"SFI1"	chr22	+	31546860	31546971	31550253	31550348	31531057	31531129	31556941	31557059
455	"ENSG00000198089.16"	"SFI1"	chr22	+	31550253	31550348	31556941	31557059	31546860	31546971	31561289	31561392
456	"ENSG00000198089.16"	"SFI1"	chr22	+	31550253	31550348	31561289	31561392	31546860	31546971	31573057	31573214
457	"ENSG00000198089.16"	"SFI1"	chr22	+	31556941	31557059	31561289	31561392	31550253	31550348	31573057	31573214
458	"ENSG00000198089.16"	"SFI1"	chr22	+	31602211	31602293	31604868	31604945	31589446	31589577	31606327	31606430
459	"ENSG00000198089.16"	"SFI1"	chr22	+	31602211	31602293	31604868	31606430	31589446	31589577	31607936	31608033
460	"ENSG00000198089.16"	"SFI1"	chr22	+	31602211	31602293	31606327	31606430	31589446	31589577	31607936	31608033
461	"ENSG00000198089.16"	"SFI1"	chr22	+	31602606	31602785	31606327	31606430	31602211	31602293	31607936	31608033
462	"ENSG00000198089.16"	"SFI1"	chr22	+	31603743	31603819	31604308	31604404	31589446	31589577	31604868	31604945
463	"ENSG00000198089.16"	"SFI1"	chr22	+	31603743	31603819	31604868	31604945	31602606	31602785	31606327	31606430
464	"ENSG00000185721.14"	"DRG1"	chr22	+	31403028	31403204	31411011	31411081	31400619	31400743	31420255	31420425
465	"ENSG00000185721.14"	"DRG1"	chr22	+	31411011	31411081	31420255	31420425	31400619	31400743	31421307	31421399
466	"ENSG00000185721.14"	"DRG1"	chr22	+	31411011	31411081	31420255	31420425	31403028	31403204	31421307	31421399
467	"ENSG00000138942.17"	"RNF185"	chr22	+	31182968	31183066	31187046	31187270	31160242	31160303	31192683	31192702
468	"ENSG00000138942.17"	"RNF185"	chr22	+	31195468	31195581	31196935	31197157	31192683	31192702	31201497	31201615
