ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
628	"ENSG00000147394.20"	"ZNF185"	chrX	+	152928574	152928661	152922172	152922256	152931671	152931776
630	"ENSG00000147394.20"	"ZNF185"	chrX	+	152932872	152932971	152931671	152931776	152936417	152936513
632	"ENSG00000147394.20"	"ZNF185"	chrX	+	152936417	152936513	152931671	152931776	152938073	152938163
634	"ENSG00000147394.20"	"ZNF185"	chrX	+	152938073	152938163	152932872	152932971	152945266	152945464
636	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959896	152945266	152945464	152963838	152963949
637	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959896	152945266	152945464	152965446	152965527
638	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152945266	152945464	152963838	152963949
639	"ENSG00000147394.20"	"ZNF185"	chrX	+	152963838	152963949	152945266	152945464	152965446	152965527
640	"ENSG00000147394.20"	"ZNF185"	chrX	+	152963838	152963949	152959698	152959896	152965446	152965527
641	"ENSG00000147394.20"	"ZNF185"	chrX	+	152963838	152963949	152959698	152959896	152967166	152967238
642	"ENSG00000147394.20"	"ZNF185"	chrX	+	152965446	152965527	152959698	152959896	152967166	152967238
643	"ENSG00000147394.20"	"ZNF185"	chrX	+	152965446	152965527	152963838	152963949	152967166	152967238
658	"ENSG00000166049.11"	"PASD1"	chrX	+	151625447	151625530	151622936	151623064	151648614	151648702
661	"ENSG00000197620.11"	"EOLA1"	chrX	+	149545601	149545883	149545367	149545500	149546738	149546917
662	"ENSG00000197620.11"	"EOLA1"	chrX	+	149545767	149545883	149545367	149545500	149546738	149547309
667	"ENSG00000241769.7"	"EOLA1-DT"	chrX	-	149538723	149538906	149538114	149538172	149539076	149539304
669	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149486924	149487098	149477103	149483218	149490313	149490440
670	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149496345	149496516	149490313	149490440	149500948	149501037
671	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149498106	149498307	149496345	149496516	149500948	149501037
672	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149500948	149501037	149529366	149529428
674	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149536173	149536213	149532881	149534374	149538114	149538172
678	"ENSG00000010404.18"	"IDS"	chrX	-	149503311	149503489	149500948	149501037	149504156	149504219
679	"ENSG00000010404.18"	"IDS"	chrX	-	149504156	149504293	149500948	149501037	149505034	149505177
709	"ENSG00000101974.15"	"ATP11C"	chrX	-	139763315	139763418	139761960	139762106	139768259	139768434
711	"ENSG00000101974.15"	"ATP11C"	chrX	-	139804470	139804599	139802235	139802339	139814877	139814985
740	"ENSG00000165704.15"	"HPRT1"	chrX	+	134498607	134498684	134498389	134498436	134500029	134500668
749	"ENSG00000171004.19"	"HS6ST2"	chrX	-	132669112	132669199	132626014	132629093	132708461	132708494
750	"ENSG00000171004.19"	"HS6ST2"	chrX	-	132708461	132708494	132626014	132629093	132956807	132957326
775	"ENSG00000165675.20"	"ENOX2"	chrX	-	130669964	130670198	130667529	130667742	130679541	130679748
776	"ENSG00000165675.20"	"ENOX2"	chrX	-	130679541	130679748	130669964	130670198	130688862	130689018
777	"ENSG00000165675.20"	"ENOX2"	chrX	-	130688862	130689018	130679541	130679748	130703119	130703254
784	"ENSG00000134597.17"	"RBMX2"	chrX	+	130402254	130402370	130401986	130402037	130403801	130403853
785	"ENSG00000122126.18"	"OCRL"	chrX	+	129544957	129545037	129540743	129540823	129548562	129548601
789	"ENSG00000122126.18"	"OCRL"	chrX	+	129557860	129557950	129557324	129557435	129558632	129558753
794	"ENSG00000122126.18"	"OCRL"	chrX	+	129589844	129589956	129588885	129589013	129590145	129592338
802	"ENSG00000125676.20"	"THOC2"	chrX	-	123613398	123613556	123611439	123611516	123613638	123613708
803	"ENSG00000125676.20"	"THOC2"	chrX	-	123613638	123613708	123611439	123611516	123614051	123614189
804	"ENSG00000125676.20"	"THOC2"	chrX	-	123621156	123621587	123620906	123620965	123622757	123622845
806	"ENSG00000125676.20"	"THOC2"	chrX	-	123632860	123633040	123631687	123631852	123633952	123634070
807	"ENSG00000125676.20"	"THOC2"	chrX	-	123668158	123668314	123667105	123667278	123671668	123671761
808	"ENSG00000125676.20"	"THOC2"	chrX	-	123671668	123671761	123667105	123667278	123686547	123686714
809	"ENSG00000125676.20"	"THOC2"	chrX	-	123671668	123671761	123668158	123668314	123706857	123706949
810	"ENSG00000125676.20"	"THOC2"	chrX	-	123686547	123686714	123671668	123671761	123696020	123696154
811	"ENSG00000125676.20"	"THOC2"	chrX	-	123686547	123686714	123671668	123671761	123703453	123703505
812	"ENSG00000125676.20"	"THOC2"	chrX	-	123686547	123686714	123671668	123671761	123706857	123706949
813	"ENSG00000125676.20"	"THOC2"	chrX	-	123696020	123696154	123686547	123686714	123696720	123696835
814	"ENSG00000125676.20"	"THOC2"	chrX	-	123703453	123703505	123671668	123671761	123706857	123706949
815	"ENSG00000125676.20"	"THOC2"	chrX	-	123703453	123703505	123686547	123686714	123706857	123706949
816	"ENSG00000125676.20"	"THOC2"	chrX	-	123703453	123703505	123697680	123697751	123706857	123706949
817	"ENSG00000125676.20"	"THOC2"	chrX	-	123706857	123706949	123697680	123697751	123712849	123712908
845	"ENSG00000018610.15"	"STEEP1"	chrX	-	119544352	119544491	119542504	119542594	119545462	119545504
846	"ENSG00000018610.15"	"STEEP1"	chrX	-	119544352	119544491	119542504	119542594	119560267	119560385
847	"ENSG00000018610.15"	"STEEP1"	chrX	-	119545462	119545504	119542504	119542594	119560267	119560385
849	"ENSG00000005022.6"	"SLC25A5"	chrX	+	119469660	119470147	119468443	119468626	119470372	119470513
852	"ENSG00000003096.15"	"KLHL13"	chrX	-	117920237	117920370	117919520	117919717	117945433	117945575
857	"ENSG00000102024.19"	"PLS3"	chrX	+	115634880	115635046	115633999	115634081	115636835	115636978
859	"ENSG00000102024.19"	"PLS3"	chrX	+	115643312	115643508	115640303	115640503	115645020	115645099
860	"ENSG00000102024.19"	"PLS3"	chrX	+	115647892	115648017	115647549	115647673	115649428	115649758
861	"ENSG00000271826.5"	"PLS3-AS1"	chrX	-	115562403	115562530	115518181	115519711	115562625	115562707
865	"ENSG00000182508.14"	"LHFPL1"	chrX	-	112660626	112660725	112630647	112631601	112671008	112671404
869	"ENSG00000101901.13"	"ALG13"	chrX	+	111708026	111708393	111684964	111685103	111708964	111708998
871	"ENSG00000101901.13"	"ALG13"	chrX	+	111708026	111708393	111689086	111689197	111717845	111717927
872	"ENSG00000101901.13"	"ALG13"	chrX	+	111708964	111709048	111684964	111685103	111711674	111711725
873	"ENSG00000101901.13"	"ALG13"	chrX	+	111708964	111709048	111684964	111685103	111713224	111713297
877	"ENSG00000101901.13"	"ALG13"	chrX	+	111721602	111721711	111720094	111720170	111724933	111725061
879	"ENSG00000101901.13"	"ALG13"	chrX	+	111722792	111722857	111720094	111720170	111724933	111725061
881	"ENSG00000101901.13"	"ALG13"	chrX	+	111722792	111722857	111721602	111721711	111724933	111725061
883	"ENSG00000101901.13"	"ALG13"	chrX	+	111723797	111723898	111722792	111722857	111724933	111725061
884	"ENSG00000101901.13"	"ALG13"	chrX	+	111727331	111727445	111726808	111727055	111727613	111727770
889	"ENSG00000197565.17"	"COL4A6"	chrX	-	108178683	108178845	108176840	108177011	108179216	108179438
908	"ENSG00000147234.11"	"FRMPD3"	chrX	+	107533504	107533550	107530408	107530511	107545736	107545841
909	"ENSG00000147234.11"	"FRMPD3"	chrX	+	107550048	107550156	107544582	107545841	107552794	107552926
910	"ENSG00000147234.11"	"FRMPD3"	chrX	+	107563110	107563200	107560726	107560853	107564886	107565066
914	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678600	103675495	103677051	103684680	103684729
916	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103676825	103677051	103684680	103684729
917	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103676825	103677051	103685170	103685260
918	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103675497	103677051	103684680	103684729
920	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103684680	103684729	103676494	103677051	103685170	103685260
922	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103684680	103684729	103678498	103678620	103685170	103685260
924	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103685170	103685260	103678498	103678600	103686630	103686684
926	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585858	103586291	103585532	103585624	103586648	103587694
927	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585969	103586291	103585562	103585624	103586648	103586949
928	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103586218	103586291	103585514	103585624	103586648	103586905
939	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101887197	101887304	101886631	101886731	101892704	101892754
940	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101887197	101887304	101886631	101886731	101894453	101894904
941	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101892704	101892754	101886631	101886731	101894453	101894904
954	"ENSG00000102401.20"	"ARMCX3"	chrX	+	101624479	101624550	101624157	101624218	101624833	101624952
955	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101444051	101444155	101418909	101419000	101445997	101446044
956	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101445997	101446044	101418909	101419000	101486022	101486092
957	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101445997	101446044	101418909	101419000	101486025	101486092
958	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101445997	101446044	101418909	101419000	101487192	101487272
959	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486092	101418909	101419000	101487192	101487272
960	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486092	101445997	101446044	101487192	101487272
961	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486025	101486092	101418909	101419000	101487192	101487272
962	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486025	101486092	101445997	101446044	101487192	101487272
965	"ENSG00000257529.5"	"RPL36A-HNRNPH2"	chrX	+	101391754	101391822	101391458	101391564	101411935	101412297
968	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395334	101395457	101391754	101391822	101395727	101395786
971	"ENSG00000102385.13"	"DRP2"	chrX	+	101242903	101242982	101242324	101242471	101245016	101245077
972	"ENSG00000102385.13"	"DRP2"	chrX	+	101242903	101243098	101242324	101242471	101245016	101245077
973	"ENSG00000102385.13"	"DRP2"	chrX	+	101245016	101245077	101242903	101243098	101245387	101245449
974	"ENSG00000102385.13"	"DRP2"	chrX	+	101247089	101247164	101245387	101245449	101248088	101248290
975	"ENSG00000102385.13"	"DRP2"	chrX	+	101250422	101250580	101248513	101248599	101250916	101251083
976	"ENSG00000102385.13"	"DRP2"	chrX	+	101255183	101255249	101254858	101254924	101256117	101256261
977	"ENSG00000102384.14"	"CENPI"	chrX	+	101098711	101098843	101098443	101098539	101099808	101100065
981	"ENSG00000102384.14"	"CENPI"	chrX	+	101099808	101100065	101098711	101098843	101101057	101101295
982	"ENSG00000102384.14"	"CENPI"	chrX	+	101126708	101126798	101120737	101120784	101127137	101127266
992	"ENSG00000000003.16"	"TSPAN6"	chrX	-	100630758	100630866	100627107	100629986	100632484	100632568
994	"ENSG00000000003.16"	"TSPAN6"	chrX	-	100633404	100633539	100632484	100632568	100633930	100634029
1001	"ENSG00000281566.5"	"LINC03077"	chrX	+	98841940	98842001	98731530	98731577	98864610	98865564
1002	"ENSG00000281566.5"	"LINC03077"	chrX	+	98841940	98842001	98785026	98785124	98864610	98865564
1038	"ENSG00000102290.23"	"PCDH11X"	chrX	+	91811236	91811295	91810472	91810578	91835460	91836044
1054	"ENSG00000155008.16"	"APOOL"	chrX	+	85046445	85046550	85003876	85003927	85051388	85051508
1055	"ENSG00000155008.16"	"APOOL"	chrX	+	85051388	85051508	85003876	85003927	85067126	85067218
1056	"ENSG00000155008.16"	"APOOL"	chrX	+	85051388	85051508	85046445	85046550	85054343	85054398
1057	"ENSG00000155008.16"	"APOOL"	chrX	+	85054343	85054398	85051388	85051508	85067126	85067218
1058	"ENSG00000155008.16"	"APOOL"	chrX	+	85055826	85055925	85054343	85054398	85067126	85067218
1060	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84064970	84065111	84058345	84064402	84096193	84096311
1061	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84117059	84117148	84116228	84116287	84117383	84117454
1062	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84134781	84134819	84119884	84120027	84135103	84135210
1063	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84148041	84148123	84146977	84147058	84156074	84156191
1064	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84187363	84187459	84186762	84186874	84187818	84187898
1066	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118431	81118485	81116203	81116341	81118729	81118759
1067	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118431	81118485	81116203	81116341	81121534	81121688
1068	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118729	81118759	81116203	81116341	81121534	81121638
1075	"ENSG00000078589.13"	"P2RY10"	chrX	+	78947814	78947863	78945390	78945495	78960507	78963727
1077	"ENSG00000078589.13"	"P2RY10"	chrX	+	78952192	78952335	78947814	78947863	78960507	78961080
1083	"ENSG00000131174.7"	"COX7B"	chrX	+	77902642	77902767	77899467	77899593	77905183	77905385
1084	"ENSG00000131174.7"	"COX7B"	chrX	+	77902649	77902767	77899484	77899593	77905183	77905461
1086	"ENSG00000102158.22"	"MAGT1"	chrX	-	77830804	77830895	77825746	77829235	77855500	77855590
1087	"ENSG00000102158.22"	"MAGT1"	chrX	-	77841245	77841320	77826408	77826809	77855500	77855590
1088	"ENSG00000102158.22"	"MAGT1"	chrX	-	77841245	77841320	77827434	77829235	77855500	77855590
1089	"ENSG00000102158.22"	"MAGT1"	chrX	-	77841245	77841320	77830804	77830895	77855500	77855590
1090	"ENSG00000102158.22"	"MAGT1"	chrX	-	77853900	77853964	77841245	77841320	77855500	77855590
1092	"ENSG00000102158.22"	"MAGT1"	chrX	-	77856732	77856873	77855500	77855590	77857356	77857497
1093	"ENSG00000102158.22"	"MAGT1"	chrX	-	77857356	77857497	77855500	77855590	77870807	77870925
1094	"ENSG00000102158.22"	"MAGT1"	chrX	-	77879568	77879613	77875427	77875597	77883932	77884028
1095	"ENSG00000102158.22"	"MAGT1"	chrX	-	77879568	77879613	77875427	77875597	77895308	77895431
1096	"ENSG00000102158.22"	"MAGT1"	chrX	-	77883932	77884028	77875427	77875597	77895308	77895431
1097	"ENSG00000102158.22"	"MAGT1"	chrX	-	77883932	77884028	77879568	77879613	77895308	77895431
1099	"ENSG00000102390.12"	"PBDC1"	chrX	+	76174889	76174949	76173584	76173650	76175472	76175613
1128	"ENSG00000225470.10"	"JPX"	chrX	+	73984443	73984541	73944583	73944662	73994863	73994961
1150	"ENSG00000225470.10"	"JPX"	chrX	+	73994863	73994961	73984443	73984541	73998767	73998844
1175	"ENSG00000225470.10"	"JPX"	chrX	+	74010377	74010571	73944583	73944662	74014076	74014389
1177	"ENSG00000225470.10"	"JPX"	chrX	+	74010377	74010571	73994839	73994961	74014076	74014389
1185	"ENSG00000230590.13"	"FTX"	chrX	-	74215396	74215536	74202693	74203953	74280393	74280494
1186	"ENSG00000230590.13"	"FTX"	chrX	-	74232488	74232608	74202693	74203953	74274341	74274410
1189	"ENSG00000230590.13"	"FTX"	chrX	-	74247331	74247424	74196350	74203909	74280393	74280494
1192	"ENSG00000230590.13"	"FTX"	chrX	-	74274341	74274371	74247283	74247424	74280393	74280494
1198	"ENSG00000230590.13"	"FTX"	chrX	-	74274341	74274410	74246421	74247424	74280393	74280494
1203	"ENSG00000230590.13"	"FTX"	chrX	-	74284742	74284944	74281701	74281848	74293351	74293574
1207	"ENSG00000230590.13"	"FTX"	chrX	-	74285914	74286170	74281701	74281848	74290394	74290430
1212	"ENSG00000230590.13"	"FTX"	chrX	-	74290394	74290430	74281701	74281848	74292426	74292628
1213	"ENSG00000230590.13"	"FTX"	chrX	-	74290394	74290430	74285914	74286170	74291757	74292075
1239	"ENSG00000147099.21"	"HDAC8"	chrX	-	72494195	72494381	72464558	72464731	72495155	72495268
1252	"ENSG00000147099.21"	"HDAC8"	chrX	-	72572056	72572104	72568753	72568884	72572650	72572704
1253	"ENSG00000147099.21"	"HDAC8"	chrX	-	72572056	72572109	72568753	72568884	72572650	72572659
1255	"ENSG00000198034.11"	"RPS4X"	chrX	-	72273800	72273972	72273231	72273389	72275052	72275150
1276	"ENSG00000147174.12"	"GCNA"	chrX	+	71608972	71609117	71605662	71605729	71610680	71610819
1279	"ENSG00000147162.15"	"OGT"	chrX	+	71537828	71538072	71533086	71533336	71544566	71544624
1280	"ENSG00000147162.15"	"OGT"	chrX	+	71537828	71538072	71533086	71533336	71554512	71554592
1283	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71533086	71533336	71554512	71554592
1284	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71537828	71538072	71554512	71554592
1285	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71537828	71538072	71555953	71556094
1288	"ENSG00000147162.15"	"OGT"	chrX	+	71547906	71548023	71537828	71538072	71554512	71554592
1289	"ENSG00000147162.15"	"OGT"	chrX	+	71547906	71548023	71537828	71538072	71555953	71556094
1290	"ENSG00000147162.15"	"OGT"	chrX	+	71554512	71554592	71537828	71538072	71555953	71556094
1291	"ENSG00000147162.15"	"OGT"	chrX	+	71554512	71554592	71544566	71548023	71555953	71556094
1294	"ENSG00000147162.15"	"OGT"	chrX	+	71556951	71557105	71556679	71556780	71557194	71557296
1295	"ENSG00000147162.15"	"OGT"	chrX	+	71557194	71557296	71556679	71556780	71557492	71557672
1298	"ENSG00000147162.15"	"OGT"	chrX	+	71567992	71568116	71567499	71567752	71573619	71573816
1317	"ENSG00000120509.12"	"PDZD11"	chrX	-	70286985	70287116	70281117	70282275	70287275	70287336
1318	"ENSG00000120509.12"	"PDZD11"	chrX	-	70288116	70288173	70287731	70287830	70288429	70288513
1319	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289254	70289354	70288429	70288513	70289859	70289905
1320	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289254	70289593	70288429	70288513	70289859	70289913
1352	"ENSG00000235437.11"	"LINC01278"	chrX	-	63432363	63432491	63396557	63399903	63443070	63443132
1356	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63399452	63399903	63516909	63517082
1357	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63399452	63399903	63560831	63561054
1359	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63432363	63432491	63560831	63561054
1360	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443515	63443586	63443070	63443132	63560831	63561054
1367	"ENSG00000235437.11"	"LINC01278"	chrX	-	63516909	63517082	63443070	63443132	63560831	63560942
1371	"ENSG00000165591.7"	"FAAH2"	chrX	+	57331597	57331807	57310592	57310729	57341270	57341390
1372	"ENSG00000165591.7"	"FAAH2"	chrX	+	57331597	57331807	57310592	57310729	57378650	57378786
1373	"ENSG00000165591.7"	"FAAH2"	chrX	+	57341270	57341390	57310592	57310729	57378650	57378786
1374	"ENSG00000165591.7"	"FAAH2"	chrX	+	57341270	57341390	57331597	57331807	57378650	57378786
1375	"ENSG00000165591.7"	"FAAH2"	chrX	+	57431917	57432037	57380911	57381029	57446927	57447039
1376	"ENSG00000165591.7"	"FAAH2"	chrX	+	57446927	57447039	57380911	57381029	57488756	57489193
1377	"ENSG00000165591.7"	"FAAH2"	chrX	+	57448523	57448718	57446927	57447039	57488756	57489193
1380	"ENSG00000226310.3"	"ENSG00000226310"	chrX	+	57215665	57215745	57214447	57214569	57219394	57219481
1457	"ENSG00000083750.13"	"RRAGB"	chrX	+	55722185	55722285	55719313	55719347	55729293	55729360
1459	"ENSG00000083750.13"	"RRAGB"	chrX	+	55751100	55751196	55731363	55731586	55753391	55753475
1460	"ENSG00000083750.13"	"RRAGB"	chrX	+	55755840	55755932	55753391	55753514	55757215	55757331
