ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2525	"ENSG00000100888.15"	"CHD8"	chr14	-	21394911	21395892	21394911	21395119	21395816	21395892
2532	"ENSG00000092199.19"	"HNRNPC"	chr14	-	21263310	21263829	21263310	21263582	21263666	21263829
2543	"ENSG00000198805.13"	"PNP"	chr14	+	20472307	20475252	20472307	20472477	20475061	20475252
2544	"ENSG00000198805.13"	"PNP"	chr14	+	20474471	20475252	20474471	20474575	20475061	20475252
2609	"ENSG00000215417.15"	"MIR17HG"	chr13	+	91350155	91354577	91350155	91350226	91353917	91354577
2622	"ENSG00000005810.20"	"MYCBP2"	chr13	-	77087483	77090263	77087483	77087633	77090105	77090263
2641	"ENSG00000174032.17"	"SLC25A30"	chr13	-	45393315	45399078	45393315	45396015	45398939	45399078
2661	"ENSG00000120699.14"	"EXOSC8"	chr13	+	37003494	37004561	37003494	37003517	37004476	37004561
2685	"ENSG00000064601.21"	"CTSA"	chr20	+	45894993	45898109	45894993	45895138	45896964	45898109
2686	"ENSG00000064601.21"	"CTSA"	chr20	+	45894993	45897806	45894993	45895133	45897716	45897806
2717	"ENSG00000149925.22"	"ALDOA"	chr16	+	30067449	30068978	30067449	30067661	30068817	30068978
2729	"ENSG00000185163.10"	"DDX51"	chr12	-	132141497	132142190	132141497	132141606	132142118	132142190
2742	"ENSG00000129460.17"	"NGDN"	chr14	+	23475170	23475778	23475170	23475308	23475725	23475778
2748	"ENSG00000129460.17"	"NGDN"	chr14	+	23476238	23477560	23476238	23476407	23477502	23477560
2767	"ENSG00000126581.13"	"BECN1"	chr17	-	42818543	42819609	42818543	42818680	42819547	42819609
2789	"ENSG00000278053.5"	"DDX52"	chr17	-	37619767	37621277	37619767	37619839	37621126	37621277
2790	"ENSG00000278053.5"	"DDX52"	chr17	-	37620872	37621520	37620872	37620948	37621397	37621520
2793	"ENSG00000111011.18"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519051	122521384	122521428
2808	"ENSG00000092010.15"	"PSME1"	chr14	+	24136984	24137431	24136984	24137017	24137320	24137431
2908	"ENSG00000089195.15"	"TRMT6"	chr20	-	5941052	5942036	5941052	5941139	5941950	5942036
3016	"ENSG00000182199.11"	"SHMT2"	chr12	+	57232703	57233662	57232703	57232843	57233562	57233662
3051	"ENSG00000065357.20"	"DGKA"	chr12	+	55951622	55952431	55951622	55951783	55952340	55952431
3071	"ENSG00000288663.1"	"ENSG00000288663"	chr12	+	53303033	53306861	53303033	53303193	53306679	53306861
3101	"ENSG00000110844.14"	"PRPF40B"	chr12	+	49631859	49632880	49631859	49631925	49632854	49632880
3105	"ENSG00000135451.13"	"TROAP"	chr12	+	49330144	49331407	49330144	49330573	49331213	49331407
3111	"ENSG00000142534.7"	"RPS11"	chr19	+	49497193	49498046	49497193	49497282	49497519	49498046
3128	"ENSG00000103510.20"	"KAT8"	chr16	+	31130455	31131393	31130455	31130606	31131194	31131393
3162	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490576	49489849	49489922	49490474	49490576
3164	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490576	49489849	49489912	49490479	49490576
3167	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490864	49489849	49489922	49490778	49490864
3168	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490864	49489849	49490297	49490778	49490864
3171	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49491547	49489849	49490864	49491424	49491547
3294	"ENSG00000151062.15"	"CACNA2D4"	chr12	-	1799674	1800438	1799674	1799695	1800385	1800438
3330	"ENSG00000304309.1"	"ENSG00000304309"	chr12	-	18372	18659	18372	18474	18601	18659
3337	"ENSG00000151503.14"	"NCAPD3"	chr11	-	134153708	134157095	134153708	134153795	134156751	134157095
3372	"ENSG00000109971.14"	"HSPA8"	chr11	-	123058251	123059261	123058251	123058484	123059058	123059261
3407	"ENSG00000160695.16"	"VPS11"	chr11	+	119078172	119078997	119078172	119078334	119078794	119078997
3477	"ENSG00000196954.14"	"CASP4"	chr11	-	104947082	104949777	104947082	104947192	104949542	104949777
3627	"ENSG00000174744.14"	"BRMS1"	chr11	-	66340773	66341333	66340773	66340870	66341205	66341333
3635	"ENSG00000293413.2"	"ENSG00000293413"	chr20	-	35559340	35560638	35559340	35559627	35560539	35560638
3686	"ENSG00000133895.19"	"MEN1"	chr11	-	64806231	64807219	64806231	64806368	64807178	64807219
3712	"ENSG00000162236.13"	"STX5"	chr11	-	62824458	62825339	62824458	62824565	62825282	62825339
3861	"ENSG00000184014.9"	"DENND5A"	chr11	-	9141939	9143485	9141939	9142108	9143402	9143485
3868	"ENSG00000184014.9"	"DENND5A"	chr11	-	9144096	9147151	9144096	9145113	9147029	9147151
3873	"ENSG00000175390.15"	"EIF3F"	chr11	+	7994425	7995367	7994425	7994517	7995253	7995367
3876	"ENSG00000166394.15"	"CYB5R2"	chr11	-	7668477	7672523	7668477	7668561	7672450	7672523
3880	"ENSG00000166340.18"	"TPP1"	chr11	-	6615441	6616859	6615441	6615562	6616314	6616859
3885	"ENSG00000166340.18"	"TPP1"	chr11	-	6616974	6617776	6616974	6617153	6617625	6617776
3900	"ENSG00000179532.13"	"DNHD1"	chr11	+	6565694	6566765	6565694	6565991	6566586	6566765
3902	"ENSG00000179532.13"	"DNHD1"	chr11	+	6570008	6571423	6570008	6570100	6570617	6571423
3979	"ENSG00000185101.13"	"ANO9"	chr11	-	429569	430179	429569	429652	430082	430179
4019	"ENSG00000203780.12"	"FANK1"	chr10	+	126009053	126009592	126009053	126009131	126009372	126009592
4057	"ENSG00000141959.17"	"PFKL"	chr21	+	44324855	44326060	44324855	44324917	44325960	44326060
4101	"ENSG00000064687.13"	"ABCA7"	chr19	+	1041509	1042176	1041509	1041603	1042063	1042176
4103	"ENSG00000064687.13"	"ABCA7"	chr19	+	1056906	1058747	1056906	1057084	1058617	1058747
4104	"ENSG00000064687.13"	"ABCA7"	chr19	+	1056906	1058747	1056906	1057429	1058617	1058747
4132	"ENSG00000116691.11"	"MIIP"	chr1	+	12029222	12030124	12029222	12029281	12030027	12030124
4276	"ENSG00000204351.13"	"SKIC2"	chr6	+	31967955	31968538	31967955	31968082	31968331	31968538
4278	"ENSG00000204351.13"	"SKIC2"	chr6	+	31967955	31968538	31967955	31968082	31968347	31968538
4378	"ENSG00000204435.15"	"CSNK2B"	chr6	+	31666820	31668654	31666820	31666903	31668538	31668654
4379	"ENSG00000204435.15"	"CSNK2B"	chr6	+	31668538	31669508	31668538	31668654	31669318	31669508
4414	"ENSG00000175054.16"	"ATR"	chr3	-	142465096	142468068	142465096	142465240	142467933	142468068
4441	"ENSG00000100225.18"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281
4464	"ENSG00000251562.13"	"MALAT1"	chr11	+	65502289	65502995	65502289	65502393	65502647	65502995
4485	"ENSG00000082512.15"	"TRAF5"	chr1	+	211356366	211360779	211356366	211356468	211360701	211360779
4499	"ENSG00000168000.16"	"BSCL2"	chr11	-	62690786	62692797	62690786	62691141	62692662	62692797
4555	"ENSG00000064703.13"	"DDX20"	chr1	+	111760705	111761284	111760705	111760848	111761225	111761284
4575	"ENSG00000221829.11"	"FANCG"	chr9	-	35073872	35075325	35073872	35074216	35075278	35075325
4576	"ENSG00000221829.11"	"FANCG"	chr9	-	35074370	35075325	35074370	35074462	35075278	35075325
4577	"ENSG00000221829.11"	"FANCG"	chr9	-	35074370	35075325	35074370	35074494	35075278	35075325
4583	"ENSG00000221829.11"	"FANCG"	chr9	-	35075464	35076583	35075464	35075754	35076431	35076583
4584	"ENSG00000221829.11"	"FANCG"	chr9	-	35075464	35076583	35075464	35075729	35076449	35076583
4585	"ENSG00000221829.11"	"FANCG"	chr9	-	35075464	35076583	35075464	35075754	35076449	35076583
4600	"ENSG00000197989.16"	"SNHG12"	chr1	-	28579532	28579981	28579532	28579587	28579682	28579981
4606	"ENSG00000197989.16"	"SNHG12"	chr1	-	28579911	28581229	28579911	28579981	28581110	28581229
4694	"ENSG00000090539.16"	"CHRD"	chr3	+	184386045	184386938	184386045	184386159	184386844	184386938
4714	"ENSG00000177646.20"	"ACAD9"	chr3	+	128909343	128910813	128909343	128909421	128910740	128910813
4729	"ENSG00000169032.11"	"MAP2K1"	chr15	+	66487227	66489763	66487227	66487292	66489717	66489763
4742	"ENSG00000092094.11"	"OSGEP"	chr14	-	20447614	20448171	20447614	20447690	20448105	20448171
4896	"ENSG00000122952.17"	"ZWINT"	chr10	-	56359686	56360383	56359686	56359853	56360292	56360383
4903	"ENSG00000247596.10"	"TWF2"	chr3	-	52229660	52230995	52229660	52229782	52230869	52230995
4923	"ENSG00000138750.16"	"NUP54"	chr4	-	76130655	76132719	76130655	76130718	76132522	76132719
4925	"ENSG00000138750.16"	"NUP54"	chr4	-	76130655	76132719	76130655	76130792	76132522	76132719
4950	"ENSG00000178467.18"	"P4HTM"	chr3	+	49002499	49006187	49002499	49002596	49006063	49006187
4990	"ENSG00000110330.10"	"BIRC2"	chr11	+	102348597	102350749	102348597	102348719	102349877	102350749
4998	"ENSG00000103024.8"	"NME3"	chr16	-	1770880	1771410	1770880	1770993	1771279	1771410
5100	"ENSG00000136450.13"	"SRSF1"	chr17	-	58004922	58005973	58004922	58005041	58005800	58005973
5125	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986604	51988603	51986604	51986661	51988523	51988603
5171	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510415	131509902	131510062	131510356	131510415
5204	"ENSG00000156983.17"	"BRPF1"	chr3	+	9742024	9742541	9742024	9742171	9742351	9742541
5252	"ENSG00000175455.16"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795
5253	"ENSG00000175455.16"	"CCDC14"	chr3	-	123955842	123956795	123955842	123956115	123956739	123956795
5278	"ENSG00000165525.18"	"NEMF"	chr14	-	49784924	49785320	49784924	49785004	49785219	49785320
5287	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15331215	15331299	15331589	15331992
5329	"ENSG00000105122.13"	"RASAL3"	chr19	-	15451623	15452815	15451623	15451938	15452657	15452815
5398	"ENSG00000173540.14"	"GMPPB"	chr3	-	49722595	49723302	49722595	49722754	49723253	49723302
5424	"ENSG00000145191.15"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143142	184144098	184144224
5498	"ENSG00000181135.16"	"ZNF707"	chr8	+	143691072	143692330	143691072	143691199	143692244	143692330
5511	"ENSG00000104957.14"	"YJU2B"	chr19	+	13758867	13759272	13758867	13759010	13759110	13759272
5537	"ENSG00000170581.15"	"STAT2"	chr12	-	56348528	56349509	56348528	56348623	56349425	56349509
5538	"ENSG00000170581.15"	"STAT2"	chr12	-	56348751	56349509	56348751	56348804	56349425	56349509
5543	"ENSG00000170581.15"	"STAT2"	chr12	-	56348528	56350432	56348528	56348623	56350411	56350432
5544	"ENSG00000170581.15"	"STAT2"	chr12	-	56348528	56350432	56348528	56349509	56350411	56350432
5545	"ENSG00000170581.15"	"STAT2"	chr12	-	56349588	56350432	56349588	56349636	56350411	56350432
5604	"ENSG00000116044.17"	"NFE2L2"	chr2	-	177230416	177233339	177230416	177232008	177233249	177233339
5642	"ENSG00000113013.16"	"HSPA9"	chr5	-	138556773	138561789	138556773	138556866	138561579	138561789
5715	"ENSG00000127837.10"	"AAMP"	chr2	-	218265578	218266587	218265578	218265682	218266442	218266587
5716	"ENSG00000127837.10"	"AAMP"	chr2	-	218265578	218266587	218265578	218265946	218266442	218266587
5739	"ENSG00000171793.17"	"CTPS1"	chr1	+	41009444	41012550	41009444	41009589	41011657	41012550
5791	"ENSG00000255717.10"	"SNHG1"	chr11	-	62851987	62853833	62851987	62852681	62853800	62853833
5795	"ENSG00000255717.10"	"SNHG1"	chr11	-	62852810	62854064	62852810	62853115	62854017	62854064
5807	"ENSG00000255717.10"	"SNHG1"	chr11	-	62852810	62855216	62852810	62852839	62854887	62855216
5930	"ENSG00000143258.17"	"USP21"	chr1	+	161163877	161164612	161163877	161163922	161164533	161164612
5931	"ENSG00000143258.17"	"USP21"	chr1	+	161163877	161164612	161163877	161163981	161164533	161164612
5969	"ENSG00000113597.19"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664233	65664384
5970	"ENSG00000113597.19"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664236	65664384
5972	"ENSG00000143303.12"	"METTL25B"	chr1	+	156731990	156732473	156731990	156732115	156732365	156732473
5993	"ENSG00000053900.11"	"ANAPC4"	chr4	+	25413644	25414504	25413644	25413742	25414465	25414504
5994	"ENSG00000053900.11"	"ANAPC4"	chr4	+	25415465	25417739	25415465	25415540	25417615	25417739
6016	"ENSG00000178035.13"	"IMPDH2"	chr3	-	49027709	49028806	49027709	49027916	49028757	49028806
6078	"ENSG00000159377.11"	"PSMB4"	chr1	+	151400441	151401355	151400441	151400588	151401238	151401355
6150	"ENSG00000143811.20"	"PYCR2"	chr1	-	225921857	225923771	225921857	225922079	225923700	225923771
6159	"ENSG00000265241.8"	"RBM8A"	chr1	-	145926481	145927077	145926481	145926618	145927017	145927077
6166	"ENSG00000122566.23"	"HNRNPA2B1"	chr7	-	26191421	26192338	26191421	26191650	26192300	26192338
6167	"ENSG00000122566.23"	"HNRNPA2B1"	chr7	-	26189932	26192577	26189932	26190460	26192494	26192577
6185	"ENSG00000176444.20"	"CLK2"	chr1	-	155263949	155264550	155263949	155264040	155264467	155264550
6244	"ENSG00000102225.17"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703
6341	"ENSG00000115486.13"	"GGCX"	chr2	-	85554142	85559075	85554142	85554306	85558439	85559075
6415	"ENSG00000171824.14"	"EXOSC10"	chr1	-	11076841	11077651	11076841	11076948	11077600	11077651
6439	"ENSG00000143126.8"	"CELSR2"	chr1	+	109269932	109271039	109269932	109270133	109270926	109271039
6506	"ENSG00000162772.18"	"ATF3"	chr1	+	212615021	212615261	212615021	212615060	212615151	212615261
6542	"ENSG00000112159.13"	"MDN1"	chr6	-	89642793	89646603	89642793	89644193	89646539	89646603
6601	"ENSG00000230091.7"	"TMEM254-AS1"	chr10	-	80055915	80056405	80055915	80056126	80056249	80056405
6626	"ENSG00000291091.2"	"ENSG00000291091"	chr3	-	197621703	197623382	197621703	197621864	197622186	197623382
6658	"ENSG00000290831.2"	"NSUN5P2"	chr7	-	72948297	72948808	72948297	72948592	72948667	72948808
6664	"ENSG00000290831.2"	"NSUN5P2"	chr7	-	72948891	72949491	72948891	72948947	72949304	72949491
6668	"ENSG00000290831.2"	"NSUN5P2"	chr7	-	72948891	72949961	72948891	72948947	72949845	72949961
6733	"ENSG00000138668.20"	"HNRNPD"	chr4	-	82353828	82356895	82353828	82354154	82356795	82356895
6781	"ENSG00000114062.22"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407137	25409087	25409207
6788	"ENSG00000185615.16"	"PDIA2"	chr16	+	284877	285703	284877	285015	285505	285703
6790	"ENSG00000141738.14"	"GRB7"	chr17	+	39742565	39743054	39742565	39742716	39742932	39743054
6794	"ENSG00000090621.15"	"PABPC4"	chr1	-	39560815	39562203	39560815	39561122	39562072	39562203
6799	"ENSG00000090621.15"	"PABPC4"	chr1	-	39562322	39564542	39562322	39562416	39564470	39564542
6874	"ENSG00000291129.2"	"PPIEL"	chr1	-	39547578	39548951	39547578	39547608	39548861	39548951
6924	"ENSG00000144591.20"	"GMPPA"	chr2	+	219500120	219502037	219500120	219500218	219501911	219502037
6930	"ENSG00000144591.20"	"GMPPA"	chr2	+	219504082	219505761	219504082	219504213	219505457	219505761
6935	"ENSG00000144591.20"	"GMPPA"	chr2	+	219504082	219506072	219504082	219504213	219505979	219506072
6937	"ENSG00000144591.20"	"GMPPA"	chr2	+	219505457	219506072	219505457	219505555	219505979	219506072
6958	"ENSG00000164889.16"	"SLC4A2"	chr7	+	151074038	151074841	151074038	151074099	151074674	151074841
6959	"ENSG00000164889.16"	"SLC4A2"	chr7	+	151074038	151074841	151074038	151074293	151074674	151074841
7007	"ENSG00000162736.18"	"NCSTN"	chr1	+	160355654	160356347	160355654	160355757	160356259	160356347
7010	"ENSG00000162736.18"	"NCSTN"	chr1	+	160355862	160357253	160355862	160356347	160357040	160357253
7012	"ENSG00000162736.18"	"NCSTN"	chr1	+	160356259	160357253	160356259	160356347	160357128	160357253
7033	"ENSG00000143799.14"	"PARP1"	chr1	-	226363098	226365154	226363098	226363160	226365001	226365154
7042	"ENSG00000168010.11"	"ATG16L2"	chr11	+	72822477	72824842	72822477	72823797	72824733	72824842
7044	"ENSG00000168010.11"	"ATG16L2"	chr11	+	72826517	72827293	72826517	72826589	72827187	72827293
7105	"ENSG00000163798.14"	"SLC4A1AP"	chr2	+	27685036	27688767	27685036	27685277	27688699	27688767
7164	"ENSG00000105426.20"	"PTPRS"	chr19	-	5218419	5219467	5218419	5218532	5219309	5219467
7174	"ENSG00000162191.14"	"UBXN1"	chr11	-	62677517	62677832	62677517	62677563	62677739	62677832
7200	"ENSG00000204713.11"	"TRIM27"	chr6	-	28903001	28908840	28903001	28904665	28908807	28908840
7211	"ENSG00000116688.18"	"MFN2"	chr1	+	11981809	11982114	11981809	11981853	11982066	11982114
7298	"ENSG00000170144.23"	"HNRNPA3"	chr2	+	177215977	177216940	177215977	177216592	177216859	177216940
7396	"ENSG00000197958.13"	"RPL12"	chr9	-	127449609	127451405	127449609	127449708	127451049	127451405
7438	"ENSG00000164610.10"	"RP9"	chr7	-	33097270	33100561	33097270	33097362	33100530	33100561
7463	"ENSG00000121073.15"	"SLC35B1"	chr17	-	49705123	49706309	49705123	49705281	49706203	49706309
7485	"ENSG00000178038.17"	"ALS2CL"	chr3	-	46674565	46676402	46674565	46674739	46676244	46676402
7548	"ENSG00000242136.2"	"ENSG00000242136"	chr2	+	9104278	9104586	9104278	9104321	9104406	9104586
7637	"ENSG00000226833.8"	"PPP1CB-DT"	chr2	-	28748819	28750385	28748819	28748963	28750335	28750385
7645	"ENSG00000140854.13"	"KATNB1"	chr16	+	57736977	57737283	57736977	57737067	57737225	57737283
7648	"ENSG00000108298.12"	"RPL19"	chr17	+	39202316	39203109	39202316	39202445	39202988	39203109
7706	"ENSG00000143624.14"	"INTS3"	chr1	+	153746956	153748755	153746956	153747070	153748688	153748755
7776	"ENSG00000158411.11"	"MITD1"	chr2	-	99171342	99174016	99171342	99171429	99173914	99174016
7777	"ENSG00000038358.15"	"EDC4"	chr16	+	67877508	67878275	67877508	67877656	67878165	67878275
7847	"ENSG00000133460.20"	"SLC2A11"	chr22	+	23883771	23884429	23883771	23883873	23884301	23884429
7857	"ENSG00000243708.11"	"PLA2G4B"	chr15	+	41841230	41841949	41841230	41841273	41841818	41841949
7864	"ENSG00000005448.17"	"WDR54"	chr2	+	74423318	74423982	74423318	74423385	74423854	74423982
7867	"ENSG00000108654.16"	"DDX5"	chr17	-	64500548	64501143	64500548	64500882	64501056	64501143
7873	"ENSG00000108654.16"	"DDX5"	chr17	-	64502161	64503098	64502161	64502223	64502925	64503098
7881	"ENSG00000182944.18"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29291564	29291599
7884	"ENSG00000182944.18"	"EWSR1"	chr22	+	29298732	29299851	29298732	29298895	29299598	29299851
7893	"ENSG00000198830.13"	"HMGN2"	chr1	+	26473482	26474135	26473482	26473527	26474084	26474135
7922	"ENSG00000165271.17"	"NOL6"	chr9	-	33469206	33470191	33469206	33469341	33470011	33470191
7957	"ENSG00000100911.16"	"PSME2"	chr14	-	24144399	24145273	24144399	24144468	24145242	24145273
7960	"ENSG00000100911.16"	"PSME2"	chr14	-	24145378	24146240	24145378	24145465	24146207	24146240
7973	"ENSG00000198837.10"	"DENND4B"	chr1	-	153930538	153931064	153930538	153930603	153930946	153931064
8091	"ENSG00000143093.15"	"STRIP1"	chr1	+	110049111	110050409	110049111	110049238	110050342	110050409
