ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2254	"ENSG00000140365.16"	"COMMD4"	chr15	+	75338984	75339878	75338984	75339104	75339701	75339878
2264	"ENSG00000213145.10"	"CRIP1"	chr14	+	105486316	105488388	105486316	105487299	105488330	105488388
2269	"ENSG00000187531.14"	"SIRT7"	chr17	-	81914293	81915512	81914293	81914530	81915439	81915512
2272	"ENSG00000075413.19"	"MARK3"	chr14	+	103465556	103466442	103465556	103465793	103466342	103466442
2297	"ENSG00000258498.11"	"DIO3OS"	chr14	-	101552222	101555676	101552222	101554242	101555212	101555676
2379	"ENSG00000140043.12"	"PTGR2"	chr14	+	73876997	73880176	73876997	73877168	73880054	73880176
2416	"ENSG00000291140.2"	"AMZ2P1"	chr17	-	64974950	64975571	64974950	64975117	64975518	64975571
2434	"ENSG00000214900.14"	"LINC01588"	chr14	-	50005363	50007520	50005363	50005465	50005593	50007520
2454	"ENSG00000100906.12"	"NFKBIA"	chr14	-	35402770	35403798	35402770	35402859	35403689	35403798
2502	"ENSG00000092098.18"	"RNF31"	chr14	+	24149405	24151379	24149405	24149583	24150597	24151379
2503	"ENSG00000092098.18"	"RNF31"	chr14	+	24149405	24151379	24149405	24149583	24151130	24151379
2504	"ENSG00000092098.18"	"RNF31"	chr14	+	24149405	24151379	24149405	24150448	24151130	24151379
2526	"ENSG00000213983.12"	"AP1G2"	chr14	-	23563715	23564221	23563715	23563853	23564045	23564221
2539	"ENSG00000100888.15"	"CHD8"	chr14	-	21394911	21395892	21394911	21395119	21395816	21395892
2546	"ENSG00000092199.19"	"HNRNPC"	chr14	-	21263310	21263829	21263310	21263582	21263666	21263829
2557	"ENSG00000198805.13"	"PNP"	chr14	+	20472307	20475252	20472307	20472477	20475061	20475252
2558	"ENSG00000198805.13"	"PNP"	chr14	+	20474471	20475252	20474471	20474575	20475061	20475252
2623	"ENSG00000215417.15"	"MIR17HG"	chr13	+	91350155	91354577	91350155	91350226	91353917	91354577
2636	"ENSG00000005810.20"	"MYCBP2"	chr13	-	77087483	77090263	77087483	77087633	77090105	77090263
2655	"ENSG00000174032.17"	"SLC25A30"	chr13	-	45393315	45399078	45393315	45396015	45398939	45399078
2675	"ENSG00000120699.14"	"EXOSC8"	chr13	+	37003494	37004561	37003494	37003517	37004476	37004561
2699	"ENSG00000064601.21"	"CTSA"	chr20	+	45894993	45898109	45894993	45895138	45896964	45898109
2700	"ENSG00000064601.21"	"CTSA"	chr20	+	45894993	45897806	45894993	45895133	45897716	45897806
2731	"ENSG00000149925.22"	"ALDOA"	chr16	+	30067449	30068978	30067449	30067661	30068817	30068978
2743	"ENSG00000185163.10"	"DDX51"	chr12	-	132141497	132142190	132141497	132141606	132142118	132142190
2756	"ENSG00000129460.17"	"NGDN"	chr14	+	23475170	23475778	23475170	23475308	23475725	23475778
2762	"ENSG00000129460.17"	"NGDN"	chr14	+	23476238	23477560	23476238	23476407	23477502	23477560
2802	"ENSG00000278053.5"	"DDX52"	chr17	-	37619767	37621277	37619767	37619839	37621126	37621277
2803	"ENSG00000278053.5"	"DDX52"	chr17	-	37620872	37621520	37620872	37620948	37621397	37621520
2806	"ENSG00000111011.18"	"RSRC2"	chr12	-	122518838	122521428	122518838	122519051	122521384	122521428
2821	"ENSG00000092010.15"	"PSME1"	chr14	+	24136984	24137431	24136984	24137017	24137320	24137431
2921	"ENSG00000089195.15"	"TRMT6"	chr20	-	5941052	5942036	5941052	5941139	5941950	5942036
3029	"ENSG00000182199.11"	"SHMT2"	chr12	+	57232703	57233662	57232703	57232843	57233562	57233662
3064	"ENSG00000065357.20"	"DGKA"	chr12	+	55951622	55952431	55951622	55951783	55952340	55952431
3084	"ENSG00000288663.1"	"ENSG00000288663"	chr12	+	53303033	53306861	53303033	53303193	53306679	53306861
3094	"ENSG00000257337.10"	"TNS2-AS1"	chr12	-	53045599	53046061	53045599	53045653	53046007	53046061
3115	"ENSG00000110844.14"	"PRPF40B"	chr12	+	49631859	49632880	49631859	49631925	49632854	49632880
3119	"ENSG00000135451.13"	"TROAP"	chr12	+	49330144	49331407	49330144	49330573	49331213	49331407
3125	"ENSG00000142534.7"	"RPS11"	chr19	+	49497193	49498046	49497193	49497282	49497519	49498046
3142	"ENSG00000103510.20"	"KAT8"	chr16	+	31130455	31131393	31130455	31130606	31131194	31131393
3143	"ENSG00000129317.15"	"PUS7L"	chr12	-	43754335	43755261	43754335	43754442	43755216	43755261
3177	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490576	49489849	49489922	49490474	49490576
3179	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490576	49489849	49489912	49490479	49490576
3182	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490864	49489849	49489922	49490778	49490864
3183	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49490864	49489849	49490297	49490778	49490864
3186	"ENSG00000142541.18"	"RPL13A"	chr19	+	49489849	49491547	49489849	49490864	49491424	49491547
3255	"ENSG00000182326.17"	"C1S"	chr12	+	7062474	7064392	7062474	7062682	7064266	7064392
3300	"ENSG00000131899.13"	"LLGL1"	chr17	+	18240577	18241999	18240577	18240873	18241884	18241999
3311	"ENSG00000151062.15"	"CACNA2D4"	chr12	-	1799674	1800438	1799674	1799695	1800385	1800438
3353	"ENSG00000151503.14"	"NCAPD3"	chr11	-	134153708	134157095	134153708	134153795	134156751	134157095
3364	"ENSG00000196323.14"	"ZBTB44"	chr11	-	130226676	130234273	130226676	130231715	130234155	130234273
3389	"ENSG00000109971.14"	"HSPA8"	chr11	-	123058251	123059261	123058251	123058484	123059058	123059261
3424	"ENSG00000160695.16"	"VPS11"	chr11	+	119078172	119078997	119078172	119078334	119078794	119078997
3558	"ENSG00000162129.15"	"CLPB"	chr11	-	72294021	72295648	72294021	72294126	72294619	72295648
3644	"ENSG00000174744.14"	"BRMS1"	chr11	-	66340773	66341333	66340773	66340870	66341205	66341333
3652	"ENSG00000293413.2"	"ENSG00000293413"	chr20	-	35559340	35560638	35559340	35559627	35560539	35560638
3703	"ENSG00000133895.19"	"MEN1"	chr11	-	64806231	64807219	64806231	64806368	64807178	64807219
3729	"ENSG00000162236.13"	"STX5"	chr11	-	62824458	62825339	62824458	62824565	62825282	62825339
3878	"ENSG00000184014.9"	"DENND5A"	chr11	-	9141939	9143485	9141939	9142108	9143402	9143485
3885	"ENSG00000184014.9"	"DENND5A"	chr11	-	9144096	9147151	9144096	9145113	9147029	9147151
3890	"ENSG00000175390.15"	"EIF3F"	chr11	+	7994425	7995367	7994425	7994517	7995253	7995367
3893	"ENSG00000166394.15"	"CYB5R2"	chr11	-	7668477	7672523	7668477	7668561	7672450	7672523
3897	"ENSG00000166340.18"	"TPP1"	chr11	-	6615441	6616859	6615441	6615562	6616314	6616859
3902	"ENSG00000166340.18"	"TPP1"	chr11	-	6616974	6617776	6616974	6617153	6617625	6617776
3915	"ENSG00000179532.13"	"DNHD1"	chr11	+	6497770	6498961	6497770	6497844	6498722	6498961
3918	"ENSG00000179532.13"	"DNHD1"	chr11	+	6565694	6566765	6565694	6565991	6566586	6566765
3920	"ENSG00000179532.13"	"DNHD1"	chr11	+	6570008	6571423	6570008	6570100	6570617	6571423
3922	"ENSG00000179532.13"	"DNHD1"	chr11	+	6570008	6572027	6570008	6570396	6571635	6572027
3998	"ENSG00000185101.13"	"ANO9"	chr11	-	429569	430179	429569	429652	430082	430179
4038	"ENSG00000203780.12"	"FANK1"	chr10	+	126009053	126009592	126009053	126009131	126009372	126009592
4076	"ENSG00000141959.17"	"PFKL"	chr21	+	44324855	44326060	44324855	44324917	44325960	44326060
4120	"ENSG00000064687.13"	"ABCA7"	chr19	+	1041509	1042176	1041509	1041603	1042063	1042176
4122	"ENSG00000064687.13"	"ABCA7"	chr19	+	1056906	1058747	1056906	1057084	1058617	1058747
4123	"ENSG00000064687.13"	"ABCA7"	chr19	+	1056906	1058747	1056906	1057429	1058617	1058747
4151	"ENSG00000116691.11"	"MIIP"	chr1	+	12029222	12030124	12029222	12029281	12030027	12030124
4295	"ENSG00000204351.13"	"SKIC2"	chr6	+	31967955	31968538	31967955	31968082	31968331	31968538
4297	"ENSG00000204351.13"	"SKIC2"	chr6	+	31967955	31968538	31967955	31968082	31968347	31968538
4397	"ENSG00000204435.15"	"CSNK2B"	chr6	+	31666820	31668654	31666820	31666903	31668538	31668654
4398	"ENSG00000204435.15"	"CSNK2B"	chr6	+	31668538	31669508	31668538	31668654	31669318	31669508
4433	"ENSG00000175054.16"	"ATR"	chr3	-	142465096	142468068	142465096	142465240	142467933	142468068
4460	"ENSG00000100225.18"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281
4479	"ENSG00000178163.8"	"ZNF518B"	chr4	-	10450886	10454988	10450886	10453022	10454804	10454988
4484	"ENSG00000251562.13"	"MALAT1"	chr11	+	65502289	65502995	65502289	65502393	65502647	65502995
4486	"ENSG00000251562.13"	"MALAT1"	chr11	+	65503116	65504206	65503116	65503120	65504132	65504206
4506	"ENSG00000082512.15"	"TRAF5"	chr1	+	211356366	211360779	211356366	211356468	211360701	211360779
4520	"ENSG00000168000.16"	"BSCL2"	chr11	-	62690786	62692797	62690786	62691141	62692662	62692797
4572	"ENSG00000213928.10"	"IRF9"	chr14	+	24164062	24166449	24164062	24164134	24166121	24166449
4577	"ENSG00000064703.13"	"DDX20"	chr1	+	111760705	111761284	111760705	111760848	111761225	111761284
4597	"ENSG00000221829.11"	"FANCG"	chr9	-	35073872	35075325	35073872	35074216	35075278	35075325
4598	"ENSG00000221829.11"	"FANCG"	chr9	-	35074370	35075325	35074370	35074462	35075278	35075325
4599	"ENSG00000221829.11"	"FANCG"	chr9	-	35074370	35075325	35074370	35074494	35075278	35075325
4605	"ENSG00000221829.11"	"FANCG"	chr9	-	35075464	35076583	35075464	35075754	35076431	35076583
4606	"ENSG00000221829.11"	"FANCG"	chr9	-	35075464	35076583	35075464	35075729	35076449	35076583
4607	"ENSG00000221829.11"	"FANCG"	chr9	-	35075464	35076583	35075464	35075754	35076449	35076583
4622	"ENSG00000197989.16"	"SNHG12"	chr1	-	28579532	28579981	28579532	28579587	28579682	28579981
4626	"ENSG00000197989.16"	"SNHG12"	chr1	-	28579532	28580646	28579532	28579587	28580559	28580646
4629	"ENSG00000197989.16"	"SNHG12"	chr1	-	28579911	28581229	28579911	28579981	28581110	28581229
4679	"ENSG00000151967.19"	"SCHIP1"	chr3	+	159886206	159888943	159886206	159886324	159888819	159888943
4718	"ENSG00000090539.16"	"CHRD"	chr3	+	184386045	184386938	184386045	184386159	184386844	184386938
4738	"ENSG00000177646.20"	"ACAD9"	chr3	+	128909343	128910813	128909343	128909421	128910740	128910813
4753	"ENSG00000169032.11"	"MAP2K1"	chr15	+	66487227	66489763	66487227	66487292	66489717	66489763
4766	"ENSG00000092094.11"	"OSGEP"	chr14	-	20447614	20448171	20447614	20447690	20448105	20448171
4833	"ENSG00000149136.9"	"SSRP1"	chr11	-	57332624	57333540	57332624	57332855	57333434	57333540
4859	"ENSG00000149532.16"	"CPSF7"	chr11	-	61415665	61416519	61415665	61415784	61416363	61416519
4876	"ENSG00000128789.22"	"PSMG2"	chr18	+	12720509	12725706	12720509	12720683	12725438	12725706
4890	"ENSG00000130816.17"	"DNMT1"	chr19	-	10138438	10140909	10138438	10138605	10140780	10140909
4899	"ENSG00000135931.19"	"ARMC9"	chr2	+	231288659	231290019	231288659	231288721	231289904	231290019
4925	"ENSG00000122952.17"	"ZWINT"	chr10	-	56359686	56360383	56359686	56359853	56360292	56360383
4932	"ENSG00000247596.10"	"TWF2"	chr3	-	52229660	52230995	52229660	52229782	52230869	52230995
4952	"ENSG00000138750.16"	"NUP54"	chr4	-	76130655	76132719	76130655	76130718	76132522	76132719
4954	"ENSG00000138750.16"	"NUP54"	chr4	-	76130655	76132719	76130655	76130792	76132522	76132719
4979	"ENSG00000178467.18"	"P4HTM"	chr3	+	49004860	49005867	49004860	49005170	49005776	49005867
4980	"ENSG00000178467.18"	"P4HTM"	chr3	+	49002499	49006187	49002499	49002596	49006063	49006187
4996	"ENSG00000232956.11"	"SNHG15"	chr7	-	44983821	44986097	44983821	44984046	44985881	44986097
5021	"ENSG00000110330.10"	"BIRC2"	chr11	+	102348597	102350749	102348597	102348719	102349877	102350749
5029	"ENSG00000103024.8"	"NME3"	chr16	-	1770880	1771410	1770880	1770993	1771279	1771410
5131	"ENSG00000136450.13"	"SRSF1"	chr17	-	58004922	58005973	58004922	58005041	58005800	58005973
5155	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986414	51987453	51986414	51987061	51987308	51987453
5158	"ENSG00000114786.16"	"ABHD14A-ACY1"	chr3	+	51986604	51988603	51986604	51986661	51988523	51988603
5204	"ENSG00000130714.19"	"POMT1"	chr9	+	131509902	131510415	131509902	131510062	131510356	131510415
5237	"ENSG00000156983.17"	"BRPF1"	chr3	+	9742024	9742541	9742024	9742171	9742351	9742541
5285	"ENSG00000175455.16"	"CCDC14"	chr3	-	123955842	123956795	123955842	123955965	123956739	123956795
5286	"ENSG00000175455.16"	"CCDC14"	chr3	-	123955842	123956795	123955842	123956115	123956739	123956795
5311	"ENSG00000165525.18"	"NEMF"	chr14	-	49784924	49785320	49784924	49785004	49785219	49785320
5320	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15331215	15331299	15331589	15331992
5362	"ENSG00000105122.13"	"RASAL3"	chr19	-	15451623	15452815	15451623	15451938	15452657	15452815
5431	"ENSG00000173540.14"	"GMPPB"	chr3	-	49722595	49723302	49722595	49722754	49723253	49723302
5457	"ENSG00000145191.15"	"EIF2B5"	chr3	+	184143051	184144224	184143051	184143142	184144098	184144224
5531	"ENSG00000181135.16"	"ZNF707"	chr8	+	143691072	143692330	143691072	143691199	143692244	143692330
5532	"ENSG00000181135.16"	"ZNF707"	chr8	+	143691072	143692330	143691072	143691232	143692244	143692330
5545	"ENSG00000104957.14"	"YJU2B"	chr19	+	13758867	13759272	13758867	13759010	13759110	13759272
5569	"ENSG00000170581.15"	"STAT2"	chr12	-	56348528	56349509	56348528	56348623	56349344	56349509
5572	"ENSG00000170581.15"	"STAT2"	chr12	-	56348528	56349509	56348528	56348623	56349425	56349509
5573	"ENSG00000170581.15"	"STAT2"	chr12	-	56348751	56349509	56348751	56348804	56349425	56349509
5578	"ENSG00000170581.15"	"STAT2"	chr12	-	56348528	56350432	56348528	56348623	56350411	56350432
5579	"ENSG00000170581.15"	"STAT2"	chr12	-	56348528	56350432	56348528	56349509	56350411	56350432
5580	"ENSG00000170581.15"	"STAT2"	chr12	-	56349588	56350432	56349588	56349636	56350411	56350432
5676	"ENSG00000113013.16"	"HSPA9"	chr5	-	138556773	138561789	138556773	138556866	138561579	138561789
5749	"ENSG00000127837.10"	"AAMP"	chr2	-	218265578	218266587	218265578	218265682	218266442	218266587
5750	"ENSG00000127837.10"	"AAMP"	chr2	-	218265578	218266587	218265578	218265946	218266442	218266587
5795	"ENSG00000104679.12"	"R3HCC1"	chr8	+	23289865	23290469	23289865	23289925	23290334	23290469
5828	"ENSG00000255717.10"	"SNHG1"	chr11	-	62852810	62854064	62852810	62853115	62854017	62854064
5840	"ENSG00000255717.10"	"SNHG1"	chr11	-	62852810	62855216	62852810	62852839	62854887	62855216
5963	"ENSG00000143258.17"	"USP21"	chr1	+	161163877	161164612	161163877	161163922	161164533	161164612
5964	"ENSG00000143258.17"	"USP21"	chr1	+	161163877	161164612	161163877	161163981	161164533	161164612
6002	"ENSG00000113597.19"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664233	65664384
6003	"ENSG00000113597.19"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664236	65664384
6005	"ENSG00000143303.12"	"METTL25B"	chr1	+	156731990	156732473	156731990	156732115	156732365	156732473
6026	"ENSG00000053900.11"	"ANAPC4"	chr4	+	25413644	25414504	25413644	25413742	25414465	25414504
6027	"ENSG00000053900.11"	"ANAPC4"	chr4	+	25415465	25417739	25415465	25415540	25417615	25417739
6049	"ENSG00000178035.13"	"IMPDH2"	chr3	-	49027709	49028806	49027709	49027916	49028757	49028806
6094	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146521543	146522053	146521543	146521701	146521832	146522053
6104	"ENSG00000152952.14"	"PLOD2"	chr3	-	146076781	146079257	146076781	146077192	146079115	146079257
6113	"ENSG00000159377.11"	"PSMB4"	chr1	+	151400441	151401355	151400441	151400588	151401238	151401355
6185	"ENSG00000143811.20"	"PYCR2"	chr1	-	225921857	225923771	225921857	225922079	225923700	225923771
6194	"ENSG00000265241.8"	"RBM8A"	chr1	-	145926481	145927077	145926481	145926618	145927017	145927077
6201	"ENSG00000122566.23"	"HNRNPA2B1"	chr7	-	26189932	26192577	26189932	26190460	26192494	26192577
6219	"ENSG00000176444.20"	"CLK2"	chr1	-	155263949	155264550	155263949	155264040	155264467	155264550
6278	"ENSG00000102225.17"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703
6375	"ENSG00000115486.13"	"GGCX"	chr2	-	85554142	85559075	85554142	85554306	85558439	85559075
6449	"ENSG00000171824.14"	"EXOSC10"	chr1	-	11076841	11077651	11076841	11076948	11077600	11077651
6473	"ENSG00000143126.8"	"CELSR2"	chr1	+	109269932	109271039	109269932	109270133	109270926	109271039
6501	"ENSG00000228793.4"	"ENSG00000228793"	chr6	-	3653220	3654795	3653220	3653305	3653600	3654795
6504	"ENSG00000091483.8"	"FH"	chr1	-	241500436	241504245	241500436	241500590	241504041	241504245
6542	"ENSG00000162772.18"	"ATF3"	chr1	+	212615021	212615261	212615021	212615060	212615151	212615261
6578	"ENSG00000112159.13"	"MDN1"	chr6	-	89642793	89646603	89642793	89644193	89646539	89646603
6637	"ENSG00000230091.7"	"TMEM254-AS1"	chr10	-	80055915	80056405	80055915	80056126	80056249	80056405
6662	"ENSG00000291091.2"	"ENSG00000291091"	chr3	-	197621703	197623382	197621703	197621864	197622186	197623382
6694	"ENSG00000290831.2"	"NSUN5P2"	chr7	-	72948297	72948808	72948297	72948592	72948667	72948808
6700	"ENSG00000290831.2"	"NSUN5P2"	chr7	-	72948891	72949491	72948891	72948947	72949304	72949491
6702	"ENSG00000290831.2"	"NSUN5P2"	chr7	-	72948891	72949491	72948891	72948947	72949312	72949491
6705	"ENSG00000290831.2"	"NSUN5P2"	chr7	-	72948891	72949961	72948891	72948947	72949845	72949961
6770	"ENSG00000138668.20"	"HNRNPD"	chr4	-	82353828	82356895	82353828	82354154	82356795	82356895
6771	"ENSG00000153187.21"	"HNRNPU"	chr1	-	244846603	244854503	244846603	244846706	244854317	244854503
6819	"ENSG00000114062.22"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407137	25409087	25409207
6820	"ENSG00000114062.22"	"UBE3A"	chr15	-	25407066	25409207	25407066	25407212	25409087	25409207
6827	"ENSG00000185615.16"	"PDIA2"	chr16	+	284877	285703	284877	285015	285505	285703
6829	"ENSG00000141738.14"	"GRB7"	chr17	+	39742565	39743054	39742565	39742716	39742932	39743054
6833	"ENSG00000090621.15"	"PABPC4"	chr1	-	39560815	39562203	39560815	39561122	39562072	39562203
6838	"ENSG00000090621.15"	"PABPC4"	chr1	-	39562322	39564542	39562322	39562416	39564470	39564542
6913	"ENSG00000291129.2"	"PPIEL"	chr1	-	39547578	39548951	39547578	39547608	39548861	39548951
6963	"ENSG00000144591.20"	"GMPPA"	chr2	+	219500120	219502037	219500120	219500218	219501911	219502037
6969	"ENSG00000144591.20"	"GMPPA"	chr2	+	219504082	219505761	219504082	219504213	219505457	219505761
6974	"ENSG00000144591.20"	"GMPPA"	chr2	+	219504082	219506072	219504082	219504213	219505979	219506072
6976	"ENSG00000144591.20"	"GMPPA"	chr2	+	219505457	219506072	219505457	219505555	219505979	219506072
