ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
557	"ENSG00000203879.12"	"GDI1"	chrX	+	154442373	154442428	154440523	154441794	154442519	154442728
559	"ENSG00000196924.19"	"FLNA"	chrX	-	154349361	154349565	154348523	154349036	154349648	154349867
560	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154350207	154349648	154349867	154350908	154351041
561	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351041	154350030	154350207	154351139	154351203
562	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351041	154350030	154350207	154351580	154351696
563	"ENSG00000196924.19"	"FLNA"	chrX	-	154351580	154351696	154350908	154351041	154351883	154352021
564	"ENSG00000196924.19"	"FLNA"	chrX	-	154352180	154352447	154351727	154352021	154352771	154352924
567	"ENSG00000196924.19"	"FLNA"	chrX	-	154353914	154354043	154353553	154353727	154354150	154354291
568	"ENSG00000196924.19"	"FLNA"	chrX	-	154354615	154354711	154354380	154354483	154354824	154354889
570	"ENSG00000196924.19"	"FLNA"	chrX	-	154361669	154361787	154361307	154361570	154361978	154362148
571	"ENSG00000196924.19"	"FLNA"	chrX	-	154365348	154365486	154365135	154365259	154366307	154366470
573	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154365348	154365486	154366307	154366470
574	"ENSG00000196924.19"	"FLNA"	chrX	-	154366023	154366224	154365348	154365486	154366307	154366334
577	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153932538	153932584	153934376	153934475
578	"ENSG00000102030.16"	"NAA10"	chrX	-	153933960	153934001	153932538	153932584	153934376	153934475
587	"ENSG00000067829.20"	"IDH3G"	chrX	-	153786211	153786272	153785767	153785973	153786354	153786449
588	"ENSG00000067829.20"	"IDH3G"	chrX	-	153786800	153786947	153785766	153786449	153787050	153787153
589	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787050	153787153	153785766	153786449	153787463	153787553
590	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787050	153787153	153785766	153786449	153787822	153787955
591	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787463	153787597	153785766	153786449	153787822	153787955
592	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787463	153787597	153785766	153786449	153788074	153788135
593	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787463	153787597	153787050	153787153	153787822	153787955
594	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787822	153787955	153785766	153786449	153788074	153788135
595	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787822	153787955	153787390	153787597	153788074	153788135
597	"ENSG00000067829.20"	"IDH3G"	chrX	-	153789711	153789824	153788074	153788135	153790194	153790292
598	"ENSG00000067829.20"	"IDH3G"	chrX	-	153790563	153790575	153789837	153790292	153790809	153790851
599	"ENSG00000067829.20"	"IDH3G"	chrX	-	153790809	153790851	153790563	153790575	153794245	153794325
600	"ENSG00000067829.20"	"IDH3G"	chrX	-	153790809	153790971	153790563	153790575	153794245	153794356
601	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153690374	153690506	153687925	153688836	153691303	153691553
602	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153693040	153693175	153691974	153692107	153693262	153693366
603	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153694129	153694267	153693904	153694017	153694343	153694420
606	"ENSG00000262919.8"	"CCNQ"	chrX	-	153592505	153592733	153587931	153588394	153594546	153594679
608	"ENSG00000262919.8"	"CCNQ"	chrX	-	153594546	153594679	153587931	153588394	153596003	153596063
610	"ENSG00000262919.8"	"CCNQ"	chrX	-	153596003	153596187	153594546	153594679	153598961	153599054
612	"ENSG00000147394.20"	"ZNF185"	chrX	+	152915137	152915203	152914709	152914833	152917130	152917169
613	"ENSG00000147394.20"	"ZNF185"	chrX	+	152918064	152918154	152917284	152917362	152918982	152919081
615	"ENSG00000147394.20"	"ZNF185"	chrX	+	152920327	152920411	152918982	152919081	152920709	152920748
616	"ENSG00000147394.20"	"ZNF185"	chrX	+	152922172	152922256	152920706	152920748	152928574	152928661
617	"ENSG00000147394.20"	"ZNF185"	chrX	+	152922172	152922256	152920706	152920748	152931671	152931776
618	"ENSG00000147394.20"	"ZNF185"	chrX	+	152922719	152922809	152922172	152922256	152928574	152928661
620	"ENSG00000147394.20"	"ZNF185"	chrX	+	152928574	152928661	152920706	152920748	152931671	152931776
621	"ENSG00000147394.20"	"ZNF185"	chrX	+	152928574	152928661	152922172	152922256	152931671	152931776
623	"ENSG00000147394.20"	"ZNF185"	chrX	+	152932872	152932971	152931671	152931776	152936417	152936513
625	"ENSG00000147394.20"	"ZNF185"	chrX	+	152936417	152936513	152931671	152931776	152938073	152938163
627	"ENSG00000147394.20"	"ZNF185"	chrX	+	152938073	152938163	152932872	152932971	152945266	152945464
629	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959896	152945266	152945464	152963838	152963949
630	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152945266	152945464	152963838	152963949
631	"ENSG00000147394.20"	"ZNF185"	chrX	+	152963838	152963949	152959698	152959896	152965446	152965527
632	"ENSG00000147394.20"	"ZNF185"	chrX	+	152963838	152963949	152959698	152959896	152967166	152967238
633	"ENSG00000147394.20"	"ZNF185"	chrX	+	152965446	152965527	152959698	152959896	152967166	152967238
634	"ENSG00000147394.20"	"ZNF185"	chrX	+	152965446	152965527	152963838	152963949	152967166	152967238
655	"ENSG00000241769.7"	"EOLA1-DT"	chrX	-	149538114	149538172	149533987	149534374	149540694	149540791
656	"ENSG00000241769.7"	"EOLA1-DT"	chrX	-	149538723	149538906	149538114	149538172	149539076	149539304
658	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149486924	149487098	149477103	149483218	149490313	149490440
659	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149496345	149496516	149490313	149490440	149498106	149498307
660	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149498106	149498307	149496345	149496516	149500948	149501037
661	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149500948	149501037	149529366	149529428
663	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149536173	149536213	149532881	149534374	149538114	149538172
667	"ENSG00000010404.18"	"IDS"	chrX	-	149503311	149503489	149500948	149501037	149504156	149504219
694	"ENSG00000101974.15"	"ATP11C"	chrX	-	139731650	139731755	139726347	139728962	139737730	139737796
698	"ENSG00000101974.15"	"ATP11C"	chrX	-	139737730	139737796	139731650	139731755	139737915	139738069
700	"ENSG00000101974.15"	"ATP11C"	chrX	-	139814877	139814985	139804470	139804599	139816862	139816943
729	"ENSG00000165704.15"	"HPRT1"	chrX	+	134498607	134498684	134498389	134498436	134500029	134500668
738	"ENSG00000171004.19"	"HS6ST2"	chrX	-	132669112	132669199	132626014	132629093	132708461	132708494
739	"ENSG00000171004.19"	"HS6ST2"	chrX	-	132708461	132708494	132626014	132629093	132956807	132957326
764	"ENSG00000165675.20"	"ENOX2"	chrX	-	130667529	130667742	130665642	130665749	130669964	130670198
765	"ENSG00000165675.20"	"ENOX2"	chrX	-	130669964	130670198	130667529	130667742	130679541	130679748
766	"ENSG00000165675.20"	"ENOX2"	chrX	-	130679541	130679748	130669964	130670198	130688862	130689018
767	"ENSG00000165675.20"	"ENOX2"	chrX	-	130688862	130689018	130679541	130679748	130703119	130703254
774	"ENSG00000134597.17"	"RBMX2"	chrX	+	130402254	130402370	130401986	130402037	130403801	130403853
778	"ENSG00000122126.18"	"OCRL"	chrX	+	129557860	129557950	129557324	129557435	129558632	129558753
779	"ENSG00000122126.18"	"OCRL"	chrX	+	129560549	129560651	129558839	129559001	129561178	129561293
791	"ENSG00000125676.20"	"THOC2"	chrX	-	123613398	123613556	123611439	123611516	123613638	123613708
792	"ENSG00000125676.20"	"THOC2"	chrX	-	123613638	123613708	123600560	123601338	123614051	123614189
793	"ENSG00000125676.20"	"THOC2"	chrX	-	123613638	123613708	123611439	123611516	123614051	123614189
794	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619436	123614051	123614189	123620906	123620948
795	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123614051	123614189	123620906	123620965
796	"ENSG00000125676.20"	"THOC2"	chrX	-	123622757	123622860	123621156	123621587	123623104	123623283
798	"ENSG00000125676.20"	"THOC2"	chrX	-	123625911	123626069	123624540	123624669	123626520	123626636
799	"ENSG00000125676.20"	"THOC2"	chrX	-	123632860	123633040	123631687	123631852	123633952	123634070
800	"ENSG00000125676.20"	"THOC2"	chrX	-	123668158	123668314	123667105	123667278	123671668	123671761
801	"ENSG00000125676.20"	"THOC2"	chrX	-	123671668	123671761	123667105	123667278	123686547	123686714
802	"ENSG00000125676.20"	"THOC2"	chrX	-	123671668	123671761	123668158	123668314	123706857	123706949
803	"ENSG00000125676.20"	"THOC2"	chrX	-	123686547	123686714	123671668	123671761	123703453	123703505
804	"ENSG00000125676.20"	"THOC2"	chrX	-	123686547	123686714	123671668	123671761	123706857	123706949
805	"ENSG00000125676.20"	"THOC2"	chrX	-	123696020	123696154	123686547	123686714	123696720	123696835
806	"ENSG00000125676.20"	"THOC2"	chrX	-	123703453	123703505	123671668	123671761	123706857	123706949
807	"ENSG00000125676.20"	"THOC2"	chrX	-	123703453	123703505	123686547	123686714	123706857	123706949
808	"ENSG00000125676.20"	"THOC2"	chrX	-	123703453	123703505	123697680	123697751	123706857	123706949
809	"ENSG00000125676.20"	"THOC2"	chrX	-	123706853	123706949	123703453	123703505	123712849	123712904
810	"ENSG00000125676.20"	"THOC2"	chrX	-	123706857	123706949	123703453	123703505	123712849	123712908
838	"ENSG00000018610.15"	"STEEP1"	chrX	-	119541327	119541420	119538148	119539789	119542504	119542594
839	"ENSG00000018610.15"	"STEEP1"	chrX	-	119542504	119542594	119541327	119541420	119560267	119560385
840	"ENSG00000018610.15"	"STEEP1"	chrX	-	119544352	119544491	119542504	119542594	119545462	119545504
841	"ENSG00000018610.15"	"STEEP1"	chrX	-	119544352	119544491	119542504	119542594	119560267	119560385
842	"ENSG00000018610.15"	"STEEP1"	chrX	-	119545462	119545504	119542504	119542594	119560267	119560385
844	"ENSG00000018610.15"	"STEEP1"	chrX	-	119560267	119560385	119541327	119541420	119565231	119565408
845	"ENSG00000018610.15"	"STEEP1"	chrX	-	119560267	119560385	119545462	119545504	119565231	119565408
846	"ENSG00000005022.6"	"SLC25A5"	chrX	+	119469660	119470147	119468443	119468626	119470372	119470513
849	"ENSG00000003096.15"	"KLHL13"	chrX	-	117920237	117920370	117919520	117919717	117945433	117945575
855	"ENSG00000102024.19"	"PLS3"	chrX	+	115643312	115643508	115640303	115640503	115645020	115645099
856	"ENSG00000102024.19"	"PLS3"	chrX	+	115647892	115648017	115647549	115647673	115649428	115649758
857	"ENSG00000271826.5"	"PLS3-AS1"	chrX	-	115562403	115562530	115518181	115519711	115562625	115562707
861	"ENSG00000182508.14"	"LHFPL1"	chrX	-	112660626	112660725	112630647	112631601	112671008	112671404
865	"ENSG00000101901.13"	"ALG13"	chrX	+	111708026	111708393	111684964	111685103	111708964	111708998
867	"ENSG00000101901.13"	"ALG13"	chrX	+	111708964	111709048	111684964	111685103	111711674	111711725
868	"ENSG00000101901.13"	"ALG13"	chrX	+	111708964	111709048	111684964	111685103	111713224	111713297
872	"ENSG00000101901.13"	"ALG13"	chrX	+	111721602	111721711	111720094	111720170	111724933	111725061
876	"ENSG00000101901.13"	"ALG13"	chrX	+	111728184	111728305	111727613	111727770	111730394	111730427
879	"ENSG00000101901.13"	"ALG13"	chrX	+	111744667	111744904	111737026	111737081	111752789	111752830
882	"ENSG00000197565.17"	"COL4A6"	chrX	-	108178683	108178845	108176840	108177011	108179216	108179438
901	"ENSG00000147234.11"	"FRMPD3"	chrX	+	107533504	107533550	107530408	107530511	107545736	107545841
902	"ENSG00000147234.11"	"FRMPD3"	chrX	+	107563110	107563200	107560726	107560853	107564886	107565066
906	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678600	103675495	103677051	103684680	103684729
908	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103676825	103677051	103684680	103684729
909	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103676825	103677051	103685170	103685260
910	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103675497	103677051	103684680	103684729
912	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103684680	103684729	103676494	103677051	103685170	103685260
914	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103684680	103684729	103678498	103678620	103685170	103685260
916	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103685170	103685260	103678498	103678600	103686630	103686684
917	"ENSG00000172465.14"	"TCEAL1"	chrX	+	103629493	103629561	103628703	103628793	103629884	103630447
919	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585858	103586291	103585532	103585624	103586648	103587694
920	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585969	103586291	103585562	103585624	103586648	103586949
921	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103586218	103586291	103585514	103585624	103586648	103586905
932	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101887197	101887304	101886631	101886731	101892704	101892754
933	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101887197	101887304	101886631	101886731	101894453	101894904
934	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101892704	101892754	101886631	101886731	101894453	101894904
936	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101894453	101894904	101886631	101886731	101895813	101895879
937	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101895813	101895879	101886631	101886731	101897867	101898042
938	"ENSG00000166432.16"	"ZMAT1"	chrX	-	101895813	101895882	101886631	101886731	101897867	101898042
950	"ENSG00000102401.20"	"ARMCX3"	chrX	+	101624479	101624550	101624157	101624218	101624833	101624952
951	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101444051	101444155	101418909	101419000	101445997	101446044
952	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101445997	101446044	101418909	101419000	101486022	101486092
953	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101445997	101446044	101418909	101419000	101486025	101486092
954	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101445997	101446044	101418909	101419000	101487192	101487272
955	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486092	101418909	101419000	101487192	101487272
956	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486092	101445997	101446044	101487192	101487272
957	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486025	101486092	101418909	101419000	101487192	101487272
958	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486025	101486092	101445997	101446044	101487192	101487272
960	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101511024	101511055	101509589	101509678	101531643	101532012
964	"ENSG00000241343.10"	"RPL36A"	chrX	+	101392049	101392095	101391754	101391822	101395727	101395786
965	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395334	101395457	101391754	101391822	101395727	101395786
966	"ENSG00000241343.10"	"RPL36A"	chrX	+	101395334	101395457	101392049	101392095	101395727	101395786
969	"ENSG00000102385.13"	"DRP2"	chrX	+	101245016	101245077	101242903	101243098	101245387	101245449
970	"ENSG00000102385.13"	"DRP2"	chrX	+	101247089	101247164	101245387	101245449	101248088	101248290
971	"ENSG00000102385.13"	"DRP2"	chrX	+	101250422	101250580	101248513	101248599	101250916	101251083
972	"ENSG00000102385.13"	"DRP2"	chrX	+	101255183	101255249	101254858	101254924	101256117	101256261
973	"ENSG00000102384.14"	"CENPI"	chrX	+	101098443	101098539	101098188	101098248	101099808	101099930
974	"ENSG00000102384.14"	"CENPI"	chrX	+	101098711	101098843	101098443	101098539	101099808	101100065
978	"ENSG00000102384.14"	"CENPI"	chrX	+	101099808	101100065	101098711	101098843	101101057	101101295
979	"ENSG00000102384.14"	"CENPI"	chrX	+	101126708	101126798	101120737	101120784	101127137	101127266
980	"ENSG00000102384.14"	"CENPI"	chrX	+	101132391	101132456	101132189	101132307	101140665	101140760
990	"ENSG00000000003.16"	"TSPAN6"	chrX	-	100630758	100630866	100627107	100629986	100632484	100632568
992	"ENSG00000000003.16"	"TSPAN6"	chrX	-	100633404	100633539	100632484	100632568	100633930	100634029
999	"ENSG00000281566.5"	"LINC03077"	chrX	+	98841940	98842001	98731530	98731577	98864610	98865564
1000	"ENSG00000281566.5"	"LINC03077"	chrX	+	98841940	98842001	98785026	98785124	98864610	98865564
1036	"ENSG00000102290.23"	"PCDH11X"	chrX	+	91811236	91811295	91810472	91810578	91835460	91836044
1052	"ENSG00000155008.16"	"APOOL"	chrX	+	85046445	85046550	85003876	85003927	85051388	85051508
1053	"ENSG00000155008.16"	"APOOL"	chrX	+	85054343	85054398	85051388	85051508	85055826	85055925
1055	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84064970	84065111	84058345	84064402	84096193	84096311
1056	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84117059	84117148	84116228	84116287	84117383	84117454
1057	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84134781	84134819	84119884	84120027	84135103	84135210
1058	"ENSG00000072133.12"	"RPS6KA6"	chrX	-	84148041	84148123	84146977	84147058	84156074	84156191
1060	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118431	81118485	81116203	81116341	81118729	81118759
1061	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118431	81118485	81116203	81116341	81121534	81121688
1062	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118729	81118759	81116203	81116341	81121534	81121638
1063	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118729	81118759	81118431	81118485	81119787	81119817
1065	"ENSG00000198157.11"	"HMGN5"	chrX	-	81118729	81118780	81118431	81118485	81119787	81119817
1066	"ENSG00000198157.11"	"HMGN5"	chrX	-	81119787	81119817	81118431	81118485	81121534	81121672
1070	"ENSG00000278530.6"	"CHMP1B2P"	chrX	-	80289838	80289905	80289663	80289771	80290877	80291024
1073	"ENSG00000078589.13"	"P2RY10"	chrX	+	78947814	78947863	78945390	78945495	78960507	78963727
1075	"ENSG00000078589.13"	"P2RY10"	chrX	+	78952192	78952335	78947814	78947863	78960507	78961080
1081	"ENSG00000131174.7"	"COX7B"	chrX	+	77902642	77902767	77899467	77899593	77905183	77905385
1082	"ENSG00000131174.7"	"COX7B"	chrX	+	77902649	77902767	77899484	77899593	77905183	77905461
1084	"ENSG00000102158.22"	"MAGT1"	chrX	-	77830804	77830895	77826408	77826809	77841245	77841320
1085	"ENSG00000102158.22"	"MAGT1"	chrX	-	77841245	77841320	77830804	77830895	77855500	77855590
1086	"ENSG00000102158.22"	"MAGT1"	chrX	-	77853900	77853964	77841245	77841320	77855500	77855590
1088	"ENSG00000102158.22"	"MAGT1"	chrX	-	77870807	77870925	77857356	77857497	77895308	77895424
1089	"ENSG00000102158.22"	"MAGT1"	chrX	-	77875427	77875597	77870807	77870925	77895308	77895424
1090	"ENSG00000102158.22"	"MAGT1"	chrX	-	77879568	77879613	77875427	77875597	77883932	77884028
1091	"ENSG00000102158.22"	"MAGT1"	chrX	-	77879568	77879613	77875427	77875597	77895308	77895431
1092	"ENSG00000102158.22"	"MAGT1"	chrX	-	77883932	77884028	77875427	77875597	77895308	77895431
1093	"ENSG00000102158.22"	"MAGT1"	chrX	-	77883932	77884028	77879568	77879613	77895308	77895431
1095	"ENSG00000102390.12"	"PBDC1"	chrX	+	76173584	76173650	76173039	76173168	76174889	76174949
1096	"ENSG00000102390.12"	"PBDC1"	chrX	+	76174889	76174949	76173584	76173650	76175472	76175613
1178	"ENSG00000230590.13"	"FTX"	chrX	-	74232488	74232608	74202693	74203953	74274341	74274410
1194	"ENSG00000230590.13"	"FTX"	chrX	-	74284742	74284948	74281701	74281848	74292168	74292378
1199	"ENSG00000230590.13"	"FTX"	chrX	-	74285914	74286170	74284742	74284948	74292168	74292349
1201	"ENSG00000230590.13"	"FTX"	chrX	-	74290394	74290430	74281701	74281848	74292426	74292628
1239	"ENSG00000147099.21"	"HDAC8"	chrX	-	72572056	72572104	72568753	72568884	72572650	72572704
1240	"ENSG00000147099.21"	"HDAC8"	chrX	-	72572056	72572109	72568753	72568884	72572650	72572659
1242	"ENSG00000198034.11"	"RPS4X"	chrX	-	72273800	72273972	72273231	72273389	72275052	72275150
1263	"ENSG00000147174.12"	"GCNA"	chrX	+	71580819	71580880	71578436	71578522	71592121	71592168
1264	"ENSG00000147174.12"	"GCNA"	chrX	+	71610680	71610819	71608972	71609117	71612354	71612559
1267	"ENSG00000147162.15"	"OGT"	chrX	+	71537828	71538072	71533086	71533336	71544566	71544624
1268	"ENSG00000147162.15"	"OGT"	chrX	+	71537828	71538072	71533086	71533336	71554512	71554592
1271	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71533086	71533336	71554512	71554592
1272	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71537828	71538072	71554512	71554592
1273	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71537828	71538072	71555953	71556094
1276	"ENSG00000147162.15"	"OGT"	chrX	+	71547906	71548023	71537828	71538072	71554512	71554592
1277	"ENSG00000147162.15"	"OGT"	chrX	+	71547906	71548023	71537828	71538072	71555953	71556094
1278	"ENSG00000147162.15"	"OGT"	chrX	+	71554512	71554592	71537828	71538072	71555953	71556094
1279	"ENSG00000147162.15"	"OGT"	chrX	+	71554512	71554592	71537828	71538072	71556679	71556780
1280	"ENSG00000147162.15"	"OGT"	chrX	+	71554512	71554592	71544566	71548023	71555953	71556094
1282	"ENSG00000147162.15"	"OGT"	chrX	+	71555953	71556094	71537828	71538072	71556679	71556778
1286	"ENSG00000147162.15"	"OGT"	chrX	+	71567992	71568116	71567499	71567752	71573619	71573816
1305	"ENSG00000120509.12"	"PDZD11"	chrX	-	70286985	70287116	70281117	70282275	70287275	70287336
1306	"ENSG00000120509.12"	"PDZD11"	chrX	-	70288116	70288173	70287731	70287830	70288429	70288513
1332	"ENSG00000235437.11"	"LINC01278"	chrX	-	63307505	63307538	63239786	63239830	63314996	63315107
1333	"ENSG00000235437.11"	"LINC01278"	chrX	-	63307505	63307538	63239786	63239830	63343205	63343289
1337	"ENSG00000235437.11"	"LINC01278"	chrX	-	63314996	63315107	63307505	63307538	63343205	63343289
1341	"ENSG00000235437.11"	"LINC01278"	chrX	-	63432363	63432491	63396557	63399903	63443070	63443132
1345	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63399452	63399903	63516909	63517082
1346	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63399452	63399903	63560831	63561054
1348	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443070	63443132	63432363	63432491	63560831	63561054
1349	"ENSG00000235437.11"	"LINC01278"	chrX	-	63443515	63443586	63443070	63443132	63560831	63561054
1356	"ENSG00000235437.11"	"LINC01278"	chrX	-	63516909	63517082	63443070	63443132	63560831	63560942
1360	"ENSG00000165591.7"	"FAAH2"	chrX	+	57331597	57331807	57310592	57310729	57341270	57341390
1361	"ENSG00000165591.7"	"FAAH2"	chrX	+	57331597	57331807	57310592	57310729	57378650	57378786
1362	"ENSG00000165591.7"	"FAAH2"	chrX	+	57341270	57341390	57310592	57310729	57378650	57378786
1363	"ENSG00000165591.7"	"FAAH2"	chrX	+	57341270	57341390	57331597	57331807	57378650	57378786
1364	"ENSG00000165591.7"	"FAAH2"	chrX	+	57431917	57432037	57380911	57381029	57446927	57447039
1365	"ENSG00000165591.7"	"FAAH2"	chrX	+	57446927	57447039	57380911	57381029	57488756	57489193
1366	"ENSG00000165591.7"	"FAAH2"	chrX	+	57448523	57448718	57446927	57447039	57488756	57489193
1369	"ENSG00000226310.3"	"ENSG00000226310"	chrX	+	57215665	57215745	57214447	57214569	57219394	57219481
1446	"ENSG00000083750.13"	"RRAGB"	chrX	+	55722185	55722285	55719313	55719347	55729293	55729360
1448	"ENSG00000083750.13"	"RRAGB"	chrX	+	55755840	55755932	55753391	55753514	55757215	55757331
1449	"ENSG00000083750.13"	"RRAGB"	chrX	+	55757215	55757331	55753391	55753514	55758245	55758348
1453	"ENSG00000169188.5"	"APEX2"	chrX	+	55002250	55002431	55001545	55001629	55003798	55003868
1454	"ENSG00000169188.5"	"APEX2"	chrX	+	55002961	55003108	55001545	55001629	55003798	55003868
1455	"ENSG00000169188.5"	"APEX2"	chrX	+	55002961	55003108	55002250	55002431	55003798	55003868
1456	"ENSG00000086758.17"	"HUWE1"	chrX	-	53535383	53535501	53534515	53534697	53537555	53537696
1457	"ENSG00000086758.17"	"HUWE1"	chrX	-	53538834	53539080	53538336	53538454	53539656	53539812
1458	"ENSG00000086758.17"	"HUWE1"	chrX	-	53539002	53539080	53538336	53538454	53539656	53539812
1459	"ENSG00000086758.17"	"HUWE1"	chrX	-	53543840	53543968	53542442	53542539	53544559	53544762
1460	"ENSG00000086758.17"	"HUWE1"	chrX	-	53543840	53543968	53542442	53542539	53546435	53546592
1461	"ENSG00000086758.17"	"HUWE1"	chrX	-	53543885	53543968	53542442	53542539	53544559	53544762
1462	"ENSG00000086758.17"	"HUWE1"	chrX	-	53543885	53543968	53542442	53542539	53545028	53545161
1463	"ENSG00000086758.17"	"HUWE1"	chrX	-	53543885	53543968	53542442	53542539	53546435	53546592
