ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
191	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	96644	96745	95173	95232	97367	97417	191	1,0	35,20	0,0,0	55,45,33	250	149	1	1.0	0.017,0.0	0.0,0.0,0.0	0.009
194	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	96644	96885	95173	95232	97363	97439	194	3,2	0,0	0,0,0	0,2,0	390	149	1	1.0	1.0,1.0	NA,0.0,NA	1.0
195	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	96644	96885	95173	95232	97367	97406	195	3,2	35,20	0,0,0	55,45,33	390	149	0.355337527933	1.0	0.032,0.037	0.0,0.0,0.0	0.035
196	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	96644	96930	95173	95232	97367	97418	196	3,2	35,20	0,0,0	55,45,33	435	149	0.461047393929	1.0	0.029,0.033	0.0,0.0,0.0	0.031
222	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140368	140516	137960	138140	142142	142240	222	7,7	0,0	11,16,11	0,0,2	297	149	1	1.0	1.0,1.0	1.0,1.0,0.734	0.089
224	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140386	140516	137917	138140	142142	142240	224	7,7	0,0	11,16,11	0,0,2	279	149	1	1.0	1.0,1.0	1.0,1.0,0.746	0.085
226	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140390	140516	137959	138140	142142	142240	226	7,7	0,0	11,16,11	0,0,2	275	149	1	1.0	1.0,1.0	1.0,1.0,0.749	0.084
228	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140413	140448	137857	138140	142142	142240	228	1,0	0,0	1,0,1	0,0,2	184	149	1	1.0	1.0,NA	1.0,NA,0.288	0.356
229	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140413	140516	137866	138140	142142	142240	229	11,8	0,0	28,25,27	0,0,2	252	149	1	1.0	1.0,1.0	1.0,1.0,0.889	0.037
234	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140424	140516	137863	138140	142142	142240	234	9,8	0,0	12,18,12	0,0,2	241	149	1	1.0	1.0,1.0	1.0,1.0,0.788	0.071
250	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	143413	143629	142142	142240	149088	149494	250	1,1	1,2	0,0,0	4,0,1	365	149	1	1.0	0.29,0.17	0.0,NA,0.0	0.23
255	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	143416	143629	142142	142240	149088	149164	255	2,6	1,2	1,0,2	4,0,1	362	149	1	1.0	0.452,0.553	0.093,NA,0.452	0.23
256	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	143416	143629	142142	142240	151954	152034	256	2,6	0,0	1,0,2	2,0,0	362	149	1	1.0	1.0,1.0	0.171,NA,1.0	0.414
274	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149088	149164	142124	142240	151954	152034	274	0,2	0,0	2,0,1	2,0,0	225	149	1	1.0	NA,1.0	0.398,NA,1.0	0.301
283	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149088	149175	142142	142240	151954	152034	283	0,2	0,0	2,0,1	2,0,0	236	149	1	1.0	NA,1.0	0.387,NA,1.0	0.306
317	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	84056	84116	49960	50132	86517	86682	317	0,0	0,1	0,1,0	0,0,0	209	149	1	1.0	NA,0.0	NA,1.0,NA	-1.0
326	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	84215	84250	83287	84116	86517	86666	326	0,2	0,0	2,0,0	0,1,0	184	149	1	1.0	NA,1.0	1.0,0.0,NA	0.5
531	"ENSG00000185973.12"	"TMLHE"	chrX	-	155492356	155492495	155489010	155491666	155506897	155507134	531	107,26	5,1	86,62,32	3,2,0	288	149	0.253724608038	1.0	0.917,0.931	0.937,0.941,1.0	-0.035
532	"ENSG00000185973.12"	"TMLHE"	chrX	-	155506897	155507134	155492356	155492495	155511672	155511792	532	219,112	1,0	192,179,100	2,0,0	386	149	1	1.0	0.988,1.0	0.974,1.0,1.0	0.003
533	"ENSG00000185973.12"	"TMLHE"	chrX	-	155524455	155524632	155513985	155514265	155545095	155545277	533	249,175	0,1	212,227,124	0,0,0	326	149	1	1.0	1.0,0.988	1.0,1.0,1.0	-0.006
534	"ENSG00000214827.11"	"MTCP1"	chrX	-	155065905	155066057	155065618	155065789	155070693	155071136	534	6,7	3,0	14,5,6	8,3,1	301	149	0.198243915002	1.0	0.497,1.0	0.464,0.452,0.748	0.194
538	"ENSG00000269335.7"	"IKBKG"	chrX	+	154560406	154560559	154558531	154558650	154561687	154561763	538	0,0	2,1	0,0,4	2,2,9	302	149	0.323351426171	1.0	0.0,0.0	0.0,0.0,0.18	-0.06
540	"ENSG00000071889.17"	"FAM3A"	chrX	-	154507405	154507490	154507202	154507329	154507810	154507861	540	220,141	2,0	304,221,156	0,0,0	234	149	1	1.0	0.986,1.0	1.0,1.0,1.0	-0.007
541	"ENSG00000071889.17"	"FAM3A"	chrX	-	154507810	154507861	154507405	154507490	154508288	154508347	541	61,37	13,15	99,70,53	29,24,19	200	149	0.654675589172	1.0	0.778,0.648	0.718,0.685,0.675	0.02
542	"ENSG00000071889.17"	"FAM3A"	chrX	-	154507810	154507882	154507405	154507490	154508288	154508347	542	45,24	13,15	77,48,31	29,24,19	221	149	0.712189140567	1.0	0.7,0.519	0.642,0.574,0.524	0.029
543	"ENSG00000071889.17"	"FAM3A"	chrX	-	154508288	154508347	154507679	154507861	154508473	154508597	543	21,18	0,0	43,39,42	1,0,0	208	149	1	1.0	1.0,1.0	0.969,1.0,1.0	0.01
547	"ENSG00000071889.17"	"FAM3A"	chrX	-	154511847	154511871	154508452	154508597	154512822	154512936	547	76,59	0,1	112,105,72	0,0,0	173	149	1	1.0	1.0,0.981	1.0,1.0,1.0	-0.01
548	"ENSG00000071889.17"	"FAM3A"	chrX	-	154512313	154512411	154511847	154511871	154512822	154512936	548	76,54	79,59	81,70,38	116,124,76	247	149	0.00998710356093	0.19067793023462662	0.367,0.356	0.296,0.254,0.232	0.101
549	"ENSG00000071889.17"	"FAM3A"	chrX	-	154512313	154512431	154511867	154511871	154512822	154512936	549	22,27	79,59	31,28,17	116,124,76	267	149	0.0951691588688	0.7662161266319856	0.135,0.203	0.13,0.112,0.111	0.051
550	"ENSG00000071889.17"	"FAM3A"	chrX	-	154512822	154512936	154511847	154511871	154515759	154515812	550	175,102	3,4	223,228,143	6,4,11	263	149	0.339203859123	1.0	0.971,0.935	0.955,0.97,0.88	0.018
551	"ENSG00000071859.15"	"FAM50A"	chrX	+	154445811	154445911	154445632	154445717	154446414	154446560	551	923,794	0,0	1345,1225,856	0,1,0	249	149	1	1.0	1.0,1.0	1.0,0.999,1.0	0.0
552	"ENSG00000203879.12"	"GDI1"	chrX	+	154438215	154438386	154437165	154437299	154438522	154438630	552	2,2	341,222	3,1,0	455,329,272	320	149	1	1.0	0.003,0.004	0.003,0.001,0.0	0.002
553	"ENSG00000203879.12"	"GDI1"	chrX	+	154439005	154439140	154438764	154438864	154439940	154439972	553	792,669	0,0	1019,920,729	1,0,0	284	149	1	1.0	1.0,1.0	0.998,1.0,1.0	0.001
554	"ENSG00000203879.12"	"GDI1"	chrX	+	154439709	154439797	154439005	154439140	154439940	154440189	554	0,2	388,338	0,0,0	500,480,402	237	149	1	1.0	0.0,0.004	0.0,0.0,0.0	0.002
555	"ENSG00000203879.12"	"GDI1"	chrX	+	154440374	154440506	154439940	154440139	154441095	154441195	555	942,765	0,0	1111,950,693	0,1,0	281	149	1	1.0	1.0,1.0	1.0,0.998,1.0	0.001
556	"ENSG00000203879.12"	"GDI1"	chrX	+	154442110	154442255	154440523	154441794	154442373	154442428	556	1111,741	1,1	1428,1166,856	0,5,6	294	149	1	1.0	0.998,0.997	1.0,0.992,0.986	0.005
558	"ENSG00000196924.19"	"FLNA"	chrX	-	154349361	154349565	154348523	154349036	154349648	154349867	558	1482,1006	2,0	2879,2187,1906	0,0,0	353	149	1	1.0	0.997,1.0	1.0,1.0,1.0	-0.002
559	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351041	154350030	154350207	154351580	154351696	559	2423,1675	0,1	3486,2596,2135	0,2,0	282	149	1	1.0	1.0,0.999	1.0,0.999,1.0	-0.0
560	"ENSG00000196924.19"	"FLNA"	chrX	-	154351580	154351696	154350908	154351041	154351883	154352021	560	1996,1457	0,0	3313,2663,2161	0,0,1	265	149	1	1.0	1.0,1.0	1.0,1.0,0.999	0.0
561	"ENSG00000196924.19"	"FLNA"	chrX	-	154352180	154352447	154351727	154352021	154352771	154352924	561	1218,779	1,0	2063,1660,1505	0,0,0	416	149	1	1.0	0.998,1.0	1.0,1.0,1.0	-0.001
562	"ENSG00000196924.19"	"FLNA"	chrX	-	154352552	154352675	154352180	154352447	154352771	154352783	562	2458,1749	11,10	3882,3171,2352	14,16,10	272	149	1	1.0	0.992,0.99	0.993,0.991,0.992	-0.001
563	"ENSG00000196924.19"	"FLNA"	chrX	-	154353553	154353727	154353295	154353457	154353914	154354043	563	3500,2520	1,0	5605,4333,3455	12,12,13	323	149	1	1.0	0.999,1.0	0.995,0.994,0.992	0.006
564	"ENSG00000196924.19"	"FLNA"	chrX	-	154353914	154354043	154353553	154353727	154354150	154354291	564	2803,2019	0,0	4611,3544,2781	0,2,0	278	149	1	1.0	1.0,1.0	1.0,0.999,1.0	0.0
565	"ENSG00000196924.19"	"FLNA"	chrX	-	154354615	154354711	154354380	154354483	154354824	154354889	565	741,449	8,9	1533,1286,1229	31,25,11	245	149	0.514414102866	1.0	0.983,0.968	0.968,0.969,0.985	0.002
566	"ENSG00000196924.19"	"FLNA"	chrX	-	154357250	154357274	154354824	154355072	154357433	154357623	566	1061,648	241,137	1549,1323,1065	513,459,421	173	149	1.63631159293e-05	0.002597716949806777	0.791,0.803	0.722,0.713,0.685	0.09
567	"ENSG00000196924.19"	"FLNA"	chrX	-	154359989	154360587	154359731	154359905	154361307	154361570	567	1274,813	0,0	2645,2361,2050	0,0,2	747	149	1	1.0	1.0,1.0	1.0,1.0,0.995	0.002
568	"ENSG00000196924.19"	"FLNA"	chrX	-	154361669	154361787	154361307	154361570	154361978	154362148	568	2141,1526	0,0	2969,2528,1865	0,0,2	267	149	1	1.0	1.0,1.0	1.0,1.0,0.998	0.001
569	"ENSG00000196924.19"	"FLNA"	chrX	-	154362417	154362578	154362241	154362332	154362660	154362784	569	1142,644	0,0	2414,1829,1770	3,0,0	310	149	1	1.0	1.0,1.0	0.997,1.0,1.0	0.001
570	"ENSG00000196924.19"	"FLNA"	chrX	-	154365348	154365486	154365135	154365259	154366023	154366224	570	886,552	0,0	1687,1296,1085	0,0,1	287	149	1	1.0	1.0,1.0	1.0,1.0,0.998	0.001
571	"ENSG00000196924.19"	"FLNA"	chrX	-	154365348	154365486	154365135	154365259	154366307	154366470	571	747,480	1,0	1419,1062,883	2,2,2	287	149	1	1.0	0.997,1.0	0.997,0.996,0.996	0.002
572	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154365801	154365348	154365486	154366023	154366224	572	0,1	165,83	0,0,0	327,280,242	206	149	1	1.0	0.0,0.009	0.0,0.0,0.0	0.004
573	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154365348	154365486	154366307	154366470	573	518,471	26,11	1061,712,603	59,46,40	629	149	0.014223948286	0.24029720206020766	0.825,0.91	0.81,0.786,0.781	0.075
574	"ENSG00000196924.19"	"FLNA"	chrX	-	154366023	154366224	154365135	154365259	154366307	154366334	574	518,465	1,0	1051,703,604	2,2,2	350	149	1	1.0	0.995,1.0	0.996,0.993,0.992	0.004
575	"ENSG00000196924.19"	"FLNA"	chrX	-	154366023	154366224	154365348	154365486	154366307	154366334	575	683,548	26,11	1378,983,845	59,46,40	350	149	0.030193275299	0.38529037288818757	0.918,0.955	0.909,0.901,0.9	0.033
576	"ENSG00000196924.19"	"FLNA"	chrX	-	154367640	154367738	154367396	154367544	154367841	154368090	576	749,443	0,0	1436,1139,1041	0,2,0	247	149	1	1.0	1.0,1.0	1.0,0.997,1.0	0.001
578	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932115	153930762	153930847	153932315	153932431	578	1156,920	7,8	1439,1142,755	3,1,0	194	149	1	1.0	0.992,0.989	0.997,0.999,1.0	-0.008
579	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153932538	153932584	153934376	153934475	579	910,665	1,1	1019,877,619	1,3,2	208	149	1	1.0	0.998,0.998	0.999,0.995,0.996	0.001
580	"ENSG00000102030.16"	"NAA10"	chrX	-	153933960	153934001	153932538	153932584	153934376	153934475	580	135,99	1,1	158,152,101	1,3,2	190	149	0.572025782672	1.0	0.991,0.987	0.992,0.975,0.975	0.008
589	"ENSG00000067829.20"	"IDH3G"	chrX	-	153786211	153786272	153785767	153785973	153786354	153786449	589	491,387	2,2	628,525,374	6,12,10	210	149	0.00489819111972	0.12038842018517379	0.994,0.993	0.987,0.969,0.964	0.02
590	"ENSG00000067829.20"	"IDH3G"	chrX	-	153786800	153786947	153785766	153786449	153787050	153787153	590	974,769	1,9	1136,868,678	11,9,6	296	149	0.140445920822	0.9617513319937043	0.998,0.977	0.981,0.98,0.983	0.006
591	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787050	153787153	153785766	153786449	153787463	153787553	591	310,217	0,0	369,303,260	0,1,0	252	149	1	1.0	1.0,1.0	1.0,0.994,1.0	0.002
592	"ENSG00000067829.20"	"IDH3G"	chrX	-	153787463	153787597	153787050	153787153	153787822	153787955	592	900,679	0,0	1065,950,752	2,0,4	283	149	1	1.0	1.0,1.0	0.996,1.0,0.99	0.005
593	"ENSG00000067829.20"	"IDH3G"	chrX	-	153789113	153789200	153788074	153788135	153789711	153789790	593	0,0	850,573	2,0,0	1220,961,694	236	149	1	1.0	0.0,0.0	0.001,0.0,0.0	-0.0
594	"ENSG00000067829.20"	"IDH3G"	chrX	-	153790563	153790575	153789837	153790292	153790809	153790851	594	114,86	1,0	164,135,114	2,0,3	161	149	1	1.0	0.991,1.0	0.987,1.0,0.972	0.009
595	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153691303	153691553	153690358	153690506	153691974	153692107	595	1718,1298	0,0	2040,1734,1370	0,2,0	399	149	1	1.0	1.0,1.0	1.0,0.997,1.0	0.001
596	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153691974	153692107	153690374	153690506	153693040	153693175	596	480,304	0,0	524,428,357	1,0,1	282	149	1	1.0	1.0,1.0	0.996,1.0,0.995	0.003
597	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153693040	153693175	153691974	153692107	153693262	153693366	597	995,754	4,2	1281,1014,807	1,0,0	284	149	1	1.0	0.992,0.995	0.999,1.0,1.0	-0.006
598	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153694129	153694267	153693904	153694017	153694343	153694420	598	687,434	1,1	746,632,533	0,1,2	287	149	1	1.0	0.997,0.996	1.0,0.997,0.993	-0.0
600	"ENSG00000262919.8"	"CCNQ"	chrX	-	153592505	153592733	153587924	153588454	153594546	153594679	600	121,116	0,0	186,171,126	5,0,0	377	149	0.498678883765	1.0	1.0,1.0	0.936,1.0,1.0	0.021
601	"ENSG00000262919.8"	"CCNQ"	chrX	-	153592505	153592733	153587931	153588394	153594546	153594679	601	111,91	2,0	164,148,103	0,1,0	377	149	0.502332380657	1.0	0.956,1.0	1.0,0.983,1.0	-0.016
605	"ENSG00000262919.8"	"CCNQ"	chrX	-	153597421	153597706	153596003	153596187	153598961	153599116	605	3,0	46,33	4,0,0	81,42,28	434	149	1	1.0	0.022,0.0	0.017,0.0,0.0	0.005
606	"ENSG00000147394.20"	"ZNF185"	chrX	+	152915137	152915203	152914709	152914833	152917130	152917169	606	302,186	6,9	193,201,148	5,3,13	215	149	0.620627285919	1.0	0.972,0.935	0.964,0.979,0.888	0.01
607	"ENSG00000147394.20"	"ZNF185"	chrX	+	152918064	152918154	152917284	152917362	152918982	152919081	607	348,262	1,2	298,222,188	0,2,0	239	149	1	1.0	0.995,0.988	1.0,0.986,1.0	-0.004
608	"ENSG00000147394.20"	"ZNF185"	chrX	+	152920327	152920411	152918982	152919081	152920706	152920748	608	266,147	3,6	158,105,102	5,10,9	233	149	0.00398438119508	0.10648045205136558	0.983,0.94	0.953,0.87,0.879	0.061
609	"ENSG00000147394.20"	"ZNF185"	chrX	+	152920327	152920411	152918982	152919081	152920709	152920748	609	215,109	0,0	116,75,84	4,0,0	233	149	0.554458694984	1.0	1.0,1.0	0.949,1.0,1.0	0.017
610	"ENSG00000147394.20"	"ZNF185"	chrX	+	152922172	152922256	152920706	152920748	152928574	152928661	610	170,105	0,0	127,95,91	3,1,3	233	149	0.269280934825	1.0	1.0,1.0	0.964,0.984,0.951	0.034
611	"ENSG00000147394.20"	"ZNF185"	chrX	+	152922172	152922256	152920706	152920748	152931671	152931776	611	170,105	0,2	147,79,83	1,2,0	233	149	1	1.0	1.0,0.971	0.989,0.962,1.0	0.002
612	"ENSG00000147394.20"	"ZNF185"	chrX	+	152922719	152922809	152922172	152922256	152928574	152928661	612	158,126	51,40	88,75,63	38,41,40	239	149	0.00930741140046	0.18197636841713966	0.659,0.663	0.591,0.533,0.495	0.121
613	"ENSG00000147394.20"	"ZNF185"	chrX	+	152922719	152922809	152922172	152922256	152931671	152931776	613	139,77	51,41	72,49,31	59,26,32	239	149	0.0153799844524	0.25234339168701586	0.63,0.539	0.432,0.54,0.377	0.135
614	"ENSG00000147394.20"	"ZNF185"	chrX	+	152928574	152928661	152920706	152920748	152931671	152931776	614	94,71	0,2	50,52,62	1,2,0	236	149	1	1.0	1.0,0.957	0.969,0.943,1.0	0.008
615	"ENSG00000147394.20"	"ZNF185"	chrX	+	152928574	152928661	152922172	152922256	152931671	152931776	615	145,111	51,41	85,92,99	59,26,32	236	149	0.615662314729	1.0	0.642,0.631	0.476,0.691,0.661	0.027
616	"ENSG00000147394.20"	"ZNF185"	chrX	+	152928574	152928661	152922719	152922809	152931671	152931776	616	179,144	66,24	94,93,102	30,16,11	236	149	0.278710343045	1.0	0.631,0.791	0.664,0.786,0.854	-0.057
617	"ENSG00000147394.20"	"ZNF185"	chrX	+	152932872	152932971	152931671	152931776	152936417	152936513	617	185,125	0,2	135,81,94	0,0,0	248	149	1	1.0	1.0,0.974	1.0,1.0,1.0	-0.013
618	"ENSG00000147394.20"	"ZNF185"	chrX	+	152932872	152932971	152931671	152931776	152938073	152938163	618	390,280	9,13	277,209,188	11,10,6	248	149	0.593173685949	1.0	0.963,0.928	0.938,0.926,0.95	0.007
619	"ENSG00000147394.20"	"ZNF185"	chrX	+	152936417	152936513	152931671	152931776	152938073	152938163	619	21,26	9,13	13,11,13	11,10,6	245	149	0.233413397297	1.0	0.587,0.549	0.418,0.401,0.569	0.105
620	"ENSG00000147394.20"	"ZNF185"	chrX	+	152936417	152936513	152932872	152932971	152938073	152938163	620	50,40	240,173	37,21,21	169,139,104	245	149	0.449684764464	1.0	0.112,0.123	0.118,0.084,0.109	0.014
621	"ENSG00000147394.20"	"ZNF185"	chrX	+	152938073	152938163	152932872	152932971	152945266	152945464	621	347,237	2,0	256,201,166	1,2,0	239	149	1	1.0	0.991,1.0	0.994,0.984,1.0	0.003
623	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959896	152945266	152945464	152963838	152963949	623	521,328	7,1	353,332,243	3,1,4	347	149	0.748691196966	1.0	0.97,0.993	0.981,0.993,0.963	0.003
624	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152945266	152945464	152963838	152963949	624	258,182	7,1	191,155,122	3,1,4	388	149	0.759995579689	1.0	0.934,0.986	0.961,0.983,0.921	0.005
625	"ENSG00000147394.20"	"ZNF185"	chrX	+	152963838	152963949	152959698	152959896	152965446	152965527	625	411,255	0,0	261,290,170	1,0,0	260	149	1	1.0	1.0,1.0	0.993,1.0,1.0	0.002
626	"ENSG00000147394.20"	"ZNF185"	chrX	+	152963838	152963949	152959698	152959896	152967166	152967238	626	230,129	0,0	147,148,100	0,1,0	260	149	1	1.0	1.0,1.0	1.0,0.988,1.0	0.004
