"GeneID","GeneName","KO_vs_WT","KO1_vs_KO","KO2_vs_KO","KO3_vs_KO","KO4_vs_KO","KO1_vs_KO2","KO3_vs_KO4","KO1_vs_KO3","KO2_vs_KO4","M_vs_WT"
"ENSG00000002746.15","HECW1",-1.35853987234385,3.97366345644784,2.84028512357976,3.5672745887684,3.94056981048626,1.13337833286808,-0.373295221717863,0.406388867679444,-1.1002846869065,-1.47060424056013
"ENSG00000002822.16","MAD1L1",0.0297067780146829,1.32279854565694,0.0301441350225149,0.687378048179894,0.385576083833814,1.29265441063443,0.30180196434608,0.635420497477048,-0.355431948811299,0.610626310398298
"ENSG00000002834.19","LASP1",-0.182534200680775,-0.486181160406307,-0.492469483718415,-0.465206073696729,-0.427310297874795,0.00628832331210786,-0.0378957758219341,-0.0209750867095786,-0.0651591858436206,-0.0440243026512467
"ENSG00000002919.15","SNX11",0.366320659903384,-0.114585210411997,0.0457460043377505,-0.0909892726154976,0.0599642418977231,-0.160331214749748,-0.150953514513221,-0.0235959377964994,-0.0142182375599725,0.0323356707991182
"ENSG00000002933.9","TMEM176A",3.33715043842389,-2.42273334270706,-1.77745841965259,-1.18774147955936,-1.91211652400605,-0.645274923054461,0.724375044446698,-1.2349918631477,0.134658104353459,0.805279411968137
"ENSG00000003056.8","M6PR",0.360464975490736,-0.345806551619668,-0.30278894279811,-0.306864021821866,-0.231983882541596,-0.0430176088215578,-0.0748801392802693,-0.0389425297978028,-0.0708050602565143,-0.0109550663927827
"ENSG00000003096.15","KLHL13",0.593934884484596,-0.583555724141295,-0.698600387679329,-0.508604844543672,-0.516547508696018,0.115044663538033,0.00794266415234517,-0.074950879597623,-0.182052878983311,0.098049112113522
"ENSG00000003137.9","CYP26B1",-0.194853067291902,2.00009510212534,2.46429238242878,-1.37028394214737,0.71095089573362,-0.464197280303446,-2.08123483788099,3.37037904427271,1.75334148669516,2.37821712085973
"ENSG00000003147.19","ICA1",0.383273544077992,-0.288356404829228,-0.39286425263476,-0.282834547240742,-0.24620642668212,0.104507847805532,-0.036628120558622,-0.00552185758848616,-0.14665782595264,0.00932109463113227
"ENSG00000003249.15","DBNDD1",0.088851723087861,-0.0734741051841576,0.0798377452142537,-0.0713157778592151,-0.0985771051231582,-0.153311850398411,0.0272613272639431,-0.00215832732494253,0.178414850337412,-0.102905983657627
"ENSG00000003393.16","ALS2",-0.565441730706483,0.088821680948377,0.00872543109374518,0.0459169083584703,0.0637402327517674,0.0800962498546318,-0.0178233243932972,0.0429047725899067,-0.0550148016580223,0.0708523074512641
"ENSG00000003400.16","CASP10",-0.288904483408721,0.251749172430009,0.375514215008962,-0.0620873577256161,0.114104147537479,-0.123765042578953,-0.176191505263095,0.313836530155625,0.261410067471482,-0.0644452921365714
"ENSG00000003402.21","CFLAR",-0.183979771721571,-0.245542838158476,-0.290112303121949,-0.217130654489769,-0.290226518838048,0.0445694649634735,0.0730958643482784,-0.0284121836687064,0.000114215716098605,0.0943781346337066
"ENSG00000003436.16","TFPI",1.37628763600472,-0.478983105194485,-0.399450075966258,-0.125696159816301,0.0210677039282627,-0.0795330292282269,-0.146763863744563,-0.353286945378184,-0.420517779894521,-0.317944892988373
"ENSG00000003509.16","NDUFAF7",0.172360795204975,-0.107276512375483,-0.172105752448457,-0.235017050483443,-0.218335954200325,0.0648292400729739,-0.016681096283118,0.127740538107959,0.0462302017518673,0.112649659829723
"ENSG00000003756.17","RBM5",-0.335505804861271,0.0504878888895942,0.0434015735552704,0.0280694868562205,-0.0303625535708603,0.00708631533432373,0.0584320404270808,0.0224184020333737,0.0737641271261308,0.0934985198183752
"ENSG00000003987.14","MTMR7",0.276420224756407,-0.201318855658211,0.0139098879320262,-0.874902659489969,-0.521747261675924,-0.215228743590237,-0.353155397814045,0.673583803831758,0.53565714960795,0.181815078595675
"ENSG00000003989.18","SLC7A2",0.490566951906342,-0.0165771737034369,-0.137165751332338,0.0611660732437078,0.066090160143689,0.120588577628901,-0.00492408689998125,-0.0777432469471447,-0.203255911476027,0.0660638829004678
"ENSG00000004059.11","ARF5",0.405469687977845,-0.116653807452581,-0.0294607862949414,-0.223350042256797,-0.185430109494452,-0.0871930211576395,-0.0379199327623456,0.106696234804216,0.15596932319951,-0.143083786659151
"ENSG00000004139.14","SARM1",-0.929808553162764,0.948804209040372,1.00935023930941,0.745212961872596,0.869444965907364,-0.0605460302690366,-0.124232004034768,0.203591247167776,0.139905273402045,-0.0480207451088841
"ENSG00000004142.12","POLDIP2",0.241776095761114,-0.480202091711876,-0.384962028075591,-0.400996735755428,-0.328166288631046,-0.0952400636362848,-0.0728304471243826,-0.0792053559564473,-0.0567957394445451,-0.0279798973242664
"ENSG00000004399.13","PLXND1",-0.390636852832211,0.354087997574322,0.517592277059467,0.336934590381968,0.298865040064516,-0.163504279485145,0.0380695503174511,0.0171534071923543,0.218727236994951,-0.181251297490927
"ENSG00000004455.18","AK2",-0.00929566845679956,-0.285872820019422,-0.167639802993897,-0.240473884271293,-0.200125617566185,-0.118233017025525,-0.0403482667051086,-0.0453989357481284,0.0324858145722878,0.0242303203113805
"ENSG00000004468.13","CD38",2.44994878743417,-0.233955400901329,0.174335655624953,-0.366879338099634,-0.0141705878198638,-0.408291056526282,-0.35270875027977,0.132923937198305,0.188506243444817,1.55651096098194
"ENSG00000004478.8","FKBP4",0.495125482273541,-0.632235565568643,-0.639867807319141,-0.602162997839204,-0.542422995042223,0.0076322417504981,-0.059740002796981,-0.0300725677294397,-0.0974448122769187,-0.0351182731841829
"ENSG00000004487.18","KDM1A",0.226308533135571,-0.552803120340912,-0.48636366169934,-0.484689661719747,-0.41603469695512,-0.066439458641572,-0.0686549647646272,-0.068113458621165,-0.0703289647442202,0.0422699604370226
"ENSG00000004534.15","RBM6",-0.0693556932772539,-0.147360232452391,-0.157557270148719,-0.096873903337986,-0.0982129687414632,0.0101970376963284,0.0013390654034772,-0.050486329114405,-0.0593443014072563,0.054796832891358
"ENSG00000004660.15","CAMKK1",0.0109487365645744,-0.135073569983311,-0.187416833329929,-0.177299604235661,-0.207561103916161,0.0523432633466176,0.0302614996805005,0.042226034252349,0.020144270586232,-0.0215496212822961
"ENSG00000004700.16","RECQL",0.0110524944183134,-0.292782520400549,-0.232567516223371,-0.218872139340794,-0.248760135446867,-0.0602150041771776,0.0298879961060728,-0.0739103810597543,0.0161926192234961,0.0679842288661206
"ENSG00000004766.17","VPS50",0.232466935805113,-0.321717119629552,-0.300905538872385,-0.260313614272718,-0.193826896336052,-0.0208115807571664,-0.0664867179366664,-0.0614035053568336,-0.107078642536334,0.0609319408028416
"ENSG00000004776.13","HSPB6",0.118262422304049,0.899887323649105,1.82931667146419,0.0384539828732963,-0.917017375552533,-0.929429347815082,0.95547135842583,0.861433340775809,2.74633404701672,1.60156410606414
"ENSG00000004777.19","ARHGAP33",-0.99889667792266,0.628939642690089,0.63818106578414,0.226804847446247,0.215535506946578,-0.00924142309405132,0.0112693404996688,0.402134795243842,0.422645558837562,-0.180719841579713
"ENSG00000004779.10","NDUFAB1",0.0586694237005317,-0.506093082434672,-0.432949627656945,-0.36423582003994,-0.469336186764772,-0.0731434547777276,0.105100366724832,-0.141857262394732,0.0363865591078277,0.040111885364815
"ENSG00000004799.8","PDK4",-0.539526616310295,1.67336116934518,1.17895307424581,1.45088025227801,1.5206219375876,0.494408095099372,-0.06974168530959,0.222480917067173,-0.341668863341789,-0.0320437604794053
"ENSG00000004838.14","ZMYND10",-0.903747624113879,0.77490252130095,0.467177147552619,0.214854556245647,0.635665455507046,0.307725373748331,-0.420810899261398,0.560047965055303,-0.168488307954427,-0.0815011053719131
"ENSG00000004846.17","ABCB5",-1.52089984553792,0,3.77742293426225,0,0,-3.76296329634167,0,0,3.56983977930997,2.20836475388947
"ENSG00000004848.8","ARX",-0.401402959035674,0.416005574345988,0.923525575844362,0.42496856258518,0.565540410961836,-0.507520001498374,-0.140571848376656,-0.00896298823919184,0.357985164882526,-0.0301066704897923
"ENSG00000004864.14","SLC25A13",0.473788169726396,-0.419619996524421,-0.370142306908946,-0.378467160546457,-0.315713792104386,-0.0494776896154751,-0.0627533684420712,-0.041152835977964,-0.0544285148045602,0.0185208402542154
"ENSG00000004866.22","ST7",0.395037876466681,-0.202214415128558,-0.302633110770021,-0.212852694967993,-0.198071230470334,0.100418695641463,-0.0147814644976591,0.0106382798394355,-0.104561880299687,0.0221432484813689
"ENSG00000004897.12","CDC27",0.46479829074658,-0.405717819201715,-0.502885729654312,-0.418456391004415,-0.338809168474179,0.0971679104525964,-0.0796472225302358,0.0127385718026995,-0.164076561180133,0.0693518936902805
"ENSG00000004939.16","SLC4A1",-0.923637294884868,0.133483464322381,1.99615935238232,1.33061843162908,1.97765393958428,-1.86267588805994,-0.647035507955195,-1.1971349673067,0.0185054127980451,0.0132606800152472
"ENSG00000004948.16","CALCR",2.0086304398754,-0.704099632389421,-0.64562464845536,-0.486383972445753,-0.568285597296787,-0.0584749839340607,0.0819016248510349,-0.217715659943669,-0.077339051158573,-0.0487131890568928
"ENSG00000004961.15","HCCS",0.254383468020585,0.000997053442183684,-0.013773412089318,0.0049229222804673,0.13753095231579,0.0147704655315017,-0.132608030035323,-0.00392586883828361,-0.151304364405108,-0.00880451247082257
"ENSG00000004975.12","DVL2",-0.261080352143836,-0.00817514744880582,-0.0481506087948905,-0.078681091996326,-0.0447271679610583,0.0399754613460846,-0.0339539240352676,0.0705059445475201,-0.00342344083383214,-0.135003737026651
"ENSG00000005001.10","PRSS22",-0.218489078822567,0.136918566104305,0.179583925172023,0.138862433252926,0.115653857561735,-0.0426653590677178,0.0232085756911908,-0.00194386714862063,0.0639300676102879,-0.0130092513008163
"ENSG00000005007.14","UPF1",-0.437440921316873,0.423434127374097,0.408920894258862,0.27670844164569,0.217642892956165,0.0145132331152356,0.0590655486895252,0.146725685728407,0.191278001302697,-0.113453168339124
"ENSG00000005020.13","SKAP2",-0.289288358181452,-0.340546361364653,-0.371110537405695,-0.324616853955884,-0.245652354397166,0.0305641760410418,-0.0789644995587182,-0.0159295074087695,-0.125458183008529,0.00478409465548302
"ENSG00000005022.6","SLC25A5",0.305176128896601,-0.848013380839687,-0.763154505949198,-0.749401620128969,-0.692676333873687,-0.0848588748904885,-0.0567252862552817,-0.0986117607107181,-0.0704781720755113,0.00176191088047601
"ENSG00000005059.16","MCUB",0.0894934129485844,-0.49487182537929,-0.469861217707974,-0.490511798825283,-0.479352480306955,-0.0250106076713156,-0.0111593185183286,-0.00436002655400652,0.0094912625989805,-0.017093424297671
"ENSG00000005073.6","HOXA11",-0.411472243872117,0.775564109246689,0.896312657950883,0.955800610745325,0.418398670427283,-0.120748548704194,0.537401940318042,-0.180236501498636,0.4779139875236,-0.126649030471015
"ENSG00000005075.16","POLR2J",0.446644822814009,-0.330681647526078,-0.12618947722398,-0.362115486981251,-0.430364027289334,-0.204492170302098,0.068248540308083,0.0314338394551733,0.304174550065354,-0.0805487907875191
"ENSG00000005100.13","DHX33",-0.250260559733714,0.118817876551952,0.0850862981293373,0.130955102884127,0.0969713008974789,0.0337315784226142,0.0339838019866481,-0.0121372263321755,-0.0118850027681415,-0.0388857735011995
"ENSG00000005108.17","THSD7A",-0.127338631181353,5.21317073750823,4.72193265763119,5.01981072793809,5.41369469372401,0.491238079877042,-0.393883965785923,0.193360009570143,-0.691762036092822,-0.231395310102739
"ENSG00000005156.12","LIG3",0.235615724475526,-0.342281957885959,-0.408522130804114,-0.37319941577396,-0.369592130107075,0.0662401729181553,-0.00360728566688508,0.0309174578880013,-0.0389300006970391,-0.0200136005223313
"ENSG00000005175.10","RPAP3",0.183903072811575,-0.393661807016055,-0.383105033820621,-0.295910174985816,-0.286152801872933,-0.0105567731954334,-0.00975737311288299,-0.0977516320302386,-0.0969522319476882,0.0409072908794686
"ENSG00000005187.12","ACSM3",1.25966590691208,-1.40322913961784,-1.59482109168574,-1.65224579443074,-1.09275599645284,0.191591952067895,-0.559489797977896,0.249016654812896,-0.502065095232896,0.156559276874694
"ENSG00000005189.20","REXO5",-0.459751893978647,-0.472768029336393,-0.450389860225376,-0.400249549084486,-0.389723860110307,-0.0223781691110174,-0.0105256889741795,-0.0725184802519067,-0.0606660001150687,-0.019241495455754
"ENSG00000005194.15","CIAPIN1",0.219600962940215,-0.44085287939196,-0.350291153905274,-0.382726010207351,-0.337394795312136,-0.0905617254866865,-0.0453312148952142,-0.0581268691846095,-0.0128963585931372,0.0462491323789388
"ENSG00000005206.17","SPPL2B",-0.966986967950991,0.843422554566421,1.10748407343233,0.700137583160688,0.647111778749942,-0.264061518865912,0.053025804410746,0.143284971405733,0.460372294682391,-0.0715882334568726
"ENSG00000005238.20","ATOSB",0.220044085534607,0.133216458567295,0.109436869233071,-0.138161036099126,-0.0263719933702061,0.023779589334224,-0.11178904272892,0.271377494666421,0.135808862603277,0.0787130690809889
"ENSG00000005243.10","COPZ2",-2.23936403608259,2.25749001108057,2.95714845965415,2.9448937720653,2.44889934833489,-0.69965844857358,0.495994423730407,-0.687403760984729,0.508249111319258,-0.152074662493961
"ENSG00000005249.14","PRKAR2B",-2.17722640041025,-0.390632732908546,0.289166086059263,0.42510130532125,-0.22551098673498,-0.679798818967809,0.65061229205623,-0.815734038229797,0.514677072794243,0.156096485738989
"ENSG00000005302.19","MSL3",-0.247116928212594,-0.165186676253912,-0.0703105160316524,-0.203951532943793,-0.148350005982999,-0.09487616022226,-0.0556015269607944,0.0387648566898811,0.0780394899513467,0.0515928383310668
"ENSG00000005339.15","CREBBP",0.0211143959465398,0.22968034697444,0.185027891894579,0.165843580111267,-0.00718890928466969,0.0446524550798604,0.173032489395936,0.0638367668631731,0.192216801179249,-0.074980881508134
"ENSG00000005379.17","TSPOAP1",-0.713296906793129,0.560730732410501,0.632136606756378,0.400589629132391,0.381804085447718,-0.0714058743458771,0.0187855436846733,0.160141103278109,0.25033252130866,-0.0850279609806758
"ENSG00000005381.9","MPO",-2.38408437820805,3.38695018309407,1.80136888228975,0,0,1.58558130080432,0,3.26318719661297,1.59378589567301,1.12446905878351
"ENSG00000005421.9","PON1",-0.896990825828538,-0.955098645843375,0.3412966633066,-0.854337383510268,1.20396385341784,-1.29639530914998,-2.05830123692811,-0.100761262333108,-0.862667190111245,-1.26353671545108
"ENSG00000005436.14","GCFC2",0.5556478806739,-0.396380691625468,-0.623360708022642,-0.26504353254478,-0.220675473427955,0.226980016397174,-0.0443680591168245,-0.131337159080688,-0.402685234594687,0.10784018880184
"ENSG00000005448.17","WDR54",0.800915126318585,-0.719090202120781,-0.518610281144593,-0.669791010629303,-0.607300965422473,-0.200479920976188,-0.0624900452068305,-0.0492991914914779,0.0886906842778796,-0.150646012562369
"ENSG00000005469.12","CROT",0.306591499730534,-0.267532798827211,-0.277153625411952,-0.122696598649102,-0.327711132214283,0.00962082658474071,0.205014533565182,-0.144836200178109,0.0505575068023318,0.137556164756249
"ENSG00000005471.19","ABCB4",1.62455331082571,-0.0783066317801251,-0.496861937076822,-0.30278911374404,-0.89276808834483,0.418555305296697,0.589978974600791,0.224482481963914,0.395906151268009,0.302937605663625
"ENSG00000005483.23","KMT2E",0.0231117876879322,-0.0414283856238131,-0.0532990467546848,0.0789682109662875,0.103439260621239,0.0118706611308718,-0.0244710496549516,-0.120396596590101,-0.156738307375924,0.0347711741211697
"ENSG00000005486.17","RHBDD2",-0.0622371759655948,0.081518535679475,0.188527273752626,-0.0848553069386734,-0.0476594605920977,-0.107008738073151,-0.0371958463465756,0.166373842618148,0.236186734344724,-0.140563472459608
"ENSG00000005513.11","SOX8",-1.39250176742789,0.492293457685134,1.25110055227106,0.423143028925104,0.83732693199503,-0.758807094585927,-0.414183903069926,0.0691504287600299,0.413773620276031,0.0858219215721302
"ENSG00000005700.15","IBTK",0.200090470012908,-0.194913809103453,-0.26125514707843,-0.149799655449205,-0.0932090532510852,0.0663413379749775,-0.05659060219812,-0.0451141536542474,-0.168046093827345,0.0592941835868566
"ENSG00000005801.18","ZNF195",-0.28243646278596,0.374627154974344,0.243526791984343,0.553423218623998,0.470625251968413,0.131100362990001,0.0827979666555845,-0.178796063649654,-0.22709845998407,0.14702513504812
"ENSG00000005810.20","MYCBP2",1.08950818315256,-0.639648892297429,-0.718678642447177,-0.449586723953928,-0.561295018620167,0.0790297501497482,0.111708294666239,-0.190062168343501,-0.15738362382701,0.09009089143426
"ENSG00000005812.11","FBXL3",0.414106590355431,-0.196384422566789,-0.408826129416164,-0.153176777875872,-0.0606300575942809,0.212441706849375,-0.0925467202815913,-0.0432076446909166,-0.348196071821883,0.0810272412775112
"ENSG00000005844.19","ITGAL",1.16757469241273,-1.17061813428988,-0.812801262365206,-0.4498617031826,-0.683526801666069,-0.357816871924678,0.233665098483469,-0.720756431107284,-0.129274460699138,-0.61205731356083
"ENSG00000005882.12","PDK2",0.694271231228162,-0.45162804705054,-0.359529814478179,-0.496019180582129,-0.508972065305359,-0.0920982325723615,0.0129528847232303,0.0443911335315883,0.14944225082718,-0.0993405192247231
"ENSG00000005884.18","ITGA3",0.487914163677124,0.366478109351787,0.54211458938877,0.275323614242214,0.352300137693195,-0.175636480036983,-0.0769765234509817,0.0911544951095736,0.189814451695575,-0.125197475601386
"ENSG00000005889.16","ZFX",0.0505965704548997,0.38348374083372,0.240241998598113,0.381301894930718,0.345695323912938,0.143241742235607,0.0356065710177802,0.00218184590300257,-0.105453325314824,0.110097648550973
"ENSG00000005893.17","LAMP2",0.420526778760456,-0.197541657193086,-0.169099623812056,-0.0946954729976328,0.0137831578950418,-0.0284420333810302,-0.108478630892675,-0.102846184195453,-0.182882781707098,0.0461349831195728
"ENSG00000005961.19","ITGA2B",0.504031048866682,-0.0492479310657738,-0.0904608657019806,-0.596408791866283,-0.69073915161074,0.0412129346362068,0.0943303597444563,0.54716086080051,0.600278285908759,0.0532373589555524
"ENSG00000006007.12","GDE1",0.0415084644251634,-0.282426710848431,-0.147654770276005,-0.218444784464153,-0.206488195448526,-0.134771940572426,-0.0119565890156269,-0.0639819263842785,0.0588334251725207,-0.0230343204527745
"ENSG00000006015.18","REX1BD",-0.539033452493446,0.726080072286675,1.00498911887528,0.741454783121813,0.38989969387867,-0.278909046588602,0.351555089243143,-0.0153747108351381,0.615089424996607,-0.108495693392555
"ENSG00000006016.12","CRLF1",-0.630737334405366,0.00312711319935942,0.27679039067249,-0.285847805329038,-0.00560881567634818,-0.273663277473131,-0.28023898965269,0.288974918528397,0.282399206348838,-0.0441822813800073
"ENSG00000006025.13","OSBPL7",-0.783289297991872,0.841272203940374,0.831443355306617,0.784141266730694,0.623457239800665,0.00982884863375663,0.160684026930029,0.0571309372096798,0.207986115505953,-0.0727776894194116
"ENSG00000006042.12","TMEM98",-1.07087647982539,0.424022899999721,0.854612640194872,0.535558017716659,0.242337906618164,-0.430589740195151,0.293220111098495,-0.111535117716938,0.612274733576708,0.0508431099369484
"ENSG00000006047.13","YBX2",-0.11266002470947,-0.495721037594224,-0.384503992226699,-0.621064565186715,-0.584390455460068,-0.111217045367526,-0.0366741097266471,0.125343527592491,0.199886463233369,-0.0699129191133949
"ENSG00000006059.4","KRT33A",2.60037080132839,-1.93491702647693,-0.263874708973877,0.0512667093414484,-0.0895697612366426,-1.67104231750305,0.140836470578091,-1.98618373581838,-0.174304947737235,-1.06240063309058
"ENSG00000006062.18","MAP3K14",-0.133963103151008,1.74824153934485,1.59080794629524,1.55626592941091,1.55417451221228,0.157433593049608,0.00209141719863437,0.191975609933942,0.0366334340829683,-0.0841599724246858
"ENSG00000006071.16","ABCC8",-0.885558657173848,-0.118077457125475,0.152874981348714,0.0204950941485312,0.126781449254484,-0.270952438474188,-0.106286355105952,-0.138572551274006,0.0260935320942302,-0.119113331282808
"ENSG00000006118.15","TMEM132A",-0.711528858768335,0.556126459223315,0.736770704518159,0.340807690833987,0.335701657918513,-0.180644245294844,0.00510603291547364,0.215318768389328,0.401069046599646,-0.194229012243217
"ENSG00000006125.18","AP2B1",0.421872178094347,-0.341749196143345,-0.355833630794603,-0.312136127014042,-0.298771353867212,0.0140844346512578,-0.0133647731468305,-0.0296130691293032,-0.0570622769273915,0.0193704364574171
"ENSG00000006194.12","ZNF263",0.165563074217759,-0.0238574566960262,0.00213782862946275,-0.00828338395162703,0.0256226150390231,-0.025995285325489,-0.0339059989906502,-0.0155740727443992,-0.0234847864095604,-0.00574395080355417
"ENSG00000006210.7","CX3CL1",-0.506486037444041,2.5644326015088,2.86968683674243,2.50738152194609,2.58025175670257,-0.305254235233633,-0.0728702347564819,0.0570510795627068,0.289435080039858,-0.123757067169742
"ENSG00000006282.22","SPATA20",-0.0169108100934497,0.311655874045677,0.465279280313437,0.191840034764156,0.219284439255948,-0.153623406267759,-0.0274444044917921,0.119815839281521,0.245994841057488,-0.133045742579742
"ENSG00000006283.18","CACNA1G",-1.37610905789473,1.20061237001547,0.411071022014498,1.00186533520947,0.310180000147284,0.789541348000973,0.691685335062181,0.198747034806005,0.100891021867214,-0.479566602131907
"ENSG00000006327.14","TNFRSF12A",-0.274776477099031,1.29826816186715,1.17006141977315,1.18138952640954,1.20659692243308,0.128206742093999,-0.0252073960235387,0.116878635457609,-0.0365355026599292,-0.106024243612239
"ENSG00000006432.16","MAP3K9",-0.357813865032199,0.553802704313471,0.335172231984113,0.317056781089625,0.245412188117895,0.218630472329357,0.0716445929717295,0.236745923223846,0.0897600438662181,-0.0187097947328731
"ENSG00000006451.8","RALA",0.372025246169394,-0.576584765769438,-0.65993035628634,-0.482982633044905,-0.369834191303493,0.0833455905169024,-0.113148441741413,-0.0936021327245327,-0.290096164982848,0.039739376670354
"ENSG00000006453.14","BAIAP2L1",-0.497222801583602,0.312681485055561,0.248162606213252,0.226645530196678,0.182360751887315,0.064518878842309,0.044284778309363,0.0860359548588832,0.0658018543259372,0.0266530188679583
"ENSG00000006459.11","KDM7A",0.669589541840786,-0.092020820165047,-0.214557166115402,0.015821700145788,-0.0255522456015476,0.122536345950355,0.0413739457473356,-0.107842520310835,-0.189004920513855,0.00543002150543865
"ENSG00000006468.15","ETV1",-1.00306565493311,0.252729102469437,1.16599909156739,0.204761585295604,0.858455740212377,-0.913269989097957,-0.653694154916773,0.0479675171738333,0.307543351355018,0.0551213688938048
"ENSG00000006530.18","AGK",0.311000645026734,-0.569646751059736,-0.538361898206642,-0.523736481910333,-0.482977380882394,-0.0312848528530934,-0.0407591010279388,-0.0459102691494026,-0.0553845173242481,0.0659862135326439
"ENSG00000006534.17","ALDH3B1",-0.65700066100824,0.993546952808476,1.05959734403442,0.629430547814441,0.670910743589045,-0.0660503912259427,-0.0414801957746036,0.364116404994034,0.388686600445374,0.0490853766266667
"ENSG00000006555.11","TTC22",2.91403266956736,0.779384133112571,1.81766662296286,1.55682939961198,0.67293405779573,-1.03828248985029,0.883895341816252,-0.777445266499411,1.14473256516713,1.98644303348792
